text,lang,post_id,source,tokenized_text,topic
イエスは神ですか？ イエスは自分が神であると主張されたことがありますか？,jp,,,イエス は 神 です か ？   イエス は 自分 が 神 で ある と 主張 さ れ た こと が あり ます か ？,5
表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,jp,,,表向き は 普通 の 聖人 だ が 、 キリスト 教会 に は そういう 裏 が ある 。,-1
>>84 違う。全く話がわかってない。 クリスチャンにとっては人物イエスの存在が証明された方が望ましい。 しかし、あらゆる古代語、考古学の研究者が史料を調べ尽くしても実証できない。 新史料が発見されるまでは諦めるしか無い。 従って、クリスチャンは実証できないものの聖書から読み取れる範囲で信仰をするしかない。 という状況のことを言っている。 結論としては、イエスは実在の人物であることは証明できない。 古代の言葉に素養のない人たちがいくら調べても見つけることは不可能だろう。 一次資料を調査できない人間が、日本語に翻訳されたものを読んだって、 同じ結論に至るだけ。 それらすら読みこなせるか怪しいものだが。 しかも、人物が「イエス・キリスト」であるかのような基本中の基本的な認識すら間違っている。 一体そこにどんな正しい議論が成り立ちうるのかな。 自由とおっしゃるが、 それは21世紀の現在に、「お空は丸い天井ですよ！お星様は天井の穴です！」というくらい ただの好き勝手と言う意味にしかならない。 真っ暗闇の限りない迷路を彷徨うだけだ。 まったく筋の悪い話だと忠告しているのだよ。 VIPとかなんJとかの板でバカ話としてトンデモ論やるのは止めないが。,jp,,,>> 84   違う 。 全く 話 が わかっ て ない 。   クリスチャン にとって は 人物 イエス の 存在 が 証明 さ れ た 方 が 望ましい 。   しかし 、 あらゆる 古代 語 、 考古学 の 研究 者 が 史料 を 調べ 尽くし て も 実証 でき ない 。   新 史料 が 発見 さ れる まで は 諦める しか 無い 。   従って 、 クリスチャン は 実証 でき ない もの の 聖書 から 読み取れる 範囲 で 信仰 を する しか ない 。   という 状況 の こと を 言っ て いる 。   結論 として は 、 イエス は 実在 の 人物 で ある こと は 証明 でき ない 。   古代 の 言葉 に 素養 の ない 人 たち が いくら 調べ て も 見つける こと は 不可能 だろ う 。   一 次 資料 を 調査 でき ない 人間 が 、 日本語 に 翻訳 さ れ た もの を 読ん だ って 、   同じ 結論 に 至る だけ 。   それら すら 読みこなせる か 怪しい もの だ が 。   しかも 、 人物 が 「 イエス ・ キリスト 」 で ある か の よう な 基本 中 の 基本 的 な 認識 すら 間違っ て いる 。   一体 そこ に どんな 正しい 議論 が 成り立ち うる の か な 。   自由 と おっしゃる が 、   それ は 21 世紀 の 現在 に 、 「 お 空 は 丸い 天井 です よ ！ お 星 様 は 天井 の 穴 です ！ 」 と いう くらい   ただ の 好き 勝手 と 言う 意味 に しか なら ない 。   真っ 暗闇 の 限り ない 迷路 を 彷徨 う だけ だ 。   まったく 筋 の 悪い 話 だ と 忠告 し て いる の だ よ 。   vip とか なん j とか の 板 で バカ 話 として トン デモ 論 やる の は 止め ない が 。,5
カルト宗教とは何か | 東方閃電 前へ：神様を信じる人たちは 本当に家族のことなどどうでもいいのでしょう 次へ：中共の教会へのうわさや中傷に対するクリスチャンの反撃 侯項科（局長）：中国共産党が支配する国で神を信じ、福音を伝えるなど絶対に不可能なのだ。神を信じ、福音を伝えることにこだわる者は、誰であろうと殺される。どれだけ多くのクリスチャンが刑務所で酷い死に方をしたか知っているか？どれだけ多くのクリスチャンが殺され、その遺族らがどんなに悲惨な目にあったか知ってい…,jp,,,カルト 宗教 と は 何 か   |   東方 閃電   前 へ ： 神様 を 信じる 人 たち は   本当に 家族 の こと など どう でも いい の でしょ う   次 へ ： 中共 の 教会 へ の うわさ や 中傷 に対する クリスチャン の 反撃   侯 項 科 （ 局長 ） ： 中国共産党 が 支配 する 国 で 神 を 信じ 、 福音 を 伝える など 絶対 に 不可能 な の だ 。 神 を 信じ 、 福音 を 伝える こと に こだわる 者 は 、 誰 で あろ う と 殺さ れる 。 どれ だけ 多く の クリスチャン が 刑務所 で 酷い 死に 方 を し た か 知っ て いる か ？ どれ だけ 多く の クリスチャン が 殺さ れ 、 その 遺族 ら が どんなに 悲惨 な 目 に あっ た か 知っ て い …,40
深層news 2025.11.18 緊張高まる日中関係行方 ▽中国軍が加速させる無人機とＡＩの融合とは https://www.bs4.jp/shinsou/ APEXかい・・・？ こうなるのだろうか。。 イエス・・・お前。。 こうなるの必須だよな・・・このままだと。 まあいいけど使いきりのワンダーランド地球。 どう選択するかはお前らに任せよう市場。 神と悪魔・・・。 まあどちらでもお好きな方を選びなさいまし。 結果、APEXなのかいどうなんだい。。 残った地球人根絶やしそれ人類滅亡。 これが混ぜるな危険の真意である継続困難。 お前・・・。,jp,,,深層 news   2025 . 11 . 18   緊張 高まる 日 中 関係 行方   ▽ 中国 軍 が 加速 さ せる 無人 機 と ａ ｉ の 融合 と は   https :// www . bs 4 . jp / shinsou /   apex かい ・ ・ ・ ？   こう なる の だろ う か 。 。   イエス ・ ・ ・ お前 。 。   こう なる の 必須 だ よ な ・ ・ ・ この まま だ と 。   まあ いい けど 使い きり の ワンダーランド 地球 。   どう 選択 する か は お前 ら に 任せよ う 市場 。   神 と 悪魔 ・ ・ ・ 。   まあ どちら でも お 好き な 方 を 選び なさい まし 。   結果 、 apex な の かい どう なん だい 。 。   残っ た 地球人 根絶やし それ 人類 滅亡 。   これ が 混ぜる な 危険 の 真意 で ある 継続 困難 。   お前 ・ ・ ・ 。,-1
「参政党の中枢は統一教会に洗脳されている」を詳しく説明 https://www.youtube..../watch?v=XigFCoFrB0I,jp,,,「 参政 党 の 中枢 は 統一教会 に 洗脳 さ れ て いる 」 を 詳しく 説明   https :// www . youtube ..../ watch ? v = xigfcofrb 0 i,8
« 【バチカン＝６６６？】ローマカトリック教会　レプティリアン・サタンに完全占領されている動かぬ証拠がまた一つ見つかった | トップページ | 【安倍昭恵】公の場会見から逃げ回り、陰では森友ネタでダジャレ　世の中を舐めきったこの馬鹿女をブタ箱へ！ » 2017年11月26日 (日) 日本の事件 | 固定リンク,jp,,,«   【 バチカン ＝ ６ ６ ６ ？ 】 ローマ カトリック 教会 　 レプティリアン・サタン に 完全 占領 さ れ て いる 動か ぬ 証拠 が また 一つ 見つかっ た   |   トップページ   |   【 安倍 昭恵 】 公 の 場 会見 から 逃げ回り 、 陰 で は 森友 ネタ で ダジャレ 　 世の中 を 舐め きっ た この 馬鹿 女 を ブタ 箱 へ ！   »   2017 年 11 月 26 日   ( 日 )   日本 の 事件   |   固定 リンク,-1
一国の総理が式典に登場してれば、まあ信じてしまうだろうな マルチ商法の式典は芸能人がいるだけで信じさせられわけで、統一教会は総理大臣だもんな,jp,,,一 国 の 総理 が 式典 に 登場 し てれ ば 、 まあ 信じ て しまう だろ う な   マルチ 商法 の 式典 は 芸能人 が いる だけ で 信じ させ られ わけ で 、 統一教会 は 総理 大臣 だ もん な,4
つまるところ 真のキリスト教とはイエス本人しか居ない 弟子たちも理解出来なかった 当たり前だよな レベルが違いすぎる 奇跡のレベルが違いすぎるだろ? 我々みたいな一般人じゃないんだよ それくらい最低に気付け,jp,,,つまるところ   真 の キリスト教 と は イエス 本人 しか 居 ない   弟子 たち も 理解 出来 なかっ た   当たり前 だ よ な   レベル が 違い すぎる   奇跡 の レベル が 違い すぎる だろ ?   我々 みたい な 一般人 じゃ ない ん だ よ   それ くらい 最低 に 気付け,5
>>73 信者じゃないと言ってたわｗ カトリックの側に立ってエラそうに やっぱり人を捌き捲ってた人です。 鹿野園さんも何故かカトリック信徒宜しく プロ信者を捌き捲る。 機嫌を損ねるとエライ事にｗ,jp,,,>> 73   信者 じゃ ない と 言っ て た わ ｗ   カトリック の 側 に 立っ て エラ そう に   やっぱり 人 を 捌き 捲っ て た 人 です 。   鹿野園 さん も 何故か カトリック 信徒 宜しく   プロ 信者 を 捌き 捲る 。   機嫌 を 損ねる と エライ 事 に ｗ,32
＊ 安倍晋三は統一教会信者の前で?W人類史上最悪の犯罪者である韓 鶴子?Wを賛美するなど統一教会信者として振る舞って、【統一教会に恨み骨髄である?W全ての統一教会信者の家族?W】の代表たる山上徹也に殺されました(´・ω・`) それを受けて、 勅使河原 秀行（山崎浩子の元旦那）「本来、公共の福祉に資するべき【宗教】法人が、たとえたった1人であったとしても恨みを買うということはあってはならないことと存じ上げております」,jp,,,＊   安倍 晋 三 は 統一教会 信者 の 前 で ? w 人類 史上 最悪 の 犯罪 者 で ある 韓   鶴子 ? w を 賛美 する など 統一教会 信者 として 振る舞っ て 、 【 統一教会 に 恨み 骨髄 で ある ? w 全て の 統一教会 信者 の 家族 ? w 】 の 代表 たる 山上 徹也 に 殺さ れ まし た (´ ・ ω ・ `)   それ を 受け て 、   勅使河原   秀行 （ 山崎 浩子 の 元 旦那 ） 「 本来 、 公共 の 福祉 に 資する べき 【 宗教 】 法人 が 、 たとえ たった 1 人 で あっ た として も 恨み を 買う という こと は あっ て は なら ない こと と 存じ上げ て おり ます 」,45
いまだに統一教会高市を支持する愚民どもが 5ちゃんねるにはびこっているからな,jp,,,いまだに 統一 教会 高 市 を 支持 する 愚民 ども が   5 ちゃん ねる に はびこっ て いる から な,52
自分の本拠地に逃げ帰る多角ヘタレですまん。 とりあえず、教会内では 信仰心 > 美 と予防線貼っときました。対アニュエラ用。 まあ、ドンファンに教会壊されるかもだけどね?　(爆 ( -140 ) 2010/04/19(月) 08:52:36,jp,,,自分 の 本拠地 に 逃げ帰る 多角 ヘ タレ で すまん 。   とりあえず 、 教会 内 で は   信仰 心   >   美   と 予防線 貼っ とき まし た 。 対 アニュエラ 用 。   まあ 、 ドンファン に 教会 壊さ れる かも だ けど ね ?　( 爆   (   - 140   )   2010 / 04 / 19 ( 月 )   08 : 52 : 36,-1
ここ数年で教会もカネ、金、献金の要求がキツいですね…,jp,,,ここ 数 年 で 教会 も カネ 、 金 、 献金 の 要求 が キツ い です ね …,19
統失教会っての作ったらどうだい？ｗ,jp,,,統 失 教会 って の 作っ たら どう だい ？ ｗ,-1
御国が来ますように―天地の架け橋としてのキリストにある「新しい人」（３） 私ではなくキリストⅤ,jp,,,御国 が 来 ます よう に ― 天地 の 架け橋 として の キリスト に ある 「 新しい 人 」 （ ３ ）   私 で は なく キリスト ⅴ,-1
>>698 安倍殺害の時と同じループ 山上被告が統一教会の建物を撃って手製銃を試射 ↓ 統一教会が雑誌の表紙に使うタレントを山上被告が殺害 安倍を殺害した時のループが繰り返されたら 奈良の治安がムチャクチャになるんじゃね？ 暴力団が海外からも来ると思うわ すごく効率的に思えるが こんな殺人ビジネスは海外にもあるのかな？,jp,,,>> 698   安倍 殺害 の 時 と 同じ ループ   山上 被告 が 統一教会 の 建物 を 撃っ て 手製 銃 を 試射   ↓   統一教会 が 雑誌 の 表紙 に 使う タレント を 山上 被告 が 殺害   安倍 を 殺害 し た 時 の ループ が 繰り返さ れ たら   奈良 の 治安 が ムチャクチャ に なる ん じゃ ね ？   暴力団 が 海外 から も 来る と 思う わ   すごく 効率 的 に 思える が   こんな 殺人 ビジネス は 海外 に も ある の か な ？,45
❓❓❓ https://jbbs.shitara...ews/3665/1676978450/ 759：タンチョウ：2025/04/14(月) 04:20:31 ID:zrET776A 研究で少しうらのビデオを何千人万人早送りで見ましたが・・最早睡魔しか来なくなり 研究できていませんが・・ 一度見たらもう見たくないのです・・脳の構造が全員そうなっています・・ https://jbbs.shitara...ews/3665/1738107889/ 509：福音伝道外伝：2025/04/18(金) 20:00:06 ID:zrET776A 私は頭が枯れるのでしょうか? 家にあったエロ美の美人動画を見たのに睡魔しか来ません＿|￣|○・・ 私頭が枯れるのでしょうか?,jp,,,❓❓❓   https :// jbbs . shitara ... ews / 3665 / 1676978450 /   759 ： タンチョウ ： 2025 / 04 / 14 ( 月 )   04 : 20 : 31   id : zret 776 a   研究 で 少し うら の ビデオ を 何 千 人 万 人 早送り で 見 まし た が ・ ・ 最早 睡魔 しか 来 なく なり   研究 でき て い ませ ん が ・ ・   一度 見 たら もう 見 たく ない の です ・ ・ 脳 の 構造 が 全員 そう なっ て い ます ・ ・   https :// jbbs . shitara ... ews / 3665 / 1738107889 /   509 ： 福音 伝道 外伝 ： 2025 / 04 / 18 ( 金 )   20 : 00 : 06   id : zret 776 a   私 は 頭 が 枯れる の でしょ う か ?   家 に あっ た エロ 美 の 美人 動画 を 見 た のに 睡魔 しか 来 ませ ん ＿ |￣|○ ・ ・   私 頭 が 枯れる の でしょ う か ?,15
大村秀章「統一教会（現称：世界平和統一家庭連合）の祭典に贈った祝電＊１ が改竄されて読み上げられた。ふざけるな！」 朝鮮人の文 鮮明が日本人を騙して全てを奪うために作り韓 鶴子が引き継いだ?W暴力団よりも遥かに悪質な反社団体?Wである統一教会（世界平和統一家庭連合）に祝電を贈ること自体が気違い沙汰だ。ふざけるな！ 芸能人なんか?W暴力団?Wとの付き合いがバレたら永久追放だぞ(´・ω・`) それを受けて、 松本人志「紳助さん、友だち多すぎておかしくなってしまったんですけど」 ちなみに、 【子供が教団に入信した名古屋市在住の女性＊ 】は、教団系の国際勝共連合主催の名古屋集会に出席したり、祝電を打った政治家に手紙で抗議したところ、 「てみゃーは共産党か。勝共の役員を脅しやがって。てみゃーみたいなものはぶっ殺すぞ」「死んだら地獄に行くよ」などと脅迫された。（Wikipedia）,jp,,,大村 秀章 「 統一教会 （ 現 称 ： 世界 平和 統一 家庭 連合 ） の 祭典 に 贈っ た 祝電 ＊ １   が 改竄 さ れ て 読み上げ られ た 。 ふざける な ！ 」   朝鮮 人 の 文   鮮明 が 日本人 を 騙し て 全て を 奪う ため に 作り 韓   鶴子 が 引き継い だ ? w 暴力団 より も 遥か に 悪質 な 反 社 団体 ? w で ある 統一教会 （ 世界 平和 統一 家庭 連合 ） に 祝電 を 贈る こと 自体 が 気違い沙汰 だ 。 ふざける な ！   芸能人 なんか ? w 暴力団 ? w と の 付き合い が バレ たら 永久 追放 だ ぞ (´ ・ ω ・ `)   それ を 受け て 、   松本 人志 「 紳助 さん 、 友だち 多 すぎ て おかしく なっ て しまっ た ん です けど 」   ちなみに 、   【 子供 が 教団 に 入信 し た 名古屋 市 在住 の 女性 ＊   】 は 、 教団 系 の 国際 勝 共 連合 主催 の 名古屋 集会 に 出席 し たり 、 祝電 を 打っ た 政治 家 に 手紙 で 抗議 し た ところ 、   「 て み ゃ ー は 共産党 か 。 勝 共 の 役員 を 脅し や が って 。 て み ゃ ー みたい な もの は ぶっ殺す ぞ 」 「 死ん だら 地獄 に 行く よ 」 など と 脅迫 さ れ た 。 （ wikipedia ）,8
まあとっとと統一教会潰して補償をしっかりやれば起こらなかった事件ではありそうやね 安倍殺害はさすがにやりすぎだけど,jp,,,まあ とっとと 統一教会 潰し て 補償 を しっかり やれ ば 起こら なかっ た 事件 で は あり そう や ね   安倍 殺害 は さすが に やり すぎ だ けど,12
>被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。 >信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 旧統一教会と安倍晋三がどれだけ悪辣なことをしてきたかが良く分かるエピソードだな 安倍はこれだけでなく、旧統一教会関連団体の集会に祝電を送ったりビデオメッセージまで寄せていたのだから、旧統一教会とズッポリ癒着していたとしか思えん 日本国首相という重要で責任ある立場にあったのにもかかわらず反社会勢力としか思えない旧統一教会と長年関係を持っていたのだから、安倍晋三は殺されて当然のクズ、国賊だと思う 山上徹也はほんといい仕事をしてくれたと思う 彼は害虫を駆除して公共の福祉に寄与してくれたのだから無罪になって当然だと思う 山上徹也には国民栄誉賞を与えこそすれ、罰するなどありえない選択だ 自分がこの裁判の裁判員になっていれば山上徹也を絶対無罪にしていたのに、残念でならない,jp,,,> 被害 者 が 安倍 氏 だっ た こと は 不思議 に 思わ なかっ た か と の 問い に は 、 「 不思議 に 思い ませ ん でし た 。 母 の 部屋 に 安倍 元 首相 が 表紙 の 旧 統一教会 の 機関 誌 が あり まし た 。   > 信者 の 叔母 から 、 選挙 時 に 自民党 の 特定 の 候補 に 入れ て ほしい と 言わ れ た こと も あり ます 」 と 答え た 。   旧 統一教会 と 安倍 晋 三 が どれ だけ 悪辣 な こと を し て き た か が 良く 分かる エピソード だ な   安倍 は これ だけ で なく 、 旧 統一教会 関連 団体 の 集会 に 祝電 を 送っ たり ビデオ メッセージ まで 寄せ て い た の だ から 、 旧 統一教会 と ズッポリ 癒着 し て い た と しか 思え ん   日本国 首相 という 重要 で 責任 ある 立場 に あっ た の に も かかわら ず 反 社会 勢力 と しか 思え ない 旧 統一教会 と 長年 関係 を 持っ て い た の だ から 、 安倍 晋 三 は 殺さ れ て 当然 の クズ 、 国賊 だ と 思う   山上 徹也 は ほん と いい 仕事 を し て くれ た と 思う   彼 は 害虫 を 駆除 し て 公共 の 福祉 に 寄与 し て くれ た の だ から 無罪 に なっ て 当然 だ と 思う   山上 徹也 に は 国民 栄誉 賞 を 与え こそ すれ 、 罰する など ありえ ない 選択 だ   自分 が この 裁判 の 裁判 員 に なっ て いれ ば 山上 徹也 を 絶対 無罪 に し て い た のに 、 残念 で なら ない,45
>>4 ID:RdHKGt7I ↑ メール欄に、文鮮明はサタン、の7文字のみを書いてみて？ ほら、書けない。 はい、おまえはクソちょん統一教会・壺、確定。wwww はい、おまえの負けーーーwwwww,jp,,,>> 4   id : rdhkgt 7 i   ↑   メール 欄 に 、 文 鮮明 は サタン 、 の 7 文字 のみ を 書い て み て ？   ほら 、 書け ない 。   はい 、 おまえ は クソ ちょん 統一教会 ・ 壺 、 確定 。 wwww   はい 、 おまえ の 負け ーーー wwwww,14
本当のキリスト教徒なら、見つけるべきだ。 真実のイエスをな。 2人いたことも。,jp,,,本当 の キリスト教徒 なら 、 見つける べき だ 。   真実 の イエス を な 。   2 人 い た こと も 。,5
キリスト教が一番人を殺してるのにキリスト教で平和になるとか片腹痛いwwwイテテ,jp,,,キリスト 教 が 一 番人 を 殺し てる のに キリスト教 で 平和 に なる とか 片腹痛い www イテテ,7
「世界ナゼそこに？日本人」に教会信者が多数出演？,jp,,,「 世界 ナゼ そこ に ？ 日本人 」 に 教会 信者 が 多数 出演 ？,7
>>819 教祖の発言を信じるか否かはともかく、 安倍ちゃんの存在とその協力姿勢が統一教会を利する事になっていたのは確かだ。 そして山神は当事者として、それを良く知っている。 安倍ちゃん個人に恨みはなかったなんて言っていたくらいだからな。 だが、安倍ちゃんを安倍する事で統一教会にダメージを与えられると考えていたのも確かだ。 でなけりゃ、あんな偉業はせんぜ。,jp,,,>> 819   教祖 の 発言 を 信じる か 否 か は ともかく 、   安倍 ちゃん の 存在 と その 協力 姿勢 が 統一教会 を 利する 事 に なっ て い た の は 確か だ 。   そして 山神 は 当事者 として 、 それ を 良く 知っ て いる 。   安倍 ちゃん 個人 に 恨み は なかっ た なんて 言っ て い た くらい だ から な 。   だが 、 安倍 ちゃん を 安倍 する 事 で 統一教会 に ダメージ を 与え られる と 考え て い た の も 確か だ 。   で なけりゃ 、 あんな 偉業 は せ ん ぜ 。,37
高市！統一教会！てめえらに今日を生きる資格はねえ！！！,jp,,,高市 ！ 統一教会 ！ てめえ ら に 今日 を 生きる 資格 は ねえ ！ ！ ！,52
日本人の人口6000万に半減しろ 日本男は戦争で殺し日本女は朝鮮人に娶らせろ 日本人が稼ぎ朝鮮人がその金を使う 庶民の生活切り捨てて軍事費増やさせろ なんて 「カルト」で 「邪教」で 「反日」で 「朝鮮人教祖」 の工作分子「統一教会」 及びそれを顎足で使ってたアメリカCIA、 そしてその国内の最大のバックアップだった安倍晋三自民を叩かず なにが愛国だ、キリスト者だ、笑わせんな,jp,,,日本人 の 人口 6000 万 に 半減 しろ   日本 男 は 戦争 で 殺し 日本 女 は 朝鮮 人 に 娶ら せろ   日本人 が 稼ぎ 朝鮮 人 が その 金 を 使う   庶民 の 生活 切り捨て て 軍事 費 増やさ せろ   なんて   「 カルト 」 で   「 邪教 」 で   「 反日 」 で   「 朝鮮 人 教祖 」   の 工作 分子 「 統一教会 」   及び それ を 顎 足 で 使っ て た アメリカ cia 、   そして その 国内 の 最大 の バックアップ だっ た 安倍 晋 三 自民 を 叩か ず   なに が 愛国 だ 、 キリスト 者 だ 、 笑わせ ん な,8
御国が来ますように―天地の架け橋としてのキリストにある「新しい人」（４） 私ではなくキリストⅤ,jp,,,御国 が 来 ます よう に ― 天地 の 架け橋 として の キリスト に ある 「 新しい 人 」 （ ４ ）   私 で は なく キリスト ⅴ,-1
御国が来ますように―天地の架け橋としてのキリストにある「新しい人」（６）｜神の国の働き人｜私ではなくキリストⅦ（東洋からの風の便りIV),jp,,,御国 が 来 ます よう に ― 天地 の 架け橋 として の キリスト に ある 「 新しい 人 」 （ ６ ） ｜ 神 の 国 の 働き 人 ｜ 私 で は なく キリスト ⅶ （ 東洋 から の 風 の 便り iv ),-1
>>347 そういう会社で人間みたいな顔してのさばってる不届きものがいるのがいけないんだよ。その会社の人間は生きてるだけで罪。息をするだけで罪。 なんではやく霊界にいかないの？統一教会が犯罪者の集団って決定したじゃないか。,jp,,,>> 347   そういう 会社 で 人間 みたい な 顔 し て のさばっ てる 不届き もの が いる の が いけ ない ん だ よ 。 その 会社 の 人間 は 生き てる だけ で 罪 。 息 を する だけ で 罪 。   なんで はやく 霊界 に いか ない の ？ 統一教会 が 犯罪 者 の 集団 って 決定 し た じゃ ない か 。,-1
キリスト教のフリをして、信者を地獄に落とそうとしてるのは頂けないな？最初からアンチキリストで来れば良いのに？,jp,,,キリスト 教 の フリ を し て 、 信者 を 地獄 に 落とそ う と し てる の は 頂け ない な ？ 最初 から アンチ キリスト で 来れ ば 良い のに ？,-1
イエスの馬鹿とGabriel、MIchael、Lilith、Lilin、Samael、Karniuean、Satan、阿弥陀どもにアナルプラグやケツアナなんか入れた芸 させてやれ花電車等。,jp,,,イエス の 馬鹿 と gabriel 、 michael 、 lilith 、 lilin 、 samael 、 karniuean 、 satan 、 阿弥陀 ども に アナルプラグ や ケツアナ なんか 入れ た 芸   さ せ て やれ 花電車 等 。,17
>>13 キリスト教の総本山はイスラエルじゃなくてローマだろ。 イスラエルはキリストを殺したユダヤ人の国じゃねーか。 ばーか。,jp,,,>> 13   キリスト 教 の 総本山 は イスラエル じゃ なく て ローマ だろ 。   イスラエル は キリスト を 殺し た ユダヤ 人 の 国 じゃ ねー か 。   ば ー か 。,-1
>>409 いや。日本は当然として、全世界の原発を全て止めさせるべきだってことだ よく考えろ 80年しか生きられない人間が、数万年先まで毒性が残るなどといわれる環境汚染を拡大させている これを止めないということは「永遠に生き続けておられる神様」の実在を信じていないのだろうって話だ 現実的には、日本が世界に「原発止めろ」と命じても、まず誰も聞かない だったら「日本発の、神様が実在されているという情報など」を広く世間や世界に拡散させて、そのうえで日本から「原発止めろ」と命令するべきだ そうすると、信仰に厚い者限定だが、原発を止めようとする外国人が増える可能性が期待できる トランプやプーチンは外国の原発施設に攻撃を加えている。急ぐべきだ,jp,,,>> 409   いや 。 日本 は 当然 と し て 、 全 世界 の 原発 を 全て 止め させる べき だって こと だ   よく 考えろ   80 年 しか 生き られ ない 人間 が 、 数 万 年 先 まで 毒性 が 残る など と いわ れる 環境 汚染 を 拡大 さ せ て いる   これ を 止め ない という こと は 「 永遠 に 生き 続け て おら れる 神様 」 の 実在 を 信じ て い ない の だろ う って 話 だ   現実 的 に は 、 日本 が 世界 に 「 原発 止めろ 」 と 命じ て も 、 まず 誰 も 聞か ない   だっ たら 「 日本 発 の 、 神様 が 実在 さ れ て いる という 情報 など 」 を 広く 世間 や 世界 に 拡散 さ せ て 、 そのうえで 日本 から 「 原発 止めろ 」 と 命令 する べき だ   そう する と 、 信仰 に 厚い 者 限定 だ が 、 原発 を 止めよ う と する 外国 人 が 増える 可能 性 が 期待 できる   トランプ や プーチン は 外国 の 原発 施設 に 攻撃 を 加え て いる 。 急ぐ べき だ,-1
> すべてのキリスト教徒は最終的に「異邦人をどのように迎え入れたか」 > によって裁かれるという、カトリックの信仰を改めて強調した。 先住民を皆殺しにしたアメリカのキリスト教徒は 全員地獄行きなんじゃないでしょうか、教皇,jp,,,>   すべて の キリスト教徒 は 最終 的 に 「 異邦 人 を どの よう に 迎え入れ た か 」   >   によって 裁か れる という 、 カトリック の 信仰 を 改めて 強調 し た 。   先住民 を 皆殺し に し た アメリカ の キリスト教徒 は   全員 地獄 行き な ん じゃ ない でしょ う か 、 教皇,-1
>>121 状況証拠的には限りなくブラックだけどね ・名称変更（ステルス化）許可 ・「旧統一教会に関しては2010年を最後に被害届はあっても検挙が無い」（二之湯国家公安委員長） ・全国弁連は２０１９年９月１７日に安倍元首相に統一教会や正体を隠した各種イベントに参加したり、賛同のメッセージを送らないよう求め、９月２７日にも国会議員に同じような要望書を送った。しかし、いずれも無視され、今日まで講演会への参加や賛同メッセージが寄せられてきた。 https://www.kobegodo...rColumn.html?id=1505 ・統一教会票の割り振り ・配下議員を統一教会セミナーに参加させる,jp,,,>> 121   状況 証拠 的 に は 限り なく ブラック だ けど ね   ・ 名称 変更 （ ステルス 化 ） 許可   ・ 「 旧 統一教会 に関して は 2010 年 を 最後 に 被害 届 は あっ て も 検挙 が 無い 」 （ 二之 湯 国家 公安 委員 長 ）   ・ 全国 弁 連 は ２ ０ １ ９ 年 ９月 １ ７ 日 に 安倍 元 首相 に 統一教会 や 正体 を 隠し た 各種 イベント に 参加 し たり 、 賛同 の メッセージ を 送ら ない よう 求め 、 ９月 ２ ７ 日 に も 国会 議員 に 同じ よう な 要望 書 を 送っ た 。 しかし 、 いずれ も 無視 さ れ 、 今日 まで 講演 会 へ の 参加 や 賛同 メッセージ が 寄せ られ て き た 。   https :// www . kobegodo ... rcolumn . html ? id = 1505   ・ 統一教会 票 の 割り振り   ・ 配下 議員 を 統一教会 セミナー に 参加 さ せる,-1
マジけ、わいも人殺すかもしれんからキリスト教信仰するわ,jp,,,マジ け 、 わい も 人 殺す かも しれ ん から キリスト 教 信仰 する わ,7
ところが同一教団内でも田舎の教会が寂れて主に年寄り中心の少ない信者が捧げた献金ほぼ全部が幹部が住み若者信者が多い都会へ吸い上げられる構図があったり、国外での伝道活動と教会建設に力を入れてる割に国内のほうは衰退していないかご用心 エホバ、統一、モルモンではない正統なキリスト教団でもそういうおかしな点を見つけたら間違いなくカルトと認定して良い,jp,,,ところが 同 一 教団 内 で も 田舎 の 教会 が 寂れ て 主 に 年寄り 中心 の 少ない 信者 が 捧げ た 献金 ほぼ 全部 が 幹部 が 住み 若者 信者 が 多い 都会 へ 吸い上げ られる 構図 が あっ たり 、 国外 で の 伝道 活動 と 教会 建設 に 力 を 入れ てる 割 に 国内 の ほう は 衰退 し て い ない か ご 用心   エホバ 、 統一 、 モル モン で は ない 正統 な キリスト 教団 で も そういう おかしな 点 を 見つけ たら 間違い なく カルト と 認定 し て 良い,-1
統一教会はとにかく共産党が大っ嫌いなのよ,jp,,,統一教会 は とにかく 共産党 が 大 っ 嫌い な の よ,4
自国の貧困層へ目を向けずに外国人の権利ばかり主張する連中は偽善者です。 主キリストは偽善者どもを断罪したが、現代の教会内にも偽善者は多い。 日本の司教は腐ってる。,jp,,,自国 の 貧困 層 へ 目 を 向け ず に 外国 人 の 権利 ばかり 主張 する 連中 は 偽善 者 です 。   主 キリスト は 偽善 者 ども を 断罪 し た が 、 現代 の 教会 内 に も 偽善 者 は 多い 。   日本 の 司教 は 腐っ てる 。,-1
