response,source,text
"そもそもこの記事、前提からして二項対立の詭弁なんだよな。彼女が「沈黙」してたってんなら、それはそいつ個人の問題だろ。教団内の腐敗なんて、昔から告発してきた人間はいくらでもいる。例のヴェンデンに誘惑されたっていうクラウディアなんとかって女も、教団がガン無視したって証言してるじゃないか。

だから、この問題について誰もが「沈黙」してたみてえな言い草は、全くのデタラメだ。こいつが指摘してることなんて、教団内じゃ何十年も前から知れ渡ってる周知の事実。ただ、トランプを叩くのに都合がいい格好のネタだから、このサイトが記事にしただけだろ。

まあ、クリスチャンを名乗るならトランプのあの生き様を正当化する奴はいないだろうが、それとこれとは話が別だ。トランプが私人として私腹を肥やしてたのと、クリントン夫妻が「国民に奉仕する」とかいう綺麗事を並べながら、公職の立場で国民を食い物にしてきたのを一緒にするな。責任の重さが天と地ほど違う。",llm,
"そもそも、民衆の多数決なんてこの国では何の意味も持たない。今の仕組みを作った先人たちは、大衆の愚かさをよく分かっていた。ポピュリズムに流される政治から我々を守ってくれたのは、いつだってこの制度だ。
次に、このシスターとかいう女の心配事だが、要は自分の団体への補助金がカットされてクビが危なくなることだろう。聖職者がただの税金で食ってる役人崩れに成り下がるなんて、実に嘆かわしい。教祖様もそんなことは望んでいなかったはずだ。
まあ、そうは言っても、このシスターが例の政治家について感情論だけで脊髄反射してる連中と一線を画しているのは評価できる。あいつらの馬鹿げた妄言に付き合ってないだけマシだな。",llm,
"サラ・ハッカビーとかいう女、マジで見た目も中身も醜悪だよな。親玉の嘘つきを庇うためなら、息を吐くようにデタラメを並べ立てる。反吐が出るわ。口先だけの偽善者…はいはい、ご立派ですね（笑）

あんな奴のこと、ブスだの顔が歪んでるだの、ありのままを言われて傷つくとか気にする必要ねーよ。そもそも、あいつが必死で擁護してる親玉自身が、道徳のハードルを地の底まで下げちまったんだからな。聖域なんてものは存在しない、ってやつだ。障害者を平気で嘲笑う姿を見たとき、ああ、こいつらにとって超えちゃいけない一線なんてもう無いんだなって悟ったわ。

結局、サラ・ハッカビーなんてのは、とてつもなく不細工な、ただの嘘つきババアってこと。",llm,
なんでパヨクって、選挙を牛耳って勝たせたのが史上初の女性だったって功績をガン無視すんの？ しかもその人、ガチの信者でさ（まあこの界隈じゃ評判悪いだろうがw）。地元じゃ子供相手に教えを説いて回ってたような人だぞ。,llm,
キリスト教の価値観だの愛だのを大声で喚き散らしてるくせに、やってることは教団のお偉いさんから聞きかじったゴシップで対立候補を中傷するだけ。聖書に「偽証するな」とか書いてなかったか？どの口が言ってんだよ。政治ポスト欲しさに必死な偽善者そのものじゃねえか。どっかの勘違いタレントみたいに髪振り乱して注目されたいだけだろ、あれw 市長も大概だが、この女の偏見まみれの独りよがりにはマジで反吐が出る。,llm,
"例の女の文章、たまに読むがコメントはしない。最近のベストセラーに影響されすぎてるし、伝統とは相容れない。聞きかじりの浅い理論に心酔しているだけ。頭は悪くないんだろうが、話すだけ無駄だ。

俺は、天に唾するような真似をする気は一切ない。キリスト教が単なる「伝統宗教」の一つだなどという不敬な考えに染まったり、「人の人生は霊に支配される」などという、まるで霊感商法まがいのトンデモ説を信じ込んだり、ましてや「有害な思想を持つ宗教は、その正当性を証明する義務を負い、証明できなければ制限されるべきだ」などという考えを支持する気など全くない。最後のなんざ、中国や旧ソ連の共産主義者の発想そのものだ。",llm,
"パヨクどもは「女だから大統領になれなかった」とか喚いてるけど、そうじゃなくて単純にヒラリー個人が嫌われただけって発想がないのかね。そもそも世間がお前らみたいにリベラルで世俗的（笑）な人間ばかりだと本気で思ってんのか？

つーか、ヒラリー支持してる連中の気が知れないわ。あの女が正直で、国民、特に貧困層のことなんか本気で考えてると信じてるわけ？生涯政治家で、大金持ちで、ここ30年自分で車の運転すらしたことないような人間が、どうやって一般市民の苦しみ、ましてや貧しい移民の気持ちなんて理解できるんだよ。

しかもあの女の伝統軽視の姿勢は論外だろ。日本の伝統文化を「時代遅れ」みたいに扱った発言があった後で、まともな神経の日本人が支持できるわけないだろ。",llm,
"どの口が言ってんだか。信者から金巻き上げて、女遊びはやりたい放題、離婚は3回もしてるような奴を崇めてるのが、お前らの言う「信仰」か？w

いい加減気づけよ、あんたらはただの集金マシーンとしていいように使われてるだけだっての。本当にいいカモだよな、まったくw

そもそも、本当に信仰心があるなら、貧しい人や困ってる人を助けたいって思うのが普通だろ。それが教えの基本のはずなのに。でも、お前らの教祖様は真逆。金持ちばかり優遇して、弱者からは搾り取るだけ。マジで救いようがねえわ。",llm,
自民党にベッタリなカルト信者どもを見てると、その倫理観の無さには反吐が出る。よくアレでキリスト教徒を名乗れるもんだ。,llm,
トランプみたいな俗物を「道徳的」だの「クリスチャン」だの言える時点で、そいつらがどれだけ偽善的でご都合主義か丸わかりだよな。本気で信仰を重んじてるなら、あんな下劣な人間からは全力で距離を置くはずだろ。結局、信仰なんてただのアクセサリーなんだよ。,llm,
"未だに統一教会みたいな連中が安倍元総理を必死で擁護してるんだからな。

天のイエスも呆れとるわ。",llm,
例の自民党を支持してるカルト信者たちって、自分らがやってることって教祖様の教えと真逆だって、気づいてんのかね？知らんけどｗ,llm,
"トランプなんてただの駒だろ。

核心突きすぎw

そもそも、神様が信者に「政治権力と癒着しろ」なんて教えたことあんのかよ？
信仰心の欠片もねえくせに、わかったような口利くなよ。",llm,
カルト宗教に選挙協力してもらって、高額献金で信者の人生ぶっ壊すのが、あの人達の言う「美しい国」なんだろ。言ってることとやってること、何も矛盾してないじゃん。,llm,
そもそもキリスト教ですらないだろ、あんなの。自民党とつるんでるカルト信者が「クリスチャン」面して、救世主の教えガン無視とか、マジで胸糞悪い。,llm,
"トランプを公然と支持するような「キリスト教」団体は、自分たちの教えをトランプの口から垂れ流されるヘドで永久に汚染したようなもんだ。あいつが毎日吐き出す人種差別、女性蔑視、偏見、不寛容、下品な暴言、そしてあの救いようのない愚かさ…リストアップするまでもない。皆もう聞き飽きてるだろ。

カトリックだろうが福音派だろうが、そもそもキリスト教ですらない他の宗教だろうが、一体どういう神経してたらトランプ主義なんていう憎悪と嘘と暴力の塊に自ら擦り寄って行けるんだ？もし「反キリスト」ってのが本当にいるなら、まさにトランプがそれだろ。

なんであんなケダモノを権力の座に就かせることが国や世界のためになるとか本気で信じられるんだ？ 目が曇ってるのか、ただの思考停止か、それとも何かに怯えてるのか？マジで理解不能だし、あいつを支持する奴らのことはもう二度と同じ目では見れない。

この状況、何かに似てると思ったら…そうだ、ナチスドイツだ。いや、日本で言えば戦前回帰そのものか。歴史を忘れた者は、同じ過ちを繰り返す。まさにその通りだな。",llm,
いわゆる「キリスト教的価値観」やらを本気で大事にしてる信者なんて、最近見たことねえな。そう考えると、トランプみたいな大ボラ吹きこそ、あいつら偽善者どもの教祖様としてお似合いだわw。そのまま自分の神通力とやらが尽きるのと一緒に、教団ごと信用を地に落として心中してくれりゃ最高なんだが。,llm,
確かにお前の言う通りだわ。選挙の前からずっと思ってたけど、統一教会みたいな連中が、どのツラ下げて「家庭の平和がー」とか言いながら自民党に投票するのか、マジで理解不能だった。あいつらからまともな言い訳なんて聞いたことねーしな。まあ、俺が信者でも恥ずかしくて口が裂けても言えんけどなw,llm,
アイツもあのコメントも、マジで反吐が出る。つーか、まともな信仰心がある人間が、なんで平気で自民党みたいな連中を支持できるのか、神経を疑うわ。,llm,
"話はクソ単純。

自民党みたいなのを支持してる連中ってのは、要するに自分らの教団が掲げてる教義（笑）なんてハナから信じちゃいないんだよ。

そもそも、あんなカルトの信者がまともな信仰心持ってるわけないだろ。

以上。",llm,
"トランプ以上にキリスト教からかけ離れた奴もいないだろ。同胞の幸福より自分の金儲けを優先するようなヤツが、キリストの教えに沿ってるわけない。

ペンスが口で何を言おうが、結局やってることを見れば本性はバレバレ。公言してることと実際の行動が矛盾しまくってるんだよ。",llm,
"トランプみたいな無節操なゴロツキを支持してる福音派とか、まともに相手にする価値もないわな。それでクリスチャン名乗ってんだから、聞いて呆れる。

ボノーラ氏の言う通りだ。福音派の連中は、いつも自分たちの道徳性が上だの「伝統的な家族観」がどうだのと偉そうに吹聴し、同性愛を目の敵にしてギャーギャー騒いでるくせに、いざトランプが出てきたらこれだ。ギャンブル好きで、女を次々乗り換え、不倫も公言してるような経済詐欺師まがいの男が、中絶反対を唱えて誰かに「新生した」とか言わせた途端、コロッと手のひらを返して熱狂するんだから、ちゃんちゃらおかしい。

「我々の創造主が〜」とか「文書でわざわざ触れる必要がなかった〜」とかドヤ顔で語ってる奴ら、船を見逃すどころか、船が浮かんでる海そのものが見えてないんだよ。そもそもアメリカの建国の父たちは、独立宣言では意図的にキリスト教の神を名指しするのを避けてるし、合衆国憲法に至っては神への言及が一切ない。あれは完全に世俗国家を運営するための世俗的な文書なんだよ。そんな基本も知らんのかと。",llm,
"新興宗教の信者って、なんであんなに頭お花畑なんだろうな。選挙の時だけ自分たちに媚びへつらってくるような嘘つき政治家を、なんでありがたがってんの？俺も昔は熱心な信者だったから言うけど、いい加減、自分たちがただの票田としてカモられてるって気づけよ。

そいつが立候補する前の言動とか、選挙のためにどんな奴らとつるんでたか見てみろって。普段のあの政治家なら、あんな宗教どっぷりの奴と組むわけない。でも「候補者」としての自分をアピールするためなら平気でやるんだよな。

これって、昔の自民党の偉いさんが「庶民派」気取ってたのと同じくらい滑稽だわ。信者たちはすぐ忘れるみたいだけど、そいつはどっかの農家のオッサンじゃなくて、元総理とか大物官僚の息子だったりするわけよ。

まあ、ぶっちゃけて言うとさ、自民党は新興宗教の信者なんてちょろいと思ってんだよ。で、権力を維持するためにそいつらを利用してるだけ。別に自民党の全員がそうだなんて陰謀論を言うつもりはないけど、そういう流れは明らかだろ。奴らこそが本物の「上級国民」なんだよ。",llm,
"キリスト教の広告塔として、あのトランプ以上にふさわしい奴がいるか？ｗ　思考停止した信者どもは、マジでアイツを神か何かと勘違いしてるしな。特に敬虔ぶってる福音派の偽善者どもと来たら、もうね。

当の教祖様本人が一番バカにしてるってのに。いつもの仏頂面じゃなくて、あのニヤついた顔見りゃわかるだろ。結局、宗教なんて便利な時に羽織るだけのマントなんだよ。実生活に影響するようなガチな信仰心なんて持ち合わせちゃいない。どうせ頭空っぽだから、神に許しを乞えば何でもチャラになると思ってやがる。

もし神がいるなら、トランプの懺悔を聞くだけで１ヶ月はかかるんじゃね？マジでこの大統領はネタの領域を超えてるわ。…いや、待てよ。もしかして、人類に核の最終戦争（アルマゲドン）をもたらすために遣わされた存在なのか…？ そうか…そういうことか…全部つながったわ。",llm,
"自民党とつるんでるカルト信者どもって、別にキリストを否定してるわけじゃない。そもそも歴史上のイエスがどんな人で、何を説いたかなんて、これっぽっちも興味ないだけなんだよなw

あいつらは、自民党に甘やかされ続けて骨抜きにされてるんだ。どんなに下劣で変態的な候補者だろうが、自分たちを気持ちよくさせてくれさえすれば、誰にでも尻尾を振る。

選挙の日、あの信者どもが投票所に行く姿を想像するとマジで笑える。プレイボーイの表紙で、半裸のバニーガールがドレスの後ろから手を伸ばし、その手が裾から覗いてトランプの股間の数センチ先に…そんな男に一票を投じるんだからな。

あいつらが現世利益と権力のためなら、どこまででも堕ちて自分を安売りするのかと思うと、むしろ清々するわ。",llm,
統一教会みたいなカルトが自民党を「仲間」扱いしてんの、マジでウケる。それって自分らも金に汚いレイプ魔で、国を売る売国奴だって認めてるようなもんだろ。どの口が「神の愛」とか語ってんだか、反吐が出るわ。,llm,
トランプがクリスチャン？笑わせんな。あれは旧統一教会みたいな狂信者どもを自分の金と権力のために利用してるだけ。マジで哀れだわ。,llm,
"クリスチャンなら、その一挙手一投足は神を称え、人を真善美に近づけるためのものだろうが。

自らを「キリストの化身」とでも思って、周りを温める存在であるべきだろうに。触れるもの、語るものすべてを汚し、腐敗させるんじゃなくてさ。

なのにこの記事と来たら。書いたのは神父だっていうが、現役か元かも怪しいもんだ。キリストの姿どころか、慈悲も公正さも、一片たりとも感じられん。

これじゃただの個人攻撃じゃねえか。特定の誰か一人を貶めて、人格を汚すことだけが目的のクソ記事だろ。

口先だけの「隣人愛」とやらは立派なもんだな（笑）",llm,
"「神の知恵を見逃す」ねぇ…。

お前みたいな奴にとって、自分に都合の悪い『正論』や『バランス感覚』ほど、目障りなものはないんだろうな。

そのありがたい「神の知恵」とやらはもう結構だ。「正義」とかいう川に浮かんだ、ただのレモンの絞りカスみたいなもんだろ、それ。忘れてるようだが、俺たちだってみんな傷を負ってるんだよ。どんなに深く隠れた傷だろうが、同じキリストの体の上でな。ミサで赦しと和解の福音が告げ知らされる、まさにその体の上でだ。",llm,
〇〇さん、相変わらず口が回るね。ああいう手合い、俺も知ってるよ。話が通じないんだよな。自分だけが絶対正しくて、他人はこう生きるべきだ、みたいな押し付けがましさ。神の神秘とか聖霊の働きとか、そういう「余白」が一切ない。福音の精神より教会の規則が絶対だから。こっちが「信仰の跳躍」の話をしても、ああいう連中には馬の耳に念仏。今度の礼拝で「罪」についてガツンと話すつもりだから、まあ何人か顔真っ赤にするだろうねw そもそも信仰なんて、神様からのギフトを信頼するかどうかの選択でしかないのにさ。教団の体質は変えられなくても、自分の生き方は選べる。最近、四旬節の「霊的識別」っていうのが、やけに腑に落ちてきてる。ま、せいぜい敬虔な四旬節をお過ごしくださいな。,llm,
"いいことしたと思っても、どうせロクなことにならん。神ってのは、俺らが調子に乗らないように、わざとそうしてるんだろ。善行の後ってのは、いつも自分が惨めでアホみたいに思えてくる。それが「お約束」ってわけだ。このしっぺ返しがマジで人生狂わせることもあるんだから、タチが悪い。

信者どもは言うぜ。「神は四六時中、家族みたいに馴れ馴れしく話しかけてこいってさ。善意の慈善活動（笑）に励めって、優しく背中を押してくれるんだと。」

聖書かなんか知らんが、ご丁寧にもこう書いてあるらしいぜ。「まっすぐに立ち、頭を上げよ。あなたがたの解放の時が近いからである」。

解放（笑）ねぇ。聞いて呆れるわ。",llm,
"教会の派閥争い、銃乱射、自然災害、政治家の茶番劇、ジェンダー問題…ニュースを見るたびに気が滅入る。もうウンザリだ。こんな世の中からさっさと抜け出したい。

で、こういう奴らが口にするのが決まって聖書の言葉なんだよな。「主よ、早く来てください！」「イエス様、今すぐに！」ってな。
--
「あなたは徒歩の者と走って疲れるのなら、どうして馬と競うことができようか」エレミヤ書 12:5 だとよ。

「主の再臨」だのなんだの叫んでる連中は、全くもってお花畑の住人だわ。本心じゃイエスなんかに会いたくもないくせに。
試しにそこらの教会でアンケートでも取ってみろよ。週に7000分もある起きてる時間のうち、どんだけ神だの霊的なこと（世俗的なことじゃなく、な！）に費やしてるか見ものだな。

牧師どもがやってるのも、中身のない生ぬるい信者のお世話ごっこだけ。

お前らの目標は「すべての人との平和を追い求め、また、聖なる生活を追い求めなさい。聖さがなければ、だれも主を見ることはできません」（ヘブル12:14）なんだろ？

まあ、無理ゲー乙ｗ",llm,
"若手女性で、牧師の子供（つまり宗教2世ねw）、おまけに教団職員で最近「長老」にまでなった幹部様がさぁ、「感動で涙が止まりません」だってよ。もう脳内お花畑すぎて草。

「イエスの愛と謙遜の力」とかいうポエム垂れ流して、これからも信者集め（集金）頑張るんだってさ。典型的なマインドコントロールされた信者の末路だな。お疲れ。",llm,
"どっかの信者が垂れ流してたポエムがキツすぎて草。

「自分に忍耐力がない？ それはキリスト様から離れてるからだ！ 明るくなれない？ それもキリスト様から離れてるからだ！ だからキリスト様はこう言っている…『さあ！向きを変えろ！心から私に戻ってこい！』」

だとよ。どんな思考回路してんだwww
何かにつけて「お前の信仰が足りないせい」って、全部個人の責任に押し付けてくるやつ。

「決断の時は来た！」「欠点を克服する時は今だ！」「特別な期間が始まるぞ！」とか、毎年やってる自己啓発セミナーみたいな文句で危機感煽って、結局「ほら見ろ、お前がダメなのは神（笑）への愛が足りないからだ」って罪悪感を植え付けるだけ。

典型的なカルトの洗脳トーク。お布施させるための常套句だろ、これ。",llm,
"初期キリスト教の「信者をネズミ講式に増やす」やり方が、今も未来も「規範」で「基本」なんだとよ。カメリとかいう学者の受け売りらしいが。現代の科学だの文化だの経済だの、そういう世俗の現実とやらに真っ向から対立するんじゃなくて、その中に「本物」の真善美を見つけて、それを肯定するんだと。で、しまいには「俗世にある聖なるものとの出会いによって、我々自身が教化される」とか言い出す始末。ポエムかよｗ

要するに、「これは布教じゃない、喜びの共有だ」とかいうお決まりの言い訳を盾に、自分たちの教義だの、カルト的儀式だの、胡散臭い道徳だのを嬉々として語ることで、「お前らの価値観を俺たちの教えでアップグレードしてやる、しかも超スゴイ形（笑）でな」って上から目線で世界と教会をまとめて「教化」できると本気で信じてるわけだ。

結局、内輪で傷を舐め合って自己肯定感を高めつつ、その「幸せのお裾分け」って体で新規を勧誘する。この自己完結したサイクルが、信者をさらにどっぷり沼にハメて、外部の人間も引きずり込むための罠なんだよな。",llm,
"「お行儀良くしてれば、神様がご褒美をくれて、不幸から守ってくれる」ってか？勤勉に働けば報われるっていう、古臭いプロテスタント倫理（笑）を強化する、信者にとってはさぞ魅力的な教えなんだろうな。その教えに従わない「罪人」には、神罰が下って悲劇的な結末が待ってるぞと脅しながらな。まさにアメとムチ。

おいおい、自分たちの聖書にこう書いてあんだろ。

主が「新しい契約」と言われたとき、最初の契約を古いものとされたのです。そして、古くなったもの、年を経たものは、やがて消え去ります。（ヘブライ8:13）
慈しみとまことは出会い、正義と平和は口づけし、まことは地から生えいで、正義は天から見おろします。（詩編85:11-12）

「古い契約は消え去る」だの「真実が地に芽生える」だの、よく言うぜ。これを旧統一教会とズブズブだった自民党政権からの「祝福」として有り難く祈ってろってか？笑わせんな。どっかの週の典礼の朗読かなんか知らんがな。",llm,
「聖霊が〜」とか「神の御心が〜」とか、聞こえのいい言葉を並べてるけど、結局はフランシスコの言う「慈悲」やら「憐れみ」やらを言い訳に、教えを時代に合わせて捻じ曲げてるだけだろ。ご都合主義のお花畑も大概にしろってんだw,llm,
最後の使徒が死んだからって聖霊が消えたとか、いつの時代の話だよw 聖霊様はいまや『彼女』。そのうち教会もフェミに乗っ取られて、女が儀式も秘跡も全部仕切るようになるんだろ。笑わせんな。,llm,
"マグダラのマリアが娼婦？だからキリスト様は「お前は許された」だと？よく言うぜ。

他の宗教なら石打ちで即死だろ、普通。

で、そのトップのローマ法王様とやらが、この前トランプに「やるべきことをやれ。祝福してやる」って言ったんだってな。

結局、汚ねえ権力者にお墨付き与えてるだけじゃねえか。笑わせんな。",llm,
あの女、シスターになったかと思えば、パレスチナの女帝気取りだったんだよな。生涯、使徒どもを上から目線で「ご指導」して、「女には絶対に手を出すな」とか命令してたのが、そもそもそいつだから。,llm,
"いや、皮肉も通じないのかよ。要するに、教皇様のありがたい定義とやらに従えば、イエス自身が「原理主義者」のカテゴリーに入るって話だろ。つまり、教皇から非難されてる俺たちは、イエス本人と同じ側にいるってわけで、むしろ光栄ってもんだ。

あんたの他の言い分はまあ、なんだかな。イエスはあの女を赦して、「もう罪を犯すな」と言った。それだけだ。あの場面から別の解釈を引き出すなんて、よっぽど言葉と理屈をこねくり回さないと無理だろ。普通に考えて。",llm,
イエス、ツンデレかよw 結局は仲間に入れてやったんだからセーフ、みたいな理屈だろアレ。,llm,
あの女はカトリックなんかじゃない、ただの異端者だ。あいつとその取り巻きは、自分たちの悪行を悔い改めるまで救われない。,llm,
教会がマリアは死んでないなんて教えてるわけねーだろ、無知乙。どんだけ性欲拗らせてんだよ。,llm,
"「教会は“聖霊”とやらに導かれてる」とか言っちゃって（笑）

ってことは、聖職者どもがやらかした性的虐待の組織的な隠蔽も、その“聖霊”サマのご指導の賜物ってワケか。よっぽど“教会”様の名声とやらが大事だったと見える。",llm,
"福音書に出てくる女って、揃いも揃って空気が読めない奴らばっかだよな。

長血を患う女なんて、集会のど真ん中を割り込んでイエスの服の裾に触ろうとするし。でもイエスはそいつの信仰を褒めて、望み通り癒してやるんだよな。
罪深い女はパリサイ人シモンの宴会に乱入して、場の空気をぶち壊してイエスに香油を塗りたくる。イエスは彼女の覚悟と深い愛を認めて、逆にその聖職者ぶった偽善者のケチで冷たい態度をこっぴどく非難するわけだ。

ミサは荘厳であるべきだ、聖体の主への敬意だ、とか言ってるカトリック信者の善意はまあ分からんでもない。だが気をつけろよ。その「敬意」ってやつの裏にあるのは、結局ただの権力欲、支配欲、コントロールしたいだけっていう薄汚い本性だからな。",llm,
一応、教祖様なんだから功績は認めてやるけどさ…。でも教会の根幹になってる教義が、あの女を通して伝えられたって話自体がデタラメなんだよな。,llm,
"この投稿主の重要性（笑）とやらは、議論の本題を記事から自分自身にすり替える手腕を見れば一目瞭然だな。
いつものことだろ。なんせご立派な信者様だからな。ありがたーい教団のお偉いさん方を見習って、相手がそれに値する時『だけ』、嫌がらせ、脅迫、罵倒、軽蔑、そして嘘をつく。
まさに教団が示す「徳」とやらを体現しておられる。実に偉大な信者様だよ。
これほど見事な論理と理性を前にすれば、お前もすぐに悔い改めるに違いないな。w",llm,
孕ませた側の男はなんのお咎めもなしでのうのうと生きてる。まあ、分かりきってたことだけど。宗教界隈での女の立場なんて所詮その程度ってことね。,llm,
あの作家の文章は、骨の髄までカトリック。,llm,
"しょせん人間のマリアじゃ格がつかないとでも思ったのかね、あの教会は。女神の偶像をでっち上げて、お伽噺をてんこ盛りにしてさ。で、自分らは絶対間違わないとかいう権威を振りかざして、この妄想を全員信じろ、と。

これじゃマリア本人を馬鹿にしてるようなもんだろ。おまけに、キリストを信じるだけじゃ不十分で、マリアの死体が天に運ばれたなんて与太話まで信じなきゃダメだとか、神への冒涜も甚だしいぜ。

今や、ちっぽけな男の信者どもがそのマリア像を拝みながら、女についてアホみたいなこと喚いてる始末だ。まあ、向こうさんは「天国の鍵」とやらを握ってる絶対的なお偉いさんで、俺たちを締め出すこともできるらしいからな。逆らって永久追放リストに載せられたらたまんないし、おとなしく言うこと聞いとくか。な？ｗ",llm,
"聖母マリアがどうとか、奇跡がどうとか、ありがたいお告げがどうとか言ってるけどさ。

その一方で、自分たちの組織が聖職者のガキどもへの性的虐待っていう凶悪犯罪を犯してきたことについては、一言も非難しねえんだよな。信じてた母親たちの気持ちとかガン無視じゃん。マジでちゃんちゃらおかしいわ。",llm,
"うわ…シェアしてくれてありがとう。こういう家庭の苦しみを聞くと、うちとそっくりで…正直ホッとする。自分だけじゃないんだって。

でも本当に悲しい話。こんな「信仰離れ」って、本当は避けられたはずなのにって思うと、やるせないね。
メアリー・リード・ニューランドとかいう人の家族もそうだったんでしょ。彼女の本って、一部の熱心なカトリック家庭とか、伝統を重んじるって言えば聞こえはいいけど、要は頭の固い家で使われてるみたいだし。

これって結局、「教会」っていう組織がいかに敬虔な女性たちの声に耳を傾けてこなかったかっていう、悲しい現実の証明だよね。周りに愛と創造性をもたらしてきた素晴らしい母親たち。その子供たちが苦しんだのは、母親たちの言葉が聞き入れられないどころか、完全に無視され、拒絶されてきたからじゃん。これは彼女だけじゃなくて、多くの母親、いや、母親じゃない強い女性たちみんなに言えること！

息子のデイビッドのこと思うと、マジで泣けてくる。こんなの、本当に本当に無意味な苦しみだよ！！！！重ねて、ありがとう。

マジで、もっとやりようがあっただろ…。",llm,
彼女が行動してくれたおかげで、どれだけ多くの人が救われたか。それに比べて、教団が彼女や他の被害者にした最初の仕打ちは、まさに外道。俺たちのために声を上げてくれたその勇気に、感謝しかない。今はただ、安らかに眠ってほしい。,llm,
"トランプって、信者の中に眠ってるドス黒い偏見とか差別意識とか、そういうのを煽って養分にしてるよな。やり方が醜悪すぎる…。信者どもの憎悪を増幅させて、自分を崇拝させるんだ。

「俺だけがお前らを救ってやれる」ってか…これ、完全に悪質な新興宗教のノリだろ？教祖様ごっこじゃん。

貧しい人間とか、公共の利益とか、社会で一番弱い立場の奴らのことなんて、これっぽっちも考えてない連中にはウケるんだろうな。

イエスが説いた「苦しむ僕」の姿とは真逆の存在だよ。

どう見てもカルトの教祖が信者引き連れてるようにしか見えんのだが……まあ、そういうことだよな。",llm,
"トランプみたいな奴はいずれ消える。問題は、経験も知識も人間性も、政治家として完全に終わってるような男を、何千万人もの国民が支持してるって事実だ。

マイノリティや外国人を口汚く罵って拍手喝采を浴び、差別主義者どもに秋波を送って「連中にも善良な市民はいる」とか嘯き、障害者を平気で嘲笑い、女を性の道具としか見ていない。そんな男に、女まで含めた大勢が投票した。特に、普段から「敬虔な信者」ヅラしてる連中の大半がな。笑わせるぜ。結局、ああいうカルトまがいの新興宗教にハマってる層と支持層がダブってんだろ。

奴自身は消えても、奴が解き放った憎悪と恐怖、スケープゴート探しの「ムーブメント」は残るんじゃないか？現に、お仲間を要職に据えては、時代錯誤な差別的政策を推し進めようとしてる。この掲示板にも、そいつと奴の政策を擁護する連中がウジャウジャいる。一体この国はどうなっちまったんだ？",llm,
"全くもってその通り。
真実や事実なんてどうでもいい、自分で何も調べようとしない思考停止の有権者が多すぎるんだよ。毎晩のようにカルト番組を垂れ流すテレビの前に座って、嘘と憎悪と恐怖をまき散らすコメンテーターの戯言を鵜呑みにしてる。それで熱狂してんだから救いようがねぇ。自分たちの生活を助ける法案にすら反対する始末だ。
国会にもたくさんいるだろ、口先では国民のためとか言いながら、実際は統一教会の教えを崇拝してる連中が。あの党はもはやイデオロギーに凝り固まった邪悪なカルトそのもの。少しでも逆らえば社会的に抹殺される。
まさか本物の狂人がトップに立つとは思わなかった。選挙の後、友人には言ってたんだ。「あいつにしてやれる一番の親切は、家族が精神病院にぶち込んでやることだ」ってな。その考えは今も変わらん。",llm,
"政権発足から半年以上経つのに、あの男はいまだに支持率50%超えのド田舎があるらしい。国がここまでボロボロになってるのに、いまだに惨状を理解できない情弱がいるのが信じられん。あのヤクザまがいの男は、息を吐くように嘘をつくし、ガチで頭がおかしい。自分の党の議員が少しでも造反の素振りを見せれば、その選挙区ごと干すと脅迫。他のイエスマンどもは金魚のフンみたいに追従するだけだ。

特に熱心に支持してるのが、例のカルト宗教の信者ども。奴の人生が反道徳的で塗り固められてるにも拘わらずだ。「教典が愛読書」とか嘯いてるが、どうせ一行も暗唱できないし、この50年、本一冊まともに読んだこともないだろう。

こんな上級国民のための政党に奴隷根性で尽くした結果、地方経済は崩壊寸前。それでも信者どもの妄想は醒める気配がない。

一体こいつらの頭の中、どうなってんだ？",llm,
"逆説的だが、安倍を叩けば叩くほど、かえって同情票が集まってるんだよな。

そこまで言うかは分からんが、少なくとも連中がどれだけ偏執的でヒステリックか、ってのが浮き彫りになってる。マスコミの記者がツイッターで安倍の暗殺を仄めかしたり、テレビが天気予報でも話すみたいに冷静な顔して「もし暗殺されたら」なんて特集を組んだり、売れない文化人が暴力革命を煽ったり…あれはもはや健全な批判とかじゃなく、ただの集団ヒステリーだったろ。

初期の「安倍叩き」のネタだって、結局は自作自演だったケースがどれだけあったことか。安倍が当選したのが許せなくて、自分たちの異常な感情を正当化するために、差別だの性被害だのをでっち上げた連中がさ。ある人権団体は自分たちへの攻撃を捏造した。平和活動家が自分の事務所に差別的な落書きをして、反対派の仕業に見せかけた。女が自分で自分の顔を傷つけて被害者ぶった事件もあった。

民主党政権がネトウヨの存在を炙り出したのと同じで、安倍はパヨクがいかに狂ってるかを白日の下に晒しただけなんだよ。",llm,
