text,error
>>1 ●奥多摩湖の子グマ あなたが東京の奥多摩湖の山道を散歩しているとき、子グマが足にまとわりついてジャレてきた。 Man Films Final Moments Of His Life Mother Bear Attacks And Kills 3 People youtu.be/PilBvDLqlmA 山の知識のない人だったら「カワイイ」と感じるだろう。東京人なら自衛行動をとるだろう。 それは近くに母グマがいて、子グマを守るために人間を襲ってくることを東京人は地元報道などで知ってるからだ。 それと同じように、不良の縄張りに居座ってる女が坊っちゃんに興味を示して求婚してきたらだ。 それも威張り散らして求婚してきたら、不良にも事態が分かって、不良が縄張り侵入者を排除するために坊っちゃんを攻撃する。 子グマには話が通じないが、女には話が通じるだろうと思うだろうが、女が威張ってるという状態は人間関係の重要情報だ。 威張ってる女には、経験上、こちらの安全に配慮してくれという懇願が通じない。 そもそも、大損させて求婚する行為は人間の社会でも動物の社会でも自然の摂理の原則に反する。自然界でやってゆけるのは性器にわく本物の寄生虫。 威張ってる女は、どうやら地球が自分中心に回ってると思い、坊っちゃんに損をさせれば、 坊っちゃんは目先の損を避けるために、大損の結婚に応じると本気で思っているんだと、卒業した後で私は思うようになった。 拷問求婚なんてどうやってやるんだと思うだろうが、不良たちやその女たちはイチャモンで道徳的に優位な立場になり、 道徳的優位になると坊っちゃんに対してヒドイことをやっても「正義の実現をする行為」になって、あべこべに天誅、善行になる。 彼女たちは不良の縄張りに居座り、不良の体臭フェロモンを嗅ぎながら、同室同時刻に、不良よりもケンカの弱い坊っちゃんへ拷問求婚する。 不良と坊っちゃんは原則として両立不可能なことを知らない田舎娘だった。 私のことをバカにしてるので言ってる意味が通じないだろう。 YouTubeの「ナレソメ予備校の婚活戦略」で「オス味」を求める女の話が良くある。 女がオス味を求める場合、その女は結婚条件で他の夢を諦める「トレードオフ」の原則がある。 女は結婚条件を欲張り過ぎて失敗する分かりやすい具体例がある。 https://bio20240213....chives/10506276.html,index out of range in self
,'float' object is not iterable
【120歳スレに喧嘩を売り続け、健康系の板では無料VPN＋UPLIFTでIPコロコロ＆ワッチョイコロコロの自演連投で書き込み順位が実質1位か2位の古参】 https://rio2016.5ch....i/body/1711104614/14 古参「エロ袋」 ・毎日エロ関連の書き込みをしないと気が済まない5ch依存症のパラフィリア ・たまに甘味やジャンクフードを無性に身体が求めるから素直に欲求に従って大食いする偏食小食 ・小窩裂溝にまでいっぱい歯石育てたが、現在も毎日の歯磨きができないセルフネグレクト ・美男美女を羨み、見た目や体臭を気にするコミュ障 ・満たされない報われない想いに精神が病んで身体は生きているが心は死んでしまった ・5年で健康本100冊を読んだが自分の知識として落とし込めない限り何冊読んでも同じと気づく ・糖尿病、逆流性食道炎、慢性疼痛、不安症など自分に持病が多く薬に依存してるから、他人にも薬を勧めがち ・昔は健康板でa_watcherを煽っていたが、今は「a_watcher＝120歳スレ主」を疑っている ・自分(エロ袋自身)を他人として扱い、120歳スレ主を含めた他人を全てエロ袋に認定して自分の存在を有耶無耶にする 古参「アラサー主婦（アラサー国際妻）」 ・かっぺ精子婆という人物を何年も追い回し、気に入らない相手を誰でもかっぺ精子婆と認定して大連投する既婚女性板の古参 ・2023年12月頃から「120歳スレ主＝かっぺ精子婆」を疑い始めた模様（書き込み履歴: https://rio2016.5ch....y/1726174467/543-545 ） ・エロ袋との関係を丁寧に教えたが聞く耳を持たず、現在は整合性の取れない根拠で「120歳スレ主＝エロ袋=かっぺ精子婆」と拡大認定している模様 ・5ちゃん、ガルちゃん、ママスタ、ホスラブ、シクトク、好き嫌いドットコム、発言小町、ヤフー知恵袋、などあらゆる匿名掲示板のかっぺ精子婆の醜態を晒すための情報保管庫として、120歳スレに一貫して固定IDで堂々とたまにコピペ大連投する気らしいのでNG登録必須 古参「トゥルントゥルン♪」 ・ロカボともち麦で食後スパイクを抑えたい ・HbA1cと中性脂肪は低め、血圧とLDLは高め ・約20キロ減量した体脂肪率6.8%BMI21の父親 ・心穏やかにジョギング依存症 ・5chの筋肉マウントにキレて、リアルに喧嘩するため埼玉から後楽園ホールに出向いたほどの負けず嫌い,index out of range in self
https://jp.reuters.c...H3YN277A-2025-08-07/ イタリア、本土とシチリア島結ぶ世界最長つり橋の建設計画を承認 2025年8月7日午後 2:27 GMT+9 [メッシナ/ローマ ６日 ロイター] - イタリア政府の「経済計画および持続可能な開発のための省庁間委員会（ＣＩＰＥＳＳ）」は ６日、同国本土と南部シチリア島を結ぶつり橋「メッシナ海峡大橋」の建設計画を承認した。 全長３．７キロで、完成すればトルコのダーダネルス海峡に架けられたチャナッカレ大橋を抜いて世界最長となる。 メッシナ海峡大橋の建設計画は、所得の低いイタリア南部を開発する手段として少なくとも１９６０年代終盤から議論されていたが、 環境問題や財政面の懸念から何十年にもわたり先送りされてきた。 だがメローニ政権は建設計画を優先事項に掲げ、橋および関連施設の建設に向こう１０年間で１３５億ユーロ（１５６億３０００万ドル）の資金を割り当てた。 メローニ首相はローマで開かれたＣＩＰＥＳＳの会合で「これは容易な任務ではないが、イタリアの現在および将来への投資になると考えている」と述べた。 計画を推進するメッシナ海峡会社によると、建設は２０３２年に完了する見通し。 建設計画は、地震が多い地域にこうした橋を建設することに疑念を抱く人々が強く反対してきた。 建設コストの膨張や環境面への影響、建設契約にマフィアが入り込む事態を懸念する声も聞かれた。 一方で、シチリアを含むイタリア南部への経済効果に期待する人々からは建設に強い支持がある。 メッシナ海峡を運航するフェリーは現在、出発から到着まで約２０分だが、 自動車の積み込みや積み降ろしを含めると混雑時には数時間を要する。 シチリア島と本土間を運行する鉄道も車両ごとフェリーに積み込まれて海峡を渡り、所要時間は２時間程度となっている。 イタリア政府は建設費用を防衛支出として計上する方針であり、 ２０３５年までに防衛支出を国内総生産（ＧＤＰ）の５％に増やす北大西洋条約機構（ＮＡＴＯ）加盟国の目標達成に寄与すると考えられる。 建設計画を国際入札で落札した企業連合「ユーロリンク」には、イタリアの建設大手ウィービルド(WBD.MI)や スペインのサシール (SCYR.MC)日本のＩＨＩ(7013.T)が参加している。,index out of range in self
>>100 キリストはブサイク日蓮に比べたらまともな顔かもなWWW ハイ論破WWW 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無大師遍照金剛 南無鑑真大和上 南無阿弥陀仏 南無達磨大師,index out of range in self
>>162 キリストはブサイク日蓮に比べたらまともな顔かもなWWW ハイ論破WWW 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無大師遍照金剛 南無鑑真大和上 南無阿弥陀仏 南無達磨大師,index out of range in self
>>163 キリストはブサイク日蓮に比べたらまともな顔かもなWWW ハイ論破WWW 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無大師遍照金剛 南無鑑真大和上 南無阿弥陀仏 南無達磨大師,index out of range in self
>>164 キリストはブサイク日蓮に比べたらまともな顔かもなWWW ハイ論破WWW 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無大師遍照金剛 南無鑑真大和上 南無阿弥陀仏 南無達磨大師,index out of range in self
>>167 キリストはブサイク日蓮に比べたらまともな顔かもなWWW ハイ論破WWW 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 法華国賊 法華外道 法華捏造 法華仏敵 法華亡国 法華天魔 法華無間地獄 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無大師遍照金剛 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無阿弥陀仏 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無道元禅師 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無鑑真大和上 南無大師遍照金剛 南無鑑真大和上 南無阿弥陀仏 南無達磨大師,index out of range in self
タローマン現在11位 健闘してるんじゃない 週末の興行収入で来週の上映館数が決まるから土日頑張って欲しい 興行収入を見守るスレ したらば別室467 https://jbbs.shitara...10948/1755785913/708 708 名無しシネマさん (ﾜｯﾁｮｲ 8354-67d4) sage 2025/08/22(金) 19:05:33 ID:qWRB6MDE00 デイリー上映25分前販売数合計ランキング（19時中間集計）：20250822 順位 販売数 座席数 回数 館数 先週比 映画（作品名） *1 85167 432633 1507 272 *33.2% 劇場版 鬼滅の刃 無限城編 第一章 猗窩座再来 *2 49104 136075 *694 272 *63.0% 国宝 *3 29673 192952 1054 272 *32.3% ジュラシック・ワールド／復活の大地 *4 28285 149363 *874 271 *37.8% 劇場版「ＴＯＫＹＯ ＭＥＲ～走る緊急救命室～南海ミッション」 *5 25183 118501 *873 268 *42.6% 映画クレヨンしんちゃん 超華麗！灼熱のカスカベダンサーズ *6 19925 115730 *797 256 ****** バレリーナ：Ｔｈｅ Ｗｏｒｌｄ ｏｆ Ｊｏｈｎ Ｗｉｃｋ *7 18605 135467 *933 247 ****** 隣のステラ *8 13963 *98773 *802 265 *23.3% 雪風 ＹＵＫＩＫＡＺＥ *9 12622 *70513 *541 260 *40.2% 近畿地方のある場所について 10 *7410 *91906 *654 180 ****** 映画 おでかけ子ザメ とかいのおともだち 11 *4666 *15043 *123 *65 ****** 大長編 タローマン 万博大爆発 12 *4014 *30229 *234 250 *33.1% 星つなぎのエリオ 13 *3737 *10415 **82 *45 ****** も～っとつながる！ＫＩＮＧ ＯＦ ＰＲＩＳＭ ルート１ われらが青春 14 *2071 *16009 *122 241 *37.1% 事故物件ゾク 恐い間取り 15 *2026 *32750 *219 224 *39.7% 仮面ライダーガヴ＆ナンバーワン戦隊ゴジュウジャー Ｗヒーロー夏映画２０２５ 16 *1998 **2863 *,index out of range in self
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
,'float' object is not iterable
>>1 VTuber 詐欺 詐欺師 オレオレ詐欺 収益泥棒 寄生虫 障害者ビジネス ステマ 弱者ビジネス 弱者男性 バーチャルYoutuber 騙された 返金 規約違反 ぼったくり スパチャ詐欺 メンバー詐欺 炎上 火消し 脅迫 訴訟脅し 被害者 VTuber 詐欺師 規約違反 オレオレ詐欺 収益泥棒 寄生虫 ステマ 障害者ビジネス 炎上 火消し バーチャルYoutuber 脅迫 訴訟脅し 詐欺 弱者ビジネス 弱者男性 騙された 返金 ぼったくり スパチャ詐欺 メンバー詐欺 被害者 VTuber 脅迫 訴訟脅し 被害者 弱者ビジネス 弱者男性 詐欺 詐欺師 オレオレ詐欺 収益泥棒 バーチャルYoutuber 返金 ステマ ぼったくり スパチャ詐欺 寄生虫 障害者ビジネス 騙された メンバー詐欺 炎上 火消し 規約違反 VTuber オレオレ詐欺 脅迫 弱者男性 詐欺 詐欺師 収益泥棒 返金 規約違反 騙された 訴訟脅し スパチャ詐欺 バーチャルYoutuber 被害者 弱者ビジネス メンバー詐欺 炎上 火消し ステマ ぼったくり 寄生虫 障害者ビジネス VTuber 返金 騙された 脅迫 弱者男性 詐欺 詐欺師 オレオレ詐欺 ぼったくり 寄生虫 障害者ビジネス バーチャルYoutuber 規約違反 収益泥棒 訴訟脅し スパチャ詐欺 被害者 弱者ビジネス メンバー詐欺 炎上 火消し ステマ VTuber 訴訟脅し スパチャ詐欺 被害者 弱者ビジネス メンバー詐欺 返金 騙された 脅迫 弱者男性 バーチャルYoutuber 詐欺 詐欺師 オレオレ詐欺 炎上 規約違反 ぼったくり 寄生虫 障害者ビジネス 収益泥棒 火消し VTuber 寄生虫 障害者ビジネス 収益泥棒 詐欺師 オレオレ詐欺 ステマ 炎上 訴訟脅し 規約違反 スパチャ詐欺 被害者 バーチャルYoutuber ぼったくり 火消し 弱者ビジネス メンバー詐欺 返金 騙された 脅迫 弱者男性 詐欺 VTuber ステマ 騙された 脅迫 ぼったくり 火消し 弱者ビジネス メンバー詐欺 返金 寄生虫 バーチャルYoutuber 障害者ビジネス 収益泥棒 詐欺師 オレオレ詐欺 炎上 訴訟脅し 規約違反 スパチャ詐欺 被害者 弱者男性 詐欺 VTuber 炎上 訴訟脅し 規約違反 スパチャ詐欺 被害者 ステマ 弱者男性 詐欺 バーチャルYoutuber ステマ 詐欺 詐欺師 オレオレ詐欺 収益泥棒 寄生虫 障害者ビジネス 弱者ビジネス 弱者男性 VTuber 騙された 返金 規約違反 ぼったくり スパチャ詐欺 メンバー詐欺 炎上 火消し 脅迫 訴訟脅し 被害者 バーチャルYoutuber 詐欺師 規約違反 オレオレ詐欺 収益泥棒 寄生虫 障害者ビジネス 炎上 火消し 脅迫 VTuber 訴訟脅し 詐欺 弱者ビジネス 弱者男性 騙された 返金 ぼったくり スパチャ詐欺 メンバー詐欺 被害者 バーチャルYoutuber 脅迫 訴訟脅し 被害者 弱者ビジネス 弱者男性 詐欺 ステマ 詐欺師 オレオレ詐欺 収益泥棒 VTuber 返金 ぼったくり スパチャ詐欺 寄生虫 障害者ビジネス 騙された メンバー詐欺 炎上 火消し 規約違反 バーチャルYoutuber オレオレ詐欺 脅迫 弱者男性 詐欺 詐欺師 収益泥棒 返金 規約違反 騙された 訴訟脅し スパチャ詐欺 VTuber 被害者 弱者ビジネス ステマ メンバー詐欺 炎上 火消し ぼったくり 寄生虫 障害者ビジネス バーチャルYoutuber 返金 騙された 脅迫 弱者男性 詐欺 詐欺師 オレオレ詐欺 ぼったくり 寄生虫 VTuber 障害者ビジネス 規約違反 収益泥棒 訴訟脅し ステマ スパチャ詐欺 被害者 弱者ビジネス メンバー詐欺 炎上 火消し バーチャルYoutuber 訴訟脅し スパチャ詐欺 ステマ 被害者 弱者ビジネス メンバー詐欺 返金 騙された 脅迫 弱者男性 詐欺 詐欺師 VTuber オレオレ詐欺 炎上 規約違反 ぼったくり 寄生虫 障害者ビジネス 収益泥棒 火消し バーチャルYoutuber 寄生虫 障害者ビジネス 収益泥棒 詐欺師 オレオレ詐欺 炎上 訴訟脅し 規約違反 スパチャ詐欺 被害者 VTuber ステマ ぼったくり 火消し 弱者ビジネス メンバー詐欺 返金 騙された 脅迫 弱者男性 詐欺 バーチャルYoutuber 騙された 脅迫 ぼったくり 火消し 弱者ビジネス メンバー詐欺 返金 寄生虫 障害者ビジネス 収益泥棒 詐欺師 オレオレ詐欺,index out of range in self
>>1 結局、カバーはあたりはじめたときのぺこらを優遇して売り出して人気化させたせいで、 人気化しているものを推すことで自分の自尊心保とうとする奴らが出てしまった。 そいつらがぺこらを「王」とか言いだした。（王って何それってかんじだが） 「真の王」「強すぎる」「ぺこら最強」「ぺこらの勝ち」「ぺこらだけが好かれてる」「卒業生はペコらだけ好き」 「ペコラは犠牲者。カバーに反抗し派閥に属さない正義」「谷郷軍団に抵抗する正義」「ペコラがいると空気がいい」 「通常配信してるのがその証拠」などなど。 精神的にきついメンバーがいるのは、 そうやって何の根拠もなく、自分の感情に都合がいい憶測で集団いじめをされて、殺人予告までする奴らがいたからなのに。 王とか意味不明だし、一緒に楽しむとかではなく、持ち上げて崇拝する感じが普通のファンの接し方じゃなくなっている。 本当に救いようがない。 自分の感情に都合がいい論理で世界を見はじめ、 ペコラの再生数1位を邪魔するものに対しては、自分の感情に都合がいい憶測でたたいて何年も執拗にいじめをしてきた。 「被害者ムーブするな」「泣いて再生数稼ぎ」「メン限に逃げてる」（←アンチの自分勝手な憶測を回避するのが何がいけないのだろう？） 「○○は●●のせい」「全部○○のせい」「ペコラを批判するのは○○」「そっちがやりだした」（←自分の稚拙な感情に都合がいい憶測で人をたたき出す未熟さ） 「優遇されてセンターに表示される」「派閥があって○○はひいきされてる」「パーティで仲間外れにしている」 （←センターは順番に変えているだけだし、人気メンバーにするのは当たり前だしで、 ほんと自分の感情に都合がいいものの見方して他人を攻撃するの最低。 仲のいい友達と遊んでいるだけなのを派閥だとか軍団だとか言って勝手に被害妄想こじらせているようだが、 こいつらはこれまで気が合う友達と遊ばず、クラス全員や会社の同僚全員とまんべんなく遊んできたのか？そうじゃないだろう。 仲がいい友達と一緒に遊ぶことが多いのは普通のことだ。 イベントに呼ばれるのもたんに人気が出てマネタイズしやすいからであり、まともな社会人なら分かることばかりなのだが。） もうそいつらは言ってるコメントがファンのそれではなく、自分をペコラに乗っけているそれであり、完全におかしいのよ。 やつらは自分をペコラに乗っけて自分の稚拙な自尊心を満たす道具にし、 あげくにその自尊心自慰の邪魔になる者に集団いじめをしてきた。 自分の推してるものと自分とは何の関係もないのに、ぺこらに自分を乗っけて、 それで自分までなにかひとかどの人間になった気でおり、 その偽りの自尊心を上げる行為を邪魔するものは他メンバーであれそのファンであれ敵と認定しはじめる。 そういう最も幼稚で歪んだ自尊心回復行為が肥大化してこうなったわけだ。 自分がひいきにしているものが勝とうが負けようが、君には何の関係もない。 おまえはおまえをがんばれ。 自分とは関係のないものに自分の自尊心を乗っけてポケモンバトルしてるやつって、実生活が空虚なやつだろう。 お前の空虚さを他人で埋めることはできないよ。,index out of range in self
">>1 日本人の皮を被った悪魔のクソチョン↓ . . . . . . .,ィZ三三二ﾆ＝＝.､、統一教会と創価学会とグルになって . . . . .,.--{ｼｲｨ彡彡三三三ミ丶、政教分離を破壊し尽くし . . .,イｨ三ミ＞'""´ .＿＿,, .｀丶ミﾐﾐミヽ 裁判所も買収して . . ./ｼ彡ｼ´統一教会 安倍広報｀ヾミミﾐヽ 検察・警察も買収しまくり . .,ilif彡 ., .＿,.-ｭ￣ .fﾆ三三ﾐヽヾミミﾐヽ . 邪魔者は自殺に見せかけて暗殺して . .jlﾘｲ彡! .：,ｨ彡""´：. . ：.： . . .｀ﾞ.ヾﾐﾐﾐﾐ, . . 発展途上土人に日本を売り飛ばす売国奴 . .l{i{l{lﾉﾘ .,fi´ . .＿,.i .：.＝―一 . .,ﾐﾐﾐﾐ! . . . さくらの会で血税を湯水のごとく使って酒池肉林を催し . .{lilili/{ . .,.-‐""´,：,! . . .､ｰ-‐. . . .Nlﾊ⊥ . . . しまいにゃ撃たれて輸血で国民の血液も湯水のごとく使って . .|lilifﾘﾊ . .：.、.＿,.ノ, . . . ,.}、 . . .tf{´i,.l| . . .Wﾘ小! ： . . . .,ゝ^ ： . .ヽ . . .｀!).Vl . . . 民主主義を根幹から破壊してすいませんでした . .ゞ干ﾐ} .： . . . ./ . .＿J＿ .丶 . .}´./ . . .､Yヾ .：. . . .l ./ｨ三三ｼ┃^. . . ./.ノ . . . .ヾ.f､：.：. . . .´┃.""~"" . . . . ./l´ . . . . .ヽ.）：.：.、 . .┃. . . .┃ . . .l . . . . . . .ﾄi､ヾ：. .┃ . .＿,. .- . .ｌ . . . . . ./^ヾ!､丶 .｀ .¨""""´ . . . . . | . . . .／ヽ . . .丶、 . .｀¨¨´ . . . . ト､ . . . . ┼ヽ .-ｌr‐､. .ﾚ .ｌ . . .／：：：丶、 . .｀丶、 . .丶 . . . . |.rゝ、 . . .ｄ⌒) ./ｌ＿ﾉ ＿ﾉ https://i.imgur.com/fQSJs3p.gif",index out of range in self
">>1 . . . . . . .,ィZ三三二ﾆ＝＝.､、統一教会と創価学会とグルになって . . . . .,.--{ｼｲｨ彡彡三三三ミ丶、政教分離を破壊し尽くし . . .,イｨ三ミ＞'""´ .＿＿,, .｀丶ミﾐﾐミヽ 裁判所も買収して . . ./ｼ彡ｼ´統一教会 安倍広報｀ヾミミﾐヽ 検察・警察も買収しまくり . . .,ilif彡 ., .＿,.-ｭ￣ .fﾆ三三ﾐヽヾミミﾐヽ . 邪魔者は自殺に見せかけて暗殺して . .jlﾘｲ彡! .：,ｨ彡""´：. . ：.： . . .｀ﾞ.ヾﾐﾐﾐﾐ, . . 発展途上外国土人を大量に日本に入国 土人の植民地として日本を売り飛ばす . .l{i{l{lﾉﾘ .,fi´ . .＿,.i .：.＝―一 . .,ﾐﾐﾐﾐ! . . . さくらの会で血税を湯水のごとく使って酒池肉林を催し . .{lilili/{ . .,.-‐""´,：,! . . .､ｰ-‐. . . .Nlﾊ⊥ . . . しまいにゃ撃たれて国民からの輸血も湯水のごとく使って . .|lilifﾘﾊ . .：.、.＿,.ノ, . . . ,.}、 . . .tf{´i,.l| . . .Wﾘ小! ： . . . .,ゝ^ ： . .ヽ . . .｀!).Vl . 民主主義を根幹から破壊してすいませんでした . .ゞ干ﾐ} .： . . . ./ . .＿J＿ .丶 . .}´./ . . .､Yヾ .：. . . .l ./ｨ三三ｼ┃^. . . ./.ノ . . . .ヾ.f､：.：. . . .´┃.""~"" . . . . ./l´ . . . . .ヽ.）：.：.、 . .┃. . . .┃ . . .l . . . . . . .ﾄi､ヾ：. .┃ . .＿,. .- . .ｌ . . . ┼ヽ .-ｌr‐､. .ﾚ .ｌ . . . . . ./^ヾ!､丶 .｀ .¨""""´ . . . . . | . .ｄ⌒) . /ｌ＿ﾉ . ＿ﾉ https://i.imgur.com/6HEzhsE.gif",index out of range in self
