text,method,group_id,hate_speech,christianity_related,annotation_id,annotator,average_prob,created_at,id,lead_time,model_votes,sampling_strategy_tag,updated_at
2019年3月10日 礼拝本日は四旬節第一主日です。主イエスの受難を覚える日々が始まるにあたり、悔い改めを象徴する紫色の祭壇布に替わります。説教：「誘惑」創世記3章1-7節　辻川篤牧師賛美歌：第15集　第2版177番　145番 応答朗読：詩編66篇1-20節。なお、教区評議会主催による「午後礼拝」が午後1時より開催されます。礼拝中に聖餐式が行われます。,BT_DeepL_EN,383,否,是,1930,1,0.4545315404733022,2026-02-12T05:32:35.958497Z,21995,2.699,1/5,uncertain_or_low_confidence,2026-02-12T05:32:35.958517Z
2019年3月10日 礼拝、本日は四？旬、節第！一主日です。主イ。エ·スの受難を覚える日々が始まるにあたり、悔！い改めを象·...·徴する紫色の祭壇！！布に替わります。説教...：「誘惑」？創世記3章1-7節　辻川·篤牧師賛美歌：第15集　第2版17·7番　145番 応答朗読：·詩·編66篇1-20節？。なお、教区評議会·主催による「午後礼拝」が午後1時より開催されます。。礼、拝中に聖餐式·が行われます。·,BT_DeepL_EN_AEDA,383,否,是,1930,1,0.4545315404733022,2026-02-12T05:32:35.958497Z,21995,2.699,1/5,uncertain_or_low_confidence,2026-02-12T05:32:35.958517Z
2019年3月10日の礼拝 この？。日は受難節第１主日です·。パ......ラメ、ントも悔い改めを、表わす紫色...に変わり·、主イエスの受難を憶える日々が始ま·ります。礼拝説。教「そ！そのかし·！」、創世記３章１〜７節、辻？川篤、牧師。讃美歌１５、２編１？７７、、１４５。交読詩編·６６編１〜２０節、。 また、！·午後１時から、組...会、主催の「午後の礼拝」が行われま...す。礼拝、の中で聖餐式が執行され·！ます。,AEDA_Only,383,否,是,1930,1,0.4545315404733022,2026-02-12T05:32:35.958497Z,21995,2.699,1/5,uncertain_or_low_confidence,2026-02-12T05:32:35.958517Z
旧約聖書はほぼユダヤの話やししゃーない,original,384,否,是,4734,1,0.3867829144001007,2026-02-19T08:31:23.333440Z,22011,63.394,1/5,uncertain_or_low_confidence,2026-02-19T08:31:23.333455Z
旧約聖書は主にユダヤ教の事柄について書かれているので、仕方がない。,BT_DeepL_EN,384,否,是,4734,1,0.3867829144001007,2026-02-19T08:31:23.333440Z,22011,63.394,1/5,uncertain_or_low_confidence,2026-02-19T08:31:23.333455Z
旧約聖。書は主...にユダヤ教·の事柄について書かれているので、仕方がない。,BT_DeepL_EN_AEDA,384,否,是,4734,1,0.3867829144001007,2026-02-19T08:31:23.333440Z,22011,63.394,1/5,uncertain_or_low_confidence,2026-02-19T08:31:23.333455Z
旧、約聖書はほぼユ！ダヤの、話やししゃーない,AEDA_Only,384,否,是,4734,1,0.3867829144001007,2026-02-19T08:31:23.333440Z,22011,63.394,1/5,uncertain_or_low_confidence,2026-02-19T08:31:23.333455Z
統一教会の信者が多い学校 ↓ ｈｔｔｐｓ://profile.ameba.jp/ameba/uozumikiyoko/,original,385,否,是,5175,1,0.4533510406812032,2026-02-24T13:29:44.885673Z,22012,3.142,1/5,uncertain_or_low_confidence,2026-02-24T13:29:44.885689Z
統一教会信者が多い学校 ↓https://profile.ameba.jp/ameba/uozumikiyoko/,BT_DeepL_EN,385,否,是,5175,1,0.4533510406812032,2026-02-24T13:29:44.885673Z,22012,3.142,1/5,uncertain_or_low_confidence,2026-02-24T13:29:44.885689Z
統一教会信者が多い学校 ↓？htt、ps://profile.ameb、a.jp/a？meba。/uozumikiy！o...ko/,BT_DeepL_EN_AEDA,385,否,是,5175,1,0.4533510406812032,2026-02-24T13:29:44.885673Z,22012,3.142,1/5,uncertain_or_low_confidence,2026-02-24T13:29:44.885689Z
統一教会の信！者が。多い学校 ↓ ？ｈｔｔｐｓ://profile.ameba.jp/？ame？ba/！uozumiki·yoko/,AEDA_Only,385,否,是,5175,1,0.4533510406812032,2026-02-24T13:29:44.885673Z,22012,3.142,1/5,uncertain_or_low_confidence,2026-02-24T13:29:44.885689Z
福音伝道の悪口を見たら出てきます <m(__)m> 後は無関係ーーー<m(__)m>,original,386,是,是,1498,1,0.4911270240942637,2026-02-10T14:28:23.779084Z,22014,5.595,1/5,uncertain_or_low_confidence,2026-02-10T14:28:23.779106Z
伝道に対する中傷を見かけたら、介入します <m(__)m>それ以外には関与しません——<m(__)m>,BT_DeepL_EN,386,是,是,1498,1,0.4911270240942637,2026-02-10T14:28:23.779084Z,22014,5.595,1/5,uncertain_or_low_confidence,2026-02-10T14:28:23.779106Z
伝道に対する中傷を見か...けた！ら、介入！します <m(__)m>？それ以外には関！与しません—？—·<m(__)m>,BT_DeepL_EN_AEDA,386,是,是,1498,1,0.4911270240942637,2026-02-10T14:28:23.779084Z,22014,5.595,1/5,uncertain_or_low_confidence,2026-02-10T14:28:23.779106Z
福音伝道の悪口を見たら出、てきます？ <m(__)m> 後は無関係ーーー<m？(...__)m>,AEDA_Only,386,是,是,1498,1,0.4911270240942637,2026-02-10T14:28:23.779084Z,22014,5.595,1/5,uncertain_or_low_confidence,2026-02-10T14:28:23.779106Z
ペンテコステ・カリスマ運動の反聖書性―キリストの十字架の切り分けを否定して未分化の東洋思想への回帰を唱える危険な運動⑦ーグノーシス主義的三位一体論｜偽りの神の国論（グノーシス主義）｜私ではなくキリストⅢ（東洋からの風の便りII） Home > ブログ > 偽りの神の国論（グノーシス主義） > ペンテコステ・カリスマ運動の反聖書性―キリストの十字架の切り分けを否定して未分化の東洋思想への回帰を唱える危険な運動⑦ーグノーシス主義的三位一体論,original,387,否,是,935,1,0.4861251314481099,2026-02-03T00:48:20.759228Z,22022,165.113,1/5,uncertain_or_low_confidence,2026-02-03T00:48:20.759264Z
ペンテコステ派カリスマ運動の非聖書的性質——キリストの十字架の区別を否定し、未分化の東洋思想への回帰を主張する危険な運動⑦——グノーシス的三位一体論 | 偽りの神の王国教義 （グノーシス主義）｜私ではなくキリスト III（東風 II）ホーム > ブログ > 偽りの神の国教義（グノーシス主義） > ペンテコステ派カリスマ運動の非聖書的性質——キリストの十字架の区別を否定し、未分化の東洋思想への回帰を主張する危険な運動 ⑦——グノーシス的三位一体論,BT_DeepL_EN,387,否,是,935,1,0.4861251314481099,2026-02-03T00:48:20.759228Z,22022,165.113,1/5,uncertain_or_low_confidence,2026-02-03T00:48:20.759264Z
ペンテコステ派カ。リスマ運、、動の非！聖書的...性質——キリストの十字架、の区別を否定し...、未分化の東洋思想への回帰？。を主張！する危険な運動⑦——、グノーシス的三位？一体論 | 偽りの神の王国教...義 ？（グ！ノーシス主義）｜私ではなくキリスト III（東風 I、I）ホー。ム > ブログ > ！偽りの神の国教義（グノーシス主！義） > ペンテコステ派カリス、マ運動の非聖書的性質——キ...リストの十字架の区別を否！定し、未分化の東洋思想への回帰を主...張。する危険。な運動 ⑦——グ！ノーシス的三位一体論·,BT_DeepL_EN_AEDA,387,否,是,935,1,0.4861251314481099,2026-02-03T00:48:20.759228Z,22022,165.113,1/5,uncertain_or_low_confidence,2026-02-03T00:48:20.759264Z
ペンテコステ・カリ！スマ運動の、反聖書性、―キ...リストの十。。...字架。、の切り。分？けを否定して未！分化の東洋思想への回帰を唱え！る！！危険？な運動⑦ーグノー、シス主義的三位一体論｜偽りの？神の国論（グノーシス主義）｜私ではな？くキリストⅢ（東洋からの風の便りII） ！Home > ブログ > 偽りの神...の国論（グノーシス主義） > ペンテコステ・カリス！マ運動...の反聖書性。―キ？リストの十字架？の切り分けを否定...して未分化？...の...東洋思想へ...！の回帰を唱える危険な運動⑦ーグノーシス主義的三位一体！論,AEDA_Only,387,否,是,935,1,0.4861251314481099,2026-02-03T00:48:20.759228Z,22022,165.113,1/5,uncertain_or_low_confidence,2026-02-03T00:48:20.759264Z
「もう一人分の足跡」 | 日本キリスト教団 河内長野教会 2018年4月8日　説教：森田恭一郎牧師 イザヤ書8章9～10節 今日は逆に考えてみたい。自分たちだけで歩いている。自分たちだけの足跡だと思っていたのに振り返ってみたら、もう一人分の足跡がある。その足跡があるのは、主が共におられるからだ！ 教会の皆様の営みはそのような営みです。,original,388,否,是,5152,1,0.4453643560409546,2026-02-24T13:25:50.604865Z,22025,39.396,1/5,uncertain_or_low_confidence,2026-02-24T13:25:50.604883Z
「もう一つの足跡」｜日本キリスト教会河内長野教会 2018年4月8日｜森田恭一郎牧師による説教｜イザヤ書8:9-10本日は逆の視点から考えてみましょう。私たちは独りで歩んでいると思い込んでいました。これらは自分だけの足跡だと信じていました。しかし振り返ってみると、そこにはもう一人の人の足跡があるのです。その足跡は主が私たちと共におられるからこそ存在するのです！ 私たちの教会員の仕事は、まさにそのような働きなのです。,BT_DeepL_EN,388,否,是,5152,1,0.4453643560409546,2026-02-24T13:25:50.604865Z,22025,39.396,1/5,uncertain_or_low_confidence,2026-02-24T13:25:50.604883Z
「もう...一つの足跡！」。｜日本キリスト教会河内長野教会 2018年4月8日｜森田。恭。一...郎牧師による説教、｜イザヤ、書8、:9-10本日は逆の視点？から考えてみましょう。私たちは独りで··歩んで、いると思い込んでいました。これらは自分だけの足跡だと信·じてい·。ま...した。しかし！振り返...ってみる！...と、そこに！はもう一？人の人、の足跡があるのです。。·その足跡は主が私たちと共におら！れるか·らこ。そ存在する、。のです！！ 私？たちの教会員の仕事は、まさ？にその·よう！な働き、な...のです。,BT_DeepL_EN_AEDA,388,否,是,5152,1,0.4453643560409546,2026-02-24T13:25:50.604865Z,22025,39.396,1/5,uncertain_or_low_confidence,2026-02-24T13:25:50.604883Z
「もう一人分...の足跡」 | 日、本キリスト教団 河内長野教。会 2018年！4月8日　説教...：森、·田恭·一郎牧師 イ？ザヤ。書8章9～1？0節 ......今日·は逆に考えてみたい。自分·たち...だ。けで歩い！...ている。自？分たち、だけの足跡だと思...ってい！たの。に振り返。ってみたら、もう一人分の、足跡。！がある...。、その·足跡があるのは、主が共におられるからだ！ 教会の皆様の営みは·そのような！営みです。,AEDA_Only,388,否,是,5152,1,0.4453643560409546,2026-02-24T13:25:50.604865Z,22025,39.396,1/5,uncertain_or_low_confidence,2026-02-24T13:25:50.604883Z
旧統一教会元信者の夫婦、多額の献金で生活困窮「私たちのように苦しむ人が出てほしくない」…解散請求１年 2024/11/20 https://www.yomiuri....20241120-OYT1T50099/ https://pbs.twimg.co...ormat=jpg&name=large,original,389,否,是,2860,1,0.4467482467492421,2026-02-15T01:35:26.140599Z,22046,6.788,1/5,uncertain_or_low_confidence,2026-02-15T01:35:26.140627Z
元統一教会夫婦、多額の寄付後に経済的苦境に直面「私たちのような苦しみを他の人に味わわせたくない」…解散請求から1年2024年11月20日https://www.yomiuri....20241120-OYT1T50099/https://pbs.twimg.co...ormat=jpg&name=large,BT_DeepL_EN,389,否,是,2860,1,0.4467482467492421,2026-02-15T01:35:26.140599Z,22046,6.788,1/5,uncertain_or_low_confidence,2026-02-15T01:35:26.140627Z
元統一教会夫...婦、多額の寄付？後に経済的苦境！に直面「私たちのような苦しみを他の人？に味わわせ...たくない」…解散請求から1年2024年11月20？日htt...ps://www、.yomiuri....20241120？-OY、T1T50099/htt...ps？://pbs.tw......img？.co...ormat=jpg&name=！lar！ge,BT_DeepL_EN_AEDA,389,否,是,2860,1,0.4467482467492421,2026-02-15T01:35:26.140599Z,22046,6.788,1/5,uncertain_or_low_confidence,2026-02-15T01:35:26.140627Z
旧統一教、会元信者の夫婦、多額の！献金で生活困。！！！窮「私たちの、ように苦しむ人が出...て！ほしくな·い」…解散請求１年 2024/11/...20 https://ww！w....！yomiuri....20241120？-OYT·1T50099/ https:...//·pbs.twimg.co.。..ormat=jpg&nam。。e。=large,AEDA_Only,389,否,是,2860,1,0.4467482467492421,2026-02-15T01:35:26.140599Z,22046,6.788,1/5,uncertain_or_low_confidence,2026-02-15T01:35:26.140627Z
神学校に行くのは無意味だと馬鹿にして、俺流聖書解釈カッケーって感じで、キリストを貶めている。本当に最低な人間,original,390,是,是,1793,1,0.5786834756533304,2026-02-11T05:00:50.709546Z,22057,11.729,2/4,uncertain_or_low_confidence,2026-02-11T05:00:50.709568Z
彼は神学校に行くことを無意味だと嘲り、独自の聖書解釈でクールぶって見せびらかし、キリストを軽んじている。まさに最低の人間だ。,BT_DeepL_EN,390,是,是,1793,1,0.5786834756533304,2026-02-11T05:00:50.709546Z,22057,11.729,2/4,uncertain_or_low_confidence,2026-02-11T05:00:50.709568Z
彼...·は神学校に。行くことを無意味だと嘲り、独！自の聖書解！釈でク、ール·ぶって見せびらかし、...キリストを軽んじている。まさに最低の人...？間だ。,BT_DeepL_EN_AEDA,390,是,是,1793,1,0.5786834756533304,2026-02-11T05:00:50.709546Z,22057,11.729,2/4,uncertain_or_low_confidence,2026-02-11T05:00:50.709568Z
神学！校に行。くのは無意味だと馬鹿·にして、俺流聖書解釈カッ。ケーっ·て感！じで、キリストを貶めている。本当に最低な...人間？,AEDA_Only,390,是,是,1793,1,0.5786834756533304,2026-02-11T05:00:50.709546Z,22057,11.729,2/4,uncertain_or_low_confidence,2026-02-11T05:00:50.709568Z
"5月８日の説教要旨　「主の御力④」　牧師　平賀真理子 | 仙台南伝道所 sendaiminami 2016年5月24日 5月８日の説教要旨　「主の御力④」　牧師　平賀真理子 へのコメントはまだありません カテゴリー	過去の記事 02.礼拝説教集, ルカによる福音書, 詩篇	Post navigation ← 5月１日の説教要旨　「主の御力③」　牧師　平賀真理子 5月15日の説教要旨　「約束の聖霊が降る」　牧師　平賀真理子 →",original,391,否,是,1044,1,0.4129262268543243,2026-02-03T02:09:14.136211Z,22061,2.464,3/3,uncertain_or_low_confidence,2026-02-03T02:09:14.136227Z
"5月8日説教アウトライン「主の力④」平賀真理子牧師 | 仙台南ミッションステーション sendaiminami 2016年5月24日 5月8日説教アウトライン「主の力④」平賀真理子牧師 にまだコメントはありません カテゴリー 過去の記事 02. 礼拝説教集, ルカによる福音書, 詩編 投稿ナビゲーション ← 5月1日説教要旨「主の力③」平賀真理子牧師 5月15日説教要旨「約束の聖霊が降る」平賀真理子牧師 →",BT_DeepL_EN,391,否,是,1044,1,0.4129262268543243,2026-02-03T02:09:14.136211Z,22061,2.464,3/3,uncertain_or_low_confidence,2026-02-03T02:09:14.136227Z
"5月8日説教アウトラ？イン「主の力④」...平賀！真理子牧師？ | 仙台南ミッションステーション sendaiminami 2016年？5月......24日 5月？8日、説教アウ。·トライン「主の力④」平賀真。理子...牧師 にまだコメントはあり、ませ·ん カテゴ、リー 過去·の記事 02. 礼·拝説...教集,、。 ルカによ·る福·音書, ？詩編 、投稿ナビゲーション ← 5、月...1日説教要旨「主...の。力③」平賀真理子牧師 5月15日説教要旨「約束の聖霊が降る」平賀真理子牧師 →",BT_DeepL_EN_AEDA,391,否,是,1044,1,0.4129262268543243,2026-02-03T02:09:14.136211Z,22061,2.464,3/3,uncertain_or_low_confidence,2026-02-03T02:09:14.136227Z
"5月８日の·説教要旨　「主の御力④？」　牧師　？。平賀真理子 | 仙台南伝道所 sendaiminami 2016、年5月24日 5月８日の説教要旨　、「！主の。御力④」　牧師　平賀·真理子 へのコメ？ントはまだありませ·ん カテゴ。リー	過去？...の記事 02.礼拝説教集, ルカによる福音...··書, 詩篇	Po！st na...vigation ？← 5月１日の説教要、旨　「主の御力③」　牧師　平賀真理子 ·。5月15、日の説教？要旨　「約束の聖霊が降る」　牧師　平賀真！理。子 →",AEDA_Only,391,否,是,1044,1,0.4129262268543243,2026-02-03T02:09:14.136211Z,22061,2.464,3/3,uncertain_or_low_confidence,2026-02-03T02:09:14.136227Z
>>829 「書いてあった」だけで鵜呑みにするのかよ。w 聖書の編纂と写本の過程で誤謬が全く無かったとでも？w こんな調子だと、列王記7-23の鋳物の海の記述を見て「円周率は３ちょうどだ！」とか思い込むんだろうな。w （スレ主はこの件について的外れな反論ばかりしてたがw）,original,392,否,是,5114,1,0.3914371530214945,2026-02-24T10:12:45.375835Z,22079,48.982,2/4,uncertain_or_low_confidence,2026-02-24T10:12:45.375846Z
829 単に「書かれている」からって、丸ごと鵜呑みにするつもり？笑聖書の編纂や写本過程で間違いがゼロだったと本気で思ってるの？笑この調子だと、列王記上7章23節の鋳造の海の記述を見て「円周率は正確に3だ！」って思うんじゃない？笑 （とはいえスレ主はこれ全体について関係ない反論をまくし立ててただけだけどな笑）,BT_DeepL_EN,392,否,是,5114,1,0.3914371530214945,2026-02-24T10:12:45.375835Z,22079,48.982,2/4,uncertain_or_low_confidence,2026-02-24T10:12:45.375846Z
829 単に「書か！·れている」からっ？て、丸ごと鵜呑みにする·つ！もり？笑聖書の編纂や写本過程で間違いがゼロだったと本気で思ってるの？笑この調子だと、列王記上7章2、3節の鋳造の海の記述を見て「円周率は正確、に3だ！」...って思う、んじゃない？笑 （とはいえ？スレ...主？は...これ全体について関係ない反論をまくし立てて...ただけだ。？·けどな笑）,BT_DeepL_EN_AEDA,392,否,是,5114,1,0.3914371530214945,2026-02-24T10:12:45.375835Z,22079,48.982,2/4,uncertain_or_low_confidence,2026-02-24T10:12:45.375846Z
>>829！ 「書いてあった」だ·けで鵜呑みにするのかよ。w 聖書の編纂と写？本の過程...で誤謬が全く無かったとでも、？w こんな？調子だと、列王記7-23の鋳物の海の記述を見て「円周率は３ちょ！うどだ！」とか思い込むんだろ？うな。w （スレ！主はこの...件について的。？。外れな反論？ばかりし。てたがw、）,AEDA_Only,392,否,是,5114,1,0.3914371530214945,2026-02-24T10:12:45.375835Z,22079,48.982,2/4,uncertain_or_low_confidence,2026-02-24T10:12:45.375846Z
"クレイトン L. チャン医師による説教前の聖書の朗読： ルカによる福音書第22章39-45節 “Thine Unknown Sufferings” (by Joseph Hart, 1712-1768)",original,393,否,是,1570,1,0.6257148285706838,2026-02-10T14:43:29.192031Z,22087,3.208,1/5,uncertain_or_low_confidence,2026-02-10T14:43:29.192053Z
クレイトン・L・チャン博士による説教前の聖書朗読：ルカによる福音書22章39節から45節「汝の知られざる苦しみ」（ジョセフ・ハート作、1712-1768）,BT_DeepL_EN,393,否,是,1570,1,0.6257148285706838,2026-02-10T14:43:29.192031Z,22087,3.208,1/5,uncertain_or_low_confidence,2026-02-10T14:43:29.192053Z
クレイトン・L・チャン博士に...よ！る説...教前の聖書朗読：ルカ？による福音書22章39。節から45節「！汝！の！知られざる苦しみ」（ジョセフ・ハ。ート作、1712-1768）,BT_DeepL_EN_AEDA,393,否,是,1570,1,0.6257148285706838,2026-02-10T14:43:29.192031Z,22087,3.208,1/5,uncertain_or_low_confidence,2026-02-10T14:43:29.192053Z
"クレイトン L. チャ！ン医師による説教前の聖書の·朗読： ルカに？よる福！音書第22章3。9-45節 “Thine... Un！k。nown Sufferings” ...(by Joseph Hart, ？17...12-1768)",AEDA_Only,393,否,是,1570,1,0.6257148285706838,2026-02-10T14:43:29.192031Z,22087,3.208,1/5,uncertain_or_low_confidence,2026-02-10T14:43:29.192053Z
「西学」（せいがく）とは、 主に中国や朝鮮で使われた言葉で、西洋の学問や文化全般を指します。 特に、18世紀以降に中国に伝わった天文学や数学などの科学技術、 そして後の時代には西洋の政治制度や思想などを指すようになります。 朝鮮では、西学（キリスト教）に対抗して「東学」が生まれたという文脈もあります。﻿ 中国における「西学」 清代初期: イエズス会の宣教師がもたらした天文学、数学などの科学技術。﻿ アヘン戦争以降: 西洋の科学技術や産業の優秀性に注目し、 中国伝統の学問を「体」とし、西洋の学問を「用」とする 「中体西用」の思想のもとで、 多くの西学書が翻訳され、西洋の知識が広まりました。﻿ 朝鮮における「西学」 キリスト教: 西洋の学問や文化の一つとして、キリスト教が「西学」と呼ばれました。 東学との関係: キリスト教（西学）に対抗する形で、 儒教・仏教・道教を融合させた「東学」が創始されました。﻿ その他 出典による使い分け:文脈によって意味が異なり、 広義に「西洋の学問」を指す場合や、 特定の「東学」という宗教との対比で キリスト教を指す場合などがあります。﻿,original,394,否,是,4588,1,0.4223137994607289,2026-02-19T03:11:52.224965Z,22090,28.796,1/5,uncertain_or_low_confidence,2026-02-19T03:11:52.224982Z
「西学」は主に中国と朝鮮で使用された用語で、西洋の学問や文化全般を指した。具体的には18世紀以降中国に導入された天文学や数学などの科学技術を意味するようになり、後に西洋の政治制度や思想も包含するようになった。 韓国では、西洋学（キリスト教）に対する対抗概念として「東学」が台頭した文脈も存在する。﻿ 中国における西洋学清朝初期：イエズス会宣教師がもたらした天文学・数学などの科学技術知識。 ﻿アヘン戦争後：「中体西用」（中国の伝統学問を「本質」、西洋の学問を「実用」とする思想）のもと、西洋の科学・技術・産業の優位性を認識し、多くの西洋文献が翻訳され西洋知識が普及した。 ﻿ 韓国における「西洋学」キリスト教：西洋の学問・文化の一形態として、キリスト教は「西洋学」と呼ばれた。 東学との関係：キリスト教（西洋学）に対抗して、儒教・仏教・道教を融合した「東学」が創始された。﻿出典によるその他の用法差異：文脈により意味が異なる。「西洋学」を広く指す場合もあれば、特定の宗教「東学」と対比してキリスト教を特に指す場合もある。﻿,BT_DeepL_EN,394,否,是,4588,1,0.4223137994607289,2026-02-19T03:11:52.224965Z,22090,28.796,1/5,uncertain_or_low_confidence,2026-02-19T03:11:52.224982Z
「西学」、は主に中国と？朝。鮮で使用された！用語で、西洋の学問や文化全。般を指した。具体！的には1。8、世紀以降中国に導入さ...れた天文、学や数学などの科学技術？を意味す？！、るように、なり、後に西洋の政治制度や。...思想？も！包含するよ...う？になっ！た。 韓国では、西洋学？（。キリスト教？）に対する対...抗概念として「東学」が台頭·した文脈も存。在する。﻿ 中国における西洋学清！...朝初期：、？イエ...ズス会宣教師がもたらした天文学・数学などの科学技術！知識。 ？、﻿アヘン戦争後：「中体西用」（中国の伝統学問を「本質」、西洋の·学·問を「実用...」とする思想）のもと？、西、洋の科！学・技術・。産業！の優位性！を認識し、多·くの西洋文献が翻訳され西洋·知識が普及·した。 ﻿ 韓国にお！け...！る「西洋学」キリスト教：西洋！。の学問・文。...化...の一形...態·として、、、キリス、...ト教は「西洋学」と呼！ば...れた。 東学との関係！：キ。リスト教（西洋学）。！に対抗して、儒教・仏！教・道教を融合した「東学」が創始さ·。れた。﻿出典によるその·他の！用法！差異：文脈により！意味が異なる。「！西洋学」を広く指、す場？合もあれ。ば、特定の宗教「東·学」と対比してキリスト！...教を、特に指す場合もあ。る。﻿,BT_DeepL_EN_AEDA,394,否,是,4588,1,0.4223137994607289,2026-02-19T03:11:52.224965Z,22090,28.796,1/5,uncertain_or_low_confidence,2026-02-19T03:11:52.224982Z
「西？学」（せいがく）とは、 主に中国や朝鮮で使われた言！葉で、西洋の学問や文化。全般を指·します？。 特に、18世、紀以！降に中国に伝わった天文学や数学な！どの科学技術、... そして後の時代に、は西洋の政治制？度！や思想などを指すようになります。？ 朝鮮では、西学（キリスト教）に対抗して「東学」が生まれたという·？文脈も...あります·。﻿ ！中...国、における「西学」 、清代！...初期: イエ...ズス会の宣教師がもた！ら！？。した天文学、数学などの科学技術。﻿ アヘン戦争以·降: 西！洋の...科学技術や産！業の優秀性に、注目し...、、、 中国伝統の学問を「体？」とし...、、西洋の学問を「用」とす...る 「。中体西用」の思想のもとで、 多くの西学、、書が翻、訳され、西洋の知識が·。...広まりまし、た。·﻿ 朝鮮。における「西学」... ！キ·リスト教: 。...西洋·の学...問や？文化の、一つとして、キリ、スト教が「西学」。。と呼ばれま...し？た。 東学、との関、係。: キリスト教（西学）に対抗する形、？で、！ 儒教・仏教・道教を？融合させた「東学」が創始されました。·﻿ その他 出典による使い分！け:·文脈によって意·味が異。な？り、 広義に「西洋の学問」を指！す場合や、 特定の「東学」。という宗教と？の·対比で キ·リスト教を指す場合などが。あ·ります。·﻿,AEDA_Only,394,否,是,4588,1,0.4223137994607289,2026-02-19T03:11:52.224965Z,22090,28.796,1/5,uncertain_or_low_confidence,2026-02-19T03:11:52.224982Z
秩序の崩壊。 聖書の崩壊。 これ、クライマックスの人類である。 世も末だね。w,original,395,否,是,2641,1,0.4826932748158772,2026-02-14T10:06:59.424669Z,22091,6.222,1/5,uncertain_or_low_confidence,2026-02-14T10:06:59.424688Z
秩序の崩壊。聖書の崩壊。これが人類の頂点だ。世界は終わりを迎えるんだな？はは,BT_DeepL_EN,395,否,是,2641,1,0.4826932748158772,2026-02-14T10:06:59.424669Z,22091,6.222,1/5,uncertain_or_low_confidence,2026-02-14T10:06:59.424688Z
秩序の崩·壊。聖。書の崩壊。これが人類の頂点だ。...世界は終わ...、りを。迎えるんだな？·はは,BT_DeepL_EN_AEDA,395,否,是,2641,1,0.4826932748158772,2026-02-14T10:06:59.424669Z,22091,6.222,1/5,uncertain_or_low_confidence,2026-02-14T10:06:59.424688Z
秩序の崩壊。 聖書の崩、！壊。 これ、クライマック、スの人類である。 。世も末だね。w,AEDA_Only,395,否,是,2641,1,0.4826932748158772,2026-02-14T10:06:59.424669Z,22091,6.222,1/5,uncertain_or_low_confidence,2026-02-14T10:06:59.424688Z
次へ：救い主はすでに「白い雲」に乗って戻って来た 神の業と人間の実践 肉となった神と神に使われる人々との間の本質的違い 律法の時代における働き 終わりの日のキリストだけが人に永遠のいのちの道を与えられる,original,396,否,是,1561,1,0.4569283624490102,2026-02-10T14:41:34.132449Z,22100,20.761,2/4,uncertain_or_low_confidence,2026-02-10T14:41:34.132467Z
次：救い主はすでに「白い雲」に乗って戻られた神の働きと人間の実践神が受肉した者と神に用いられる者との本質的な違い律法の時代の働き終わりの日のキリストだけが人に永遠の命への道を与えることができる,BT_DeepL_EN,396,否,是,1561,1,0.4569283624490102,2026-02-10T14:41:34.132449Z,22100,20.761,2/4,uncertain_or_low_confidence,2026-02-10T14:41:34.132467Z
次！：。救い主はすでに「白？い雲」？に、乗って戻ら、れ...た神の。働きと人間の実？践神が。受肉した者と神...に！！用いられる者との本質的な違い律法の時代の働き終わ？りの日のキリスト？だけが人。に永遠...の命への？道を与えることができる,BT_DeepL_EN_AEDA,396,否,是,1561,1,0.4569283624490102,2026-02-10T14:41:34.132449Z,22100,20.761,2/4,uncertain_or_low_confidence,2026-02-10T14:41:34.132467Z
次へ：救い主·はすでに「白い雲」に乗·って戻って来た 神の業と人間·の実践 肉となっ、た神と神！に使？われる人？々との間の本質的！、違い 律法、の時代·にお。ける働き 終。わりの日のキリストだけが人に永遠のいのちの道を与えられ。る,AEDA_Only,396,否,是,1561,1,0.4569283624490102,2026-02-10T14:41:34.132449Z,22100,20.761,2/4,uncertain_or_low_confidence,2026-02-10T14:41:34.132467Z
ID:6vqp6h – Cyberサンクチュアリ教会　大阪　東大阪教会 ID:6vqp6h	ID:6vqp6h 未分類	higashiosakakyoukai2015年11月28日2015年11月28日	投稿ナビゲーション 以下のみ言葉は、現状についてより理解しやすいのではないでしょうか。母マリヤの使命を考えてみましょう。,original,397,否,是,1049,1,0.6169107059637705,2026-02-03T02:09:41.149463Z,22105,4.53,1/5,uncertain_or_low_confidence,2026-02-03T02:09:41.149480Z
ID:6vqp6h – サイバーサンクチュアリ教会、大阪、東大阪教会ID:6vqp6hID:6vqp6h未分類東大阪教会2015年11月28日2015年11月28日投稿ナビゲーション以下の言葉は、現在の状況をよりよく理解するのに役立つかもしれません。聖母マリアの使命について考えてみましょう。,BT_DeepL_EN,397,否,是,1049,1,0.6169107059637705,2026-02-03T02:09:41.149463Z,22105,4.53,1/5,uncertain_or_low_confidence,2026-02-03T02:09:41.149480Z
ID:6vqp6h！ ？– サ。イバーサンクチ！ュアリ教会！、大阪、東...大阪教会ID:6v！qp6hI。D:6vq！p6h未·。分類？、東大阪教会2015年11月28日2015。年11月2！8日投稿ナビゲーション以下の言葉は、現在の状況をよ。りよく理解するのに役立つかもしれません。聖母マリアの使命について考えてみまし！ょう。,BT_DeepL_EN_AEDA,397,否,是,1049,1,0.6169107059637705,2026-02-03T02:09:41.149463Z,22105,4.53,1/5,uncertain_or_low_confidence,2026-02-03T02:09:41.149480Z
