index,original,en_intermediate,back_translated
400,>>153 プロテスタントの洗礼が有効とされたのはトリエント公会議の時代。 つまり、元カトリック司祭のプロテスタント牧師が多かった時代。 元カトリック司祭が有する秘跡の権能まで否定したら自己矛盾に陥るからな。 秘跡を与える権能は司教しか継承できない。 司祭が持つ権能は一代限りで途絶える。 司教がいない分派（プロテスタント）は権能を継承できない。 キリスト教系のニュースを読めばわかるが、21世紀の現代でもカトリックとプロテスタントの洗礼は話し合いをしている段階。 プロテスタントの洗礼が有効だとしてもそれは御心の慈悲と恩寵によるものであり、 秘跡の権能という霊的な視点では洗礼の質が異なるものだと思われる。,">>153 Protestant baptism was recognized as valid during the time of the Council of Trent. That is to say, it was a time when there were many Protestant pastors who were former Catholic priests. Because if they were to deny even the sacramental authority possessed by former Catholic priests, they would fall into self-contradiction. The authority to administer sacraments can only be inherited by bishops. The authority held by priests ceases after one generation. Denominations without bishops (Protestants) cannot inherit the authority. As you would know if you read Christian news, even in the modern 21st century, Catholic and Protestant baptisms are still in the discussion stage. Even if Protestant baptism is considered valid, it is due to the mercy and grace of the Divine Will, and from the spiritual perspective of sacramental authority, the quality of baptism is thought to be different.",>>153 トリエント公会議の時代には、プロテスタントの洗礼は有効と認められていた。つまり、元カトリック司祭であったプロテスタントの牧師が多数いた時代だったのだ。なぜなら、元カトリック司祭が持っていた秘跡の権能さえも否定すれば、自己矛盾に陥るからだ。秘跡を授ける権能は、司教のみが継承できる。司祭が持つ権能は、一代限りで途絶える。司教を持たない教派（プロテスタント）は、その権能を継承できない。キリスト教のニュースを読めば分かるように、現代の21世紀においても、カトリックとプロテスタントの洗礼は未だ議論の段階にある。たとえプロテスタントの洗礼が有効とされても、それは神の御心の慈悲と恩寵によるものであり、秘跡の権能という霊的な観点からすれば、洗礼の質は異なると考えられている。
403,>>761 今から25年ほど前に正月明けだったと思うが一度自民党議員の秘書に100人以上の統一教会議員が入り込んでいると雑誌に書かれて話題になり大騒ぎしたことがあった その時に森が「この話はこれでお終い！」って言って本当にそのままピタッと有耶無耶のまま終わった AA見た時にああ安倍総理のバックは統一教会なのねとピンときたよ,">>761 I think it was after New Year's about 25 years ago, but there was a time when it was written in a magazine that over 100 Unification Church members had infiltrated the secretaries of LDP politicians, which became a big topic and caused a huge uproar. At that time, Mori said, This story ends here! and it truly just abruptly ended, swept under the rug. When I saw the AA, it clicked for me, Oh, so Prime Minister Abe's backing is the Unification Church, huh?",>>761 25年くらい前の正月明けだったと思うが、統一教会信者が自民党議員の秘書に100人以上潜り込んでいると雑誌に書かれていたことがあって、それが大きな話題になり、大騒ぎになったことがあった。その時、森が「この話はここで終わり！」と言って、本当にそこでプツッと話が終わって、闇に葬られたんだよな。AAを見て、「ああ、安倍首相のバックは統一教会だったのか」って腑に落ちたんだよな。
399,本日の聖書日課は、 自分は偉いと自惚れて他人を見下す栖雲居士のような増上慢な 人間は天の国には帰れない、というお話しでした。 栖雲居士を反面教師として自らを振り返り、慢心することなく 謙虚で素直に生きていこうではありませんか。,"Today's scripture lesson was a story that vainglorious people, like Seiun Koji, who are conceited about their own greatness and look down on others, cannot return to the Kingdom of Heaven. Let us reflect on ourselves, using Seiun Koji as a negative example, and live humbly and straightforwardly without conceit.",今日の聖書の教訓は、星雲居士のように、自分の偉大さにうぬぼれ、他人を見下す虚栄心の強い人々は、天国に帰ることができないという話でした。星雲居士を反面教師として、私たちは自分自身を反省し、うぬぼれることなく、謙虚に、そして素直に生きましょう。
407,>>143 戦争はどの国にもどの宗教にもつきものだろ オスマン帝国とかインド・パキスタンとか中東とかモンゴル帝国見る限り戦争の多さはキリスト教ばかりの物ではない,">>143 War is common to every country and every religion, isn't it? Looking at the Ottoman Empire, India-Pakistan, the Middle East, and the Mongol Empire, the frequency of war is not something exclusive to Christianity.",>>143 戦争はあらゆる国、あらゆる宗教に共通するものではないか？オスマン帝国、印パ、中東、モンゴル帝国を見ても、戦争の頻度はキリスト教に特有のものではない。
414,世界にはいくつかの主要宗教があり、それぞれの神が真の神であると言う。どの神が唯一の真の神であるかを実際にどのように確認するのか。 | 全能神教会,"There are several major religions in the world, and each says its god is the true god. How does one actually confirm which god is the only true god? | The Church of Almighty God",世界にはいくつかの主要な宗教があり、それぞれが自分の神こそが真の神であると主張しています。どの神が唯一の真の神であるかを、実際にどのように確認すればよいのでしょうか？ | 全能神教会
408,茅の輪より見る高階と飛行機と 須弥山を巡りてプール流れをり ときに異空間を現出させる景。宗教的なモチーフ、とさきほど述べたのだが、以下の句に見られるように、実はキリスト教の原罪の意識がどこかに隠れているようにも思う。作者自身が信仰を持っているかどうかは全く存じ上げないのだが。様々な背後の物語を感じさせつつ、衒学的にならない句群。　使徒像のガラスの眼鳥交る　息白き少年打つも打たるるも,"A scene, seen from a *chinowa*, of a tall building and an airplane, and a pool flowing around Mount Sumeru, sometimes manifesting an alternate dimension. I mentioned religious motifs earlier, but as seen in the following haiku, I actually also think that an awareness of Christian original sin seems to be hidden somewhere. I have no idea at all whether the author themselves has faith. A group of haiku that, while making one feel various background stories, do not become pedantic.

Birds mingle in the glass eyes of an apostle statue
A boy with white breath, both hitting and being hit","茅の輪から見た、高層ビルと飛行機、そして須弥山を巡る水たまりが時に異次元を顕現させる光景。先ほど宗教的モチーフに触れたが、以下の句に見られるように、実はキリスト教の原罪意識のようなものがどこかに潜んでいるようにも思う。作者自身に信仰があるかどうかは全くわからない。様々な背景物語を感じさせながらも、衒学的にならない句群。

使徒像のガラスの目に鳥群れる
白い息の少年殴り殴られ"
406,本日の聖書日課 パウロの書簡 神が我らの味方であるなら誰が私たちに敵対できるか、 イエス様の愛から私たちを引き離すことはできないのである。 ルカ書 イエス様への不信仰に対する嘆き。 本日のパウロの書簡の元はここでしょうか。 マタイによる福音書 7章11節 「あなたがたは悪い者であっても、自分の子どもには良いものを与えることを知っている。それならなおのこと、天におられるあなたがたの父は、求める者に良いものを与えてくださる」。 いわゆる光明思想と思われます。 これに対して対照的なのはヨブ記でしょう。 祈りのヒントでは、イエス様はなぜ嘆くのであろうか、 という考察がありますが、 単純に不信仰に嘆いているだけでしょう。 イエス様も、もうウンザリって感じだと思います。,"Today's Bible reading: Paul's epistles. If God is for us, who can be against us? Nothing can separate us from the love of Jesus.
Luke's Gospel: Lamentation over unbelief towards Jesus. Could this be the source of today's Pauline epistle?
Matthew 7:11: If you, then, though you are evil, know how to give good gifts to your children, how much more will your Father in heaven give good gifts to those who ask him!
This seems to be what is called optimistic thinking. In contrast to this, the Book of Job would be.
In prayer tips, there is a consideration of why Jesus would lament, but he is probably just simply lamenting over unbelief. I think even Jesus feels like, I'm fed up with it already.","今日の聖書朗読：パウロの手紙。もし神が私たちの味方であるなら、誰が私たちに敵対できるでしょうか？何も私たちをイエスの愛から引き離すことはできません。
ルカによる福音書：イエスに対する不信仰への嘆き。これが今日のパウロの手紙の源泉でしょうか？
マタイ7:11：あなた方は、悪人でありながらも、自分の子供たちに良い贈り物を与える方法を知っている。それなら、天におられるあなたがたの父は、求める者たちにどれほど良い贈り物を与えてくださるでしょう！
これは楽観的な考え方と呼ばれるもののようです。これとは対照的に、ヨブ記があるでしょう。
祈りのヒントには、なぜイエスが嘆くのかという考察があるが、彼はおそらく単に不信仰を嘆いているだけだろう。イエスでさえ、「もううんざりだ」と感じているのではないかと思う。"
409,この十字架によって、世は私に対し、私は世に対してはりつけにされているのです。｜キリストと共に十字架の死を経る｜私ではなくキリストⅡ（東洋からの風の便りI） Home > ブログ > キリストと共に十字架の死を経る > この十字架によって、世は私に対し、私は世に対してはりつけにされているのです。,"By this cross, the world is crucified to me, and I to the world.｜Undergoing the death of the cross with Christ｜Not I, but Christ II (Wind's Tidings from the East I) Home > Blog > Undergoing the death of the cross with Christ > By this cross, the world is crucified to me, and I to the world.",この十字架によって、世界は私に十字架につけられ、私も世界に十字架につけられる。｜キリストと共に十字架の死を受ける｜私ではなく、キリスト II (東からの風の便り I) ホーム > ブログ > キリストと共に十字架の死を受ける > この十字架によって、世界は私に十字架につけられ、私も世界に十字架につけられる。
410,< ユダヤ・キリスト教の父な... < 視覚と物質主義との関係：... | GP陰陽原理：哲学主数学従の陰陽哲科学/一覧 | 検討問題：プラトニック・... > 東洋の「全体主義」と西洋... > Posted at 01:40 Comments/TrackBack(0) Permalink GP陰陽原理：哲学主数学従の陰陽哲科学,< Judeo-Christian Father... < Relationship between Vision and Materialism:... | GP Yin-Yang Principle: Yin-Yang Philosophical Science where Philosophy is Master and Mathematics is Servant/Index | Problem for Consideration: Platonic... > The East's Totalitarianism and the West... > Posted at 01:40 Comments/TrackBack(0) Permalink GP Yin-Yang Principle: Yin-Yang Philosophical Science where Philosophy is Master and Mathematics is Servant,< ユダヤ・キリスト教の父... < ビジョンと唯物論の関係:... | GP陰陽原理：哲学が主で数学が従である陰陽哲学科学/インデックス | 考察すべき問題：プラトン的... > 東洋の全体主義と西洋... > 投稿日時 01:40 コメント/トラックバック(0) パーマリンク GP陰陽原理：哲学が主で数学が従である陰陽哲学科学
411,12月 16 @ 17:00 – 18:30 コザ教会 毎年好評のクリスマスコンサートを今年も開催します。 第1部は三育学院大学の聖歌隊によるクリスマス音楽と副学長の山地正牧師によるクリスマスメッセージです。 第2部はヘルシーな菜食クリスマスディナーを一緒にいただきながら楽しいひとときを過ごします。 皆様のおいでを心からお待ちしています。 12/16　17：00-18：30 コザ教会　098-937-3760,"December 16 @ 17:00 – 18:30 Koza Church
We will hold our popular annual Christmas concert again this year. Part 1 will feature Christmas music by the San-iku Gakuin College choir and a Christmas message by Vice President Pastor Tadashi Yamaji. Part 2 will be a pleasant time spent together enjoying a healthy vegetarian Christmas dinner. We sincerely look forward to your visit.
12/16 17:00-18:30 Koza Church 098-937-3760","12月16日 17:00～18:30 コザ教会
今年も恒例のクリスマスコンサートを開催いたします。
第1部では、三育学院大学聖歌隊によるクリスマス音楽と、山路忠副学長牧師によるクリスマス・メッセージをお届けします。
第2部では、ヘルシーなベジタリアンクリスマスディナーを囲んで、皆様とご一緒に楽しいひとときを過ごします。
皆様のご来場を心よりお待ちしております。
12/16 17:00-18:30 コザ教会 098-937-3760"
416,へ〜クリスチャンに言わせると認識論って学問じゃないんだ。 ＞学問的にイエス・キリストの存在が証明されないのなら、イエス・キリストは架空の人物で間違いないね。 この発想そのものが不勉強な証拠です。 何度も言っているように、そんな基準が成り立つなら、お釈迦様やソクラテスなども、架空の人物になってしまいます。 認識論を考えましょう。,"Huh, so according to Christians, epistemology isn't an academic discipline. > If the existence of Jesus Christ cannot be academically proven, then Jesus Christ is undoubtedly a fictional character. This very idea itself is proof of ignorance. As I've said many times, if such a standard holds true, then Buddha and Socrates, among others, would also become fictional characters. Let's consider epistemology.",ふむ、キリスト教徒によると、認識論は学問分野ではないのか。イエス・キリストの存在が学術的に証明できないのであれば、イエス・キリストは間違いなく架空の人物である。この考え自体が無知の証拠である。何度も言っているように、もしそのような基準が当てはまるなら、ブッダやソクラテスなども架空の人物になってしまうだろう。認識論について考察してみよう。
417,「信仰」という名の虐待 Part7 「牧師の高ぶりを助長する信徒たちの責任も大きい」: Eirene 〜 平和 〜 （CVSAブログ） << 「信仰」という名の虐待 Part6 「牧師の言葉を聖書の言葉と思いこませるトリック」 | TOP | 「信仰」という名の虐待 Part8 「意見の違いを単純に虐待と結びつけることはできない」 >>,Abuse in the Name of 'Faith' Part 7: 'Congregants also bear great responsibility for fueling the pastor's arrogance': Eirene ~ Peace ~ (CVSA Blog) << Abuse in the Name of 'Faith' Part 6: 'The Trick of Making People Believe the Pastor's Words Are the Words of the Bible' | TOP | Abuse in the Name of 'Faith' Part 8: 'Differences of Opinion Cannot Be Simply Linked to Abuse' >>,「信仰」の名の下の虐待 パート7：「信徒も牧師の傲慢さを助長する大きな責任を負う」：エイレーネ ～平和～ (CVSAブログ) << 「信仰」の名の下の虐待 パート6：「牧師の言葉を聖書の言葉だと信じ込ませる手口」 | TOP | 「信仰」の名の下の虐待 パート8：「意見の相違を安易に虐待と結びつけることはできない」 >>
418,"神に疎外された者たちによる神への復讐の哲学としてのグノーシス主義ー映画""MISHIMA""から②｜グノーシス主義と聖書との対比｜私ではなくキリストⅢ（東洋からの風の便りII） Home > ブログ > グノーシス主義と聖書との対比 > 神に疎外された者たちによる神への復讐の哲学としてのグノーシス主義ー映画""MISHIMA""から②","Gnosticism as a Philosophy of Revenge Against God by Those Alienated from God – From the Film MISHIMA ②｜Comparison of Gnosticism and the Bible｜Not I, but Christ III (Wind's Tidings from the East II) Home > Blog > Comparison of Gnosticism and the Bible > Gnosticism as a Philosophy of Revenge Against God by Those Alienated from God – From the Film MISHIMA ②",神から疎外された者たちによる神への復讐の哲学としてのグノーシス主義 – 映画『ミシマ』より②｜グノーシス主義と聖書の比較｜われにあらず、キリストなりIII (東からの風の便りII) ホーム > ブログ > グノーシス主義と聖書の比較 > 神から疎外された者たちによる神への復讐の哲学としてのグノーシス主義 – 映画『ミシマ』より②
415,"笑ってあげなさい – 先人の知恵に学ぼう！驚くほど役に立つ「名言集」 「 笑ってあげなさい	」 一覧 笑ってあげなさい / マザー・テレサ 2005/02/01	-マザー・テレサ, 外国人の名言 カトリック教会の聖人, コルカタの聖テレサ, マザー・テレサ, 神の愛の宣教者会, 笑ってあげなさい ★今日の名言★ ===================================== 笑ってあげなさい。 笑いたくなくても笑うのよ、笑顔が人間に必要なの。 最も悲惨なのことは飢餓でも病気 …","Give a Laugh – Let's Learn from the Wisdom of Our Predecessors! An Amazingly Useful Collection of Famous Quotes Give a Laugh List Give a Laugh / Mother Teresa 2005/02/01 -Mother Teresa, Foreigner's Famous Quotes Saint of the Catholic Church, Saint Teresa of Calcutta, Mother Teresa, Missionaries of Charity, Give a Laugh ★Quote of the Day★ ===================================== Give a laugh. Even if you don't want to laugh, laugh; a smile is necessary for humans. The most tragic thing is not hunger or illness...","笑いを贈ろう – 先人たちの知恵に学ぼう！
驚くほど役立つ名言集
笑いを贈ろうリスト
笑いを贈ろう / マザー・テレサ 2005年2月1日
-マザー・テレサ、外国人の名言、カトリック教会の聖人、カルカッタの聖テレサ、マザー・テレサ、神の愛の宣教者会、笑いを贈ろう ★今日の名言★
=====================================
笑いなさい。笑いたくなくても、笑いなさい。人間には笑顔が必要なのです。最も悲劇的なことは、飢えや病気ではありません..."
422,"旧約聖書＝イエス・キリスト登場前。 新約聖書＝イエス・キリスト登場後 Holy Bible: Old and New Testament – すべての瞬間日本は私の心の中にあります – ALL THE MOMENTS JAPAN IS IN MY HEART – 正教会 – ST NICKOLAS KASATKIN OF JAPAN – 日本の聖ニコラス Next PostNext ハリストス復活！実に復活！ Christ is Risen! Indeed, He is Risen!","Old Testament = before the appearance of Jesus Christ. New Testament = after the appearance of Jesus Christ. Holy Bible: Old and New Testament – All moments Japan is in my heart – ALL THE MOMENTS JAPAN IS IN MY HEART – Orthodox Church – ST NICKOLAS KASATKIN OF JAPAN – Saint Nicholas of Japan Next PostNext Christ is Risen! Indeed, He is Risen! Christ is Risen! Indeed, He is Risen!",旧約聖書 = イエス・キリストの出現前。新約聖書 = イエス・キリストの出現後。聖書：旧約聖書と新約聖書 – あらゆる瞬間、日本は私の心にある – あらゆる瞬間、日本は私の心にある – 正教会 – 日本の聖ニコライ・カサートキン – 日本の聖ニコライ 次の投稿次 ハリストス復活！ 誠に復活！ ハリストス復活！ 誠に復活！
421,唯一の神自身 １ | 神の国降臨の福音 終わりの日のキリストだけが人に永遠のいのちの道を与えられる 終着点への準備をするために、十分な善行をしなければならない 全能者のため息 神の経営の中でだけ人は救われる,"The Only God Himself 1
The Gospel of the Advent of God's Kingdom
Only the Christ of the last days can give people the way to eternal life.
In order to prepare for the final destination, one must perform sufficient good deeds.
The Sigh of the Almighty
Only within God's management can people be saved.","唯一の神ご自身 1
神の国の降臨の福音
終わりの日のキリストだけが、人々に永遠の命への道を与えることができる。
最終的な行き先に備えるためには、十分な善行を行わなければならない。
全能者の嘆き
神の経営の中でだけ、人々は救われる。"
419,>>448 統一教会信者に説得は難しい なぜならこのようにもはや理論で動いていないから 幹部や上役の指示しか彼らの頭の中にはない 自分に不利益があっても余裕で突っ込んで死ねるタイプのロボット ちなみにイスラムの人は彼らなりの理屈があってやってるがこいつらには何も無い マジのロボット、人間ではない,">>448 It's difficult to persuade Unification Church followers. That's because they no longer operate based on reason like this. Only the instructions of executives and superiors are in their heads. They are the type of robots who can easily charge in and die even if it's to their own disadvantage. By the way, Muslim people do things based on their own logic, but these guys have nothing. They are real robots, not human.",>>448 統一教会の信者を説得するのは難しい。なぜなら、彼らはもはやこのような理屈に基づいて行動しないからだ。彼らの頭の中にあるのは、幹部や上層部の指示だけだ。自分の不利益になっても簡単に突撃して死ねるようなロボットだ。ところで、イスラム教徒は彼らなりの論理に基づいて行動するが、こいつらには何もない。彼らは本物のロボットであり、人間ではない。
424,ID:6vqp6h – Cyberサンクチュアリ教会　大阪　東大阪教会 ID:6vqp6h	ID:6vqp6h 未分類	higashiosakakyoukai2015年11月28日2015年11月28日	投稿ナビゲーション 以下のみ言葉は、現状についてより理解しやすいのではないでしょうか。母マリヤの使命を考えてみましょう。,"ID:6vqp6h – Cyber Sanctuary Church Osaka Higashiosaka Church ID:6vqp6h ID:6vqp6h Uncategorized higashiosakakyoukai November 28, 2015 November 28, 2015 Post Navigation Perhaps the following word makes the current situation easier to understand. Let's consider Mother Mary's mission.","ID:6vqp6h – サイバーサンクチュアリ教会 大阪東大阪教会 ID:6vqp6h ID:6vqp6h 未分類 higashiosakakyoukai 2015年11月28日 2015年11月28日 投稿ナビゲーション
おそらく以下の言葉が現状を理解しやすくするでしょう。聖母マリアの使命について考えてみましょう。"
420,あなたがたは命への導き手である方を殺してしまったが、神はこの方を死者の中から復活させてくださった。: 本日の聖書〔毎日のミサ〕のことば « 〝霊〟と知恵に満ちた評判の良い人を七人選びなさい。 | トップページ | テファノは恵みと力に満ち、すばらしい不思議な業としるしを民衆の間で行っていた。 » 2018年4月15日 (日) おすすめサイト | 固定リンク,"You killed the Guide to life, but God raised him from the dead. : Today's Scripture [Daily Mass] reading « Choose seven men full of the Spirit and wisdom, who are well spoken of. | Top Page | Stephen, full of grace and power, was performing great wonders and signs among the people. » April 15, 2018 (Sunday) Recommended Sites | Permalink",あなた方は命の導き手を殺したが、神は彼を死者の中から復活させた。：今日の聖書朗読 [日々のミサ] 「霊と知恵に満ち、評判の良い七人の男性を選びなさい。| トップページ | 恵みと力に満ちたステファノは、民衆の間で素晴らしい不思議な業と徴を行っていた。」2018年4月15日（日曜日）おすすめサイト | パーマリンク
413,キリスト教の指導者たちは実は神の存在を信じていない唯物論者だと言う方々がいますが、彼らも弱い人間であり、 異教徒や無神論者より恩恵、ご利益をいただきたいと願っており、死後は天国に行きたい、死んだら意識も何も残らなくなるなんてのは嫌だと思っていますよ ただ聖書の内容を文字通り信じていない（普通の人間が素直に信じられるはずがない）のに神から少しでも認められたい動機で教団を運営しているだけです 原罪とか言っていながら自分の罪にはすごく甘い。十字架による安易な罪の許しはかえって世界に罪悪を広めてしまう。もちろん自分の罪を真剣に考えより清い生き方を志す人たちもいるだろうが、この人たちも自分の仲間がそこまで堕落した人間だと信じていないから余計にタチが悪い キリスト教の歴史は失敗の連続で、日本国民全体ではマイノリティになるだけなのに、本心では信じていない宗教を無理に宣伝することがそもそもの間違いだったのです。人も自分も救えないことが罪です イスラエルとガザの戦禍の中にいる人が「神さまの糞ったれ。俺たちが不幸なのはあんたのせいだ」と言われて神が腹を立てて罰するようであれば、そんな狭量な神に人類を裁く資格なんてないし人間の側が神を追い出さねばならない,"Some people say that Christian leaders are actually materialists who don't believe in the existence of God, but they too are weak humans, wishing to receive more blessings and benefits than pagans and atheists, and they want to go to heaven after death, hating the idea that nothing, not even consciousness, will remain after death. However, despite not literally believing the contents of the Bible (no ordinary human could honestly believe it), they are merely operating a religious organization with the motive of wanting to be recognized by God even a little. While talking about original sin, they are very lenient towards their own sins. The easy forgiveness of sins through the cross, on the contrary, spreads evil in the world. Of course, there may be people who seriously consider their own sins and strive for a purer way of life, but these people too don't believe their comrades are that depraved, which makes them even more insidious. The history of Christianity is a series of failures, and despite only becoming a minority among the entire Japanese population, forcibly promoting a religion they don't truly believe in was the fundamental mistake in the first place. The inability to save others or oneself is a sin. If a person in the midst of the war in Israel and Gaza were to say, God, you motherfucker. Our misfortune is your fault, and God were to get angry and punish them, then such a narrow-minded God has no right to judge humanity, and humans must drive God out.",キリスト教の指導者たちは、実は神の存在を信じていない唯物論者であると言う人もいるが、彼らもまた、異教徒や無神論者よりも多くの祝福や恩恵を受けたいと願い、死後、意識すら何も残らないという考えを嫌悪し、天国に行きたいと願う弱い人間である。しかし、聖書の内容を文字通りには信じていないにもかかわらず（普通の人間なら正直に信じることなどできない）、彼らは単に、少しでも神に認められたいという動機で宗教団体を運営しているに過ぎない。原罪について語りながら、自分たちの罪には非常に寛容である。十字架による安易な罪の許しは、それどころか世界に悪を広めている。もちろん、自分自身の罪を真剣に考え、より純粋な生き方を追求する人々もいるかもしれないが、これらの人々も、自分たちの仲間がそこまで堕落しているとは信じていないため、それが彼らをさらに陰湿にしている。キリスト教の歴史は失敗の連続であり、日本の全人口の中で少数派に過ぎないにもかかわらず、彼らが真に信じていない宗教を強制的に広めることは、そもそも根本的な間違いであった。他者も自分自身も救えないことは罪である。もしイスラエルとガザの戦争の最中にいる人が、「神よ、この糞ったれ。我々の不幸はお前のせいだ」と言ったとするならば、そして神が怒って彼らを罰したとするならば、そのような了見の狭い神は人類を裁く権利はなく、人間は神を追い出さなければならない。
425,朗読　主イエス・キリストの再臨の御言葉 「神の働き、神の性質、そして神自身 ３」 その４ | 全能神教会 キリストが発せられた言葉 1136,"Recitation: The Word of the Second Coming of the Lord Jesus Christ God's Work, God's Disposition, and God Himself 3 Part 4 | The Church of Almighty God The Words Uttered by Christ 1136",朗読: 主イエス・キリストの再臨の言葉 神の働き、神の性質、そして神ご自身 第3部 第4章 | 全能神教会 キリストが語られた言葉 1136
430,キリスト教映画「美しき声」抜粋シーン（５）終わりの日の神の裁きは懲罰かそれとも救いか | 全能神教会 福音映画抜粋シーン 628,Christian movie Beautiful Voice excerpt scene (5) God's judgment in the last days: is it punishment or salvation? | The Church of Almighty God Gospel movie excerpt scene 628,キリスト教映画「美しい声」抜粋シーン (5) 終わりの日の神の裁き：それは罰か、それとも救いか？ ｜全能神教会 福音映画抜粋シーン 628
427,福音派が生まれたころの世界むかし話（５） | 一キリスト者からのメッセージ << キリスト教界自虐ネタ　第2弾　キリスト教会冬景色 | main | 福音派が生まれたころの世界むかし話（6） >>,World Folktale from Around the Time Evangelicalism Was Born (5) | Message from a Christian << Christian World Self-Deprecating Material Part 2: Christian Church Winter Scenery | main | World Folktale from Around the Time Evangelicalism Was Born (6) >>,福音主義誕生の頃の世界の民話 (5) | クリスチャンからのメッセージ << クリスチャン世界自虐ネタその2：キリスト教会冬景色 | メイン | 福音主義誕生の頃の世界の民話 (6) >>
429,家庭聖殿拡大連絡会（サンクチュアリ大分）　信仰による人間の責任分担の完遂,Family Holy Temple Expansion Liaison Council (Sanctuary Oita) Fulfillment of humanity's division of responsibility through faith,家族聖殿拡張連絡協議会 (聖殿 大分) 信仰による人類の責任分担の実現
433,今日の聖書日課では、僕は主人がいつ帰ってきてもいいように 目覚めていなさい、というお話しでした。 イエス様は伝道を開始されてからわずか３年くらいで 十字架にかかってしまいました。 イエス様のような救世主に巡り合うことの大切さと難しさを 教えているように思います。 人は地上に生まれれば盲目となります。盲目である人間が 悔い改めて真理に目覚めること、それができる心の素直さと 賢さを持っていなければならないのでしょう。,"In today's scripture lesson, it was a story about 'stay awake so that your master can return at any time.' Jesus was crucified in only about three years after he began his ministry. I think it teaches the importance and difficulty of encountering a savior like Jesus. When people are born on earth, they become blind. Blind humans must possess the sincerity of heart and wisdom to repent and awaken to the truth.",今日の聖書朗読では、「主人がいつ帰ってきてもいいように、目を覚ましていなさい」という話でした。イエスは宣教を始めてからわずか3年ほどで十字架にかけられました。イエスのような救い主に出会うことの重要性と難しさを教えていると思います。人間は地上に生まれると、盲目になります。盲目の人間は、悔い改め、真理に目覚めるための心の誠実さと知恵を持たなければなりません。
