topic,lang,layer,target,verb,predicate,role,context,frame_type
6,jp,window,教皇,性的虐待,性的虐待,unknown,"職者によるいたいけな子供らへの性的虐待。それを反省すらしない教皇フランシスコやバチカンの高官、司教どもを一体どうすればいいのか。

教会の上層部による権力乱用、そして犯罪の隠蔽。リン氏の指摘は、まさにこの腐敗の本質を突いている。

司教たちが忠誠を誓う相手は、教会でも神でもなく、ただ教皇個人。
こん",sexual_abuse_frame
6,jp,window,教皇,隠蔽,隠蔽,unknown,"職者によるいたいけな子供らへの性的虐待。それを反省すらしない教皇フランシスコやバチカンの高官、司教どもを一体どうすればいいのか。

教会の上層部による権力乱用、そして犯罪の隠蔽。リン氏の指摘は、まさにこの腐敗の本質を突いている。

司教たちが忠誠を誓う相手は、教会でも神でもなく、ただ教皇個人。
こん",institutional_rot
6,jp,window,教皇,腐敗,腐敗,unknown,"職者によるいたいけな子供らへの性的虐待。それを反省すらしない教皇フランシスコやバチカンの高官、司教どもを一体どうすればいいのか。

教会の上層部による権力乱用、そして犯罪の隠蔽。リン氏の指摘は、まさにこの腐敗の本質を突いている。

司教たちが忠誠を誓う相手は、教会でも神でもなく、ただ教皇個人。
こん",institutional_rot
2,jp,svo,教会,もたらさ,もたらさ,patient,"そもそも「女性助祭」なんて話を持ち出すこと自体が間違い。こんな気休めに騙されちゃダメ。私たちは絶対的な平等を要求し続けないと、あの上層部の連中はまた「女性らしい」とかいうくだらないお飾りポストを押し付けてお茶を濁すに決まってる。

今年こそ、教会や叙階式に大勢で押しかけて、私たちの人間としての尊厳を",other
0,jp,svo,統一教会,擁護,擁護,patient,ネトウヨが正体剥き出しで統一教会と壺三擁護しててわろた,institutional_rot
1,jp,svo,トランプ,勝っ,勝っ,agent,"トランプが勝って以来、ニュースはマイノリティへの暴行だの嫌がらせだの、そんな話ばっか。やってんのは、自分らの「神」がトップに立ったとお祭り騒ぎのトランプ信者ども。そもそもトランプってのが、自分たちこそ「真のアメリカ人」だと思い込んでる排外主義者どもを煽って勝ったんだから、当然の結果だ。

この数日で",other
0,jp,svo,韓国,収監,収監,patient,絶賛質問中！ 絶対に答えられない彼 お前らも試したら】〜市長への手紙転載〜 神谷俊一市長。はじめまして 政治・行政と統一教会、関係ありとすると世間的には問題ありですが。 (前回の回答は「市政と関係ないので回答不可」 教団や顧問弁護士と同じ回答、やはりねぇ。。) 韓鶴子が韓国において特別検察に逮捕収監,dehumanization
0,jp,svo,統一教会,引か,引か,patient,統一教会に引かれる時点で霊力ないやんw,cognitive_manipulation
0,jp,svo,統一教会,ハマっ,ハマっ,patient,>>717 まあ衰退していくだろうけど、べつの宗教が力を持つだけでしょうに 統一教会が一部、限定的だったと思うが政治における影響力を持っていたのは固定票を持っているからでしょう？ これは宗教団体に限らず経済団体とか、あらゆる組織に当てはまる話で 統一教会以外の宗教団体の台頭を阻止できるものでもなけれ,cognitive_manipulation
0,jp,svo,統一教会,過ぎ,過ぎ,agent,>>717 まあ衰退していくだろうけど、べつの宗教が力を持つだけでしょうに 統一教会が一部、限定的だったと思うが政治における影響力を持っていたのは固定票を持っているからでしょう？ これは宗教団体に限らず経済団体とか、あらゆる組織に当てはまる話で 統一教会以外の宗教団体の台頭を阻止できるものでもなけれ,other
0,jp,window,統一教会,献金,献金,unknown,衰退していくだろうけど、べつの宗教が力を持つだけでしょうに 統一教会が一部、限定的だったと思うが政治における影響力を持っていたのは固定票を持っているからでしょう？ これは宗教団体に限らず経済団体とか、あらゆる組織に当てはまる話で 統一教会以外の宗教団体の台頭を阻止できるものでもなければ 献金によって,economic_exploitation
0,jp,svo,日本人,拡散,拡散 真言,patient,>>702 つまり今のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍,cognitive_manipulation
0,jp,svo,統一教会,通報,通報,agent,>>702 つまり今のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍,political_interference
0,jp,window,統一教会,洗脳,洗脳,unknown,>>702 つまり今のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍,cognitive_manipulation
0,jp,window,日本人,洗脳,洗脳,unknown,のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍元総理が来る事も無か,cognitive_manipulation
8,jp,window,教会,狂信,狂信,unknown,"家だって、多様な価値観がぶつかり合う社会で仕事してんだから、教会の言い分じゃなくて社会全体の利益を考えなきゃならんだろ。常識的に考えて。

少しは勉強しろっての。一部の狂信的な連中は、避妊や中絶に関して完全にカルト化してる。しかもそのカルト思考が、自分たちの教義の根幹にあるはずの公会議の精神を否定し",cognitive_manipulation
8,jp,window,カトリック,狂信,狂信,unknown,"でるような特殊な見方で捉えてない。まず、そこを認めろよ。

カトリックの政治家だって、多様な価値観がぶつかり合う社会で仕事してんだから、教会の言い分じゃなくて社会全体の利益を考えなきゃならんだろ。常識的に考えて。

少しは勉強しろっての。一部の狂信的な連中は、避妊や中絶に関して完全にカルト化してる。",cognitive_manipulation
0,jp,svo,統一教会,取り,取り,patient,>>345 そうやって期待させてその場しのぎしたり、頑張ればできるように見せかけて日本人騙し続けてきてるからね 当然岸信介の代からズブズブの統一教会を警察検察が取り締まれるわけもなく 結果、あの詐欺犯罪結社を警察検察が裁判で有罪にした例が一つもないというとんでもない実績を残したわけでね,other
0,jp,window,統一教会,詐欺,詐欺,unknown,て日本人騙し続けてきてるからね 当然岸信介の代からズブズブの統一教会を警察検察が取り締まれるわけもなく 結果、あの詐欺犯罪結社を警察検察が裁判で有罪にした例が一つもないというとんでもない実績を残したわけでね,economic_exploitation
0,jp,window,日本人,詐欺,詐欺,unknown,期待させてその場しのぎしたり、頑張ればできるように見せかけて日本人騙し続けてきてるからね 当然岸信介の代からズブズブの統一教会を警察検察が取り締まれるわけもなく 結果、あの詐欺犯罪結社を警察検察が裁判で有罪にした例が一つもないというとんでもない実績を残したわけでね,economic_exploitation
0,jp,svo,自民党,あり,あり,patient,自民党、安倍派を信用しては、いけません。自民党安倍派、日本会議、統一教会、中国共産党、すべて、裏で繋がっています。日本会議というのは、かつて、勝共連合と言われた、統一教会の一部です。自民党、特に安倍派との深い繋がりがあります。そして、彼らは、霊感商法の被害者や犠牲者を食い物にしている、日本国民の敵で,other
0,jp,window,自民党,献金,献金,unknown,ベントにホイホイ顔出して「マザームーンに敬意を」とかやってた自民党のセンセイ方だろ。ネットで「国賊を討て」だの「非国民は去れ」だの喚いてるネトウヨども、ああいう連中も同罪なんだよ。「日本を取り戻す」とかいうスローガンの下で、異論を唱えるやつを徹底的に叩きのめす空気を何年も作り続けてきた結果がこれだ。,economic_exploitation
6,jp,svo,教会,異動,異動,patient,"例のボストンの大司教な。保守派の重鎮ヅラして、やたら偉そうに道徳を説いてたヤツだ。

その実態は、少年を食い物にしてた神父どもを庇って、追及されないよう各地の教会に異動させてた張本人。で、自分も訴追されそうになったらローマに「栄転」って形でまんまと逃げおおせた。

こういう「反近代主義」を掲げる連中",institutional_rot
6,jp,window,教会,隠蔽,隠蔽,unknown,"少年を食い物にしてた神父どもを庇って、追及されないよう各地の教会に異動させてた張本人。で、自分も訴追されそうになったらローマに「栄転」って形でまんまと逃げおおせた。

こういう「反近代主義」を掲げる連中が、平気で不祥事の隠蔽に走るのは結局、根っこが同じなんだよ。信者の救済や真実よりも、組織への忠誠を",institutional_rot
0,jp,svo,韓国,送金,送金,patient,>>340 そもそも統一教会経由で韓国に3000億円に送金されてるという 末端のいち庶民というレベルではない,economic_exploitation
0,jp,svo,統一教会,up,up 動画,patient,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,other
0,jp,svo,統一教会,出来る,出来る,patient,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,other
0,jp,svo,統一教会,増やす,増やす 回数,patient,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,cognitive_manipulation
0,jp,svo,統一教会,潰さ,潰さ,patient,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,dehumanization
0,jp,svo,日本人,増え,増え,agent,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,cognitive_manipulation
0,jp,svo,日本人,叩き,叩き 者,patient,youtubeでは統一教会、日本会議、自民党阿部派から、金で雇われた連中が、高市早苗擁護の動画を、突然大量にUPし始めた。そのコメント欄には、金で雇われた提灯持ち達が、大量に高市早苗擁護の書き込みをしている。こいつらを動かすために、統一教会が霊感商法、被害者や犠牲者から巻き上げた莫大な金が、相当使わ,moral_accusation
0,jp,svo,安倍晋三,起訴,起訴,agent,統一教会は 北朝鮮へ核開発・核弾道ミサイルの開発資金渡していたのですから日本支局幹部は 当然死刑 安倍晋三元総理と細田衆院議長は 結果責任で 事実を知っていようがいまいが死刑 安倍晋三が外患誘致罪で 起訴された場合 どこをどう考えても有罪 外患誘致罪」（刑法81条） 「外患援助罪」（刑法82条） い,dehumanization
0,jp,svo,自民党,変わら,変わら,patient,【世論工作】「Dappi」だけじゃない。ネトサポやバイト、カルト信者を使った自民党「野党攻撃」 中国の五毛党と変わらぬ日本の惨状 [ramune★] 2021/10/13 https://asahi.5ch.ne...newsplus/1634083864/ 「統一教会」の名前で知られている「天の父,other
0,jp,svo,自民党,支持,支持,patient,【世論工作】「Dappi」だけじゃない。ネトサポやバイト、カルト信者を使った自民党「野党攻撃」 中国の五毛党と変わらぬ日本の惨状 [ramune★] 2021/10/13 https://asahi.5ch.ne...newsplus/1634083864/ 「統一教会」の名前で知られている「天の父,other
0,jp,svo,自民党,あっ,あっ,agent,＞彼女は強い剣幕で反駁してきた。 ＞ 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？ ＞日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！ ＞その日本から、統一教会に,other
0,jp,svo,自民党,作る,作る,patient,＞彼女は強い剣幕で反駁してきた。 ＞ 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？ ＞日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！ ＞その日本から、統一教会に,other
0,jp,svo,自民党,組ん,組ん,patient,＞彼女は強い剣幕で反駁してきた。 ＞ 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？ ＞日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！ ＞その日本から、統一教会に,political_interference
0,jp,svo,統一教会,統治,統治 人類,agent,＞彼女は強い剣幕で反駁してきた。 ＞ 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？ ＞日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！ ＞その日本から、統一教会に,political_interference
7,jp,svo,教会,出入り,出入り,patient,奇跡が無い宗教 それはユダヤ人の預言者でも キリスト教でも駄目だよな 君たちは何がやりたいのだ？ それくらい理解しようよ 知識人を装うならさ 何のミラクルも無い 寿命や病気で一般人と同じように死んでいって くだらない聖書に詳しい 洗礼を受けたから キリスト教に詳しい 教会に出入りしている それでつま,other
0,jp,svo,統一教会,なっ,なっ,agent,そもそも統一教会が自民党のパトロンみたいな 存在になっちゃっていたんだから、 少なからず自民議員は全員クロだろ。 教祖が死ぬ前に自民党をはじめ野党の大物議員も自分の力で 国会議員にしたって語ってるんだから,other
0,jp,svo,自民党,はじめ,はじめ,patient,そもそも統一教会が自民党のパトロンみたいな 存在になっちゃっていたんだから、 少なからず自民議員は全員クロだろ。 教祖が死ぬ前に自民党をはじめ野党の大物議員も自分の力で 国会議員にしたって語ってるんだから,other
0,jp,svo,安倍晋三,死ん,死ん,agent,>>943 統一教会のせいで安倍晋三が死んだからね,dehumanization
0,jp,svo,安倍晋三,放題,放題,agent,安倍晋三が好き放題していた時期は一強他弱などといわれ、それはもう清和会などは我が世の春だったのだろう。公文書偽造や国有地の無償払い下げ、私物化等々やりまくっても何ら司法からのお咎（とが）めもなく、けじめもなくやり過ごされた。そうした長期政権の後、菅、岸田とつないだところで安倍晋三は統一教会の信者二世,moral_accusation
0,jp,svo,安倍晋三,銃殺,銃殺,agent,安倍晋三が好き放題していた時期は一強他弱などといわれ、それはもう清和会などは我が世の春だったのだろう。公文書偽造や国有地の無償払い下げ、私物化等々やりまくっても何ら司法からのお咎（とが）めもなく、けじめもなくやり過ごされた。そうした長期政権の後、菅、岸田とつないだところで安倍晋三は統一教会の信者二世,dehumanization
0,jp,svo,自民党,敗北,敗北,patient,安倍晋三が好き放題していた時期は一強他弱などといわれ、それはもう清和会などは我が世の春だったのだろう。公文書偽造や国有地の無償払い下げ、私物化等々やりまくっても何ら司法からのお咎（とが）めもなく、けじめもなくやり過ごされた。そうした長期政権の後、菅、岸田とつないだところで安倍晋三は統一教会の信者二世,political_interference
36,jp,svo,教会,やめ,やめ,patient,"生まれついての信者として、マジでやってらんないわ。うちの教団の偉いさんたちがさ、「伝統的な家族観が大事」とか何とか言って、信者に自民党へ投票させようとしてたのには心底がっかりした。あの政治家やその取り巻きがばら撒いてた排外主義や女性蔑視、ヘイト発言の数々は全部スルーかよ。

結局、あいつらの公約なん",political_interference
0,jp,svo,統一教会,でっち,でっち,agent,>>拉致問題は統一教会がでっちあげた カチズンだか知らないけど つまらん妄想聞き飽きた こういう奴がいるから民主党は晩年野党なんだよ 全ての諸悪の根源は中韓と言ってるネトウヨと何も変わらん お花畑極左とお花畑極右は日本の癌,moral_accusation
3,jp,svo,教会,呼ぶ,呼ぶ ら,patient,"ゲイリー、お前は自分の世界観に都合よく、勝手に言葉の定義を捏造してるだけだろ。同性愛者を結婚させることが、キリスト教の牧師の神聖な務めだったことなんて一度もねえよ。そんな事例があるなら一つでも見つけてみろ。そしたら俺の考えも改めてやる。

どうせお前は自分の勝手な理屈で意見を固めて、歴史を修正しよう",dehumanization
4,jp,svo,jesus,なびい,なびい,patient,JesusってUMAじゃねえの。。 色情魔なのがJesus＆Japhkiel=エンリルである。 Satan＆Barverit=エンキもだけどな。 キリスト教の崩壊。 故に欧米の白人種が優遇されている理由。 白人富裕層はJesusになびいた薄情な色情魔である。。 ヌッコロし対象。 請求した方がいい案件,cognitive_manipulation
0,jp,svo,統一教会,壊滅,壊滅,patient,俺が山上なら統一教会を1人で壊滅出来たと思う,dehumanization
0,jp,svo,統一教会,擁護,擁護,patient,バカウヨが山上を叩いて統一教会を擁護するのは 統一教会が表向き反中で反共で反左翼だから だからネトウヨ曰く統一教会が多少の悪さしても目を瞑って護るべきなんだそうな 自分らの政治的目的の為ならどれだけ多くの善良な日本人が食い物にされ破滅しても気にもしないのがネトウヨです こんな売国奴のゴミどもが保守気,institutional_rot
22,jp,svo,マリア,呼ばわり,呼ばわり,patient,>>335 あなたの手の震えは、アルコール中毒症状と考えられます マリアを聖母呼ばわりし、各人の聖人指定や帰天決めつけは、カトリックが勝手に行なっている判断です 悪い実を多数生み出してきたカトリック史を考慮に入れるならば、聖母の乳ワインなどという俗受け商品を買うべきでないでしょ,dehumanization
0,jp,svo,自民党,入れ,入れ,patient,>>724 統一教会もパチンコも朝鮮のヤクザだし 自民党の大票田だからな パチンコ屋経営の在日韓国人が自民党に組織票入れて逮捕されてる 参院選買収で韓国籍のパチンコ会社社長らを買収の約束容疑で再逮捕…従業員に残業代名目で支払うと https://www.yomiuri....20250916-OYT,other
15,jp,svo,カトリック,信用,信用,patient,Jay、勘違いしてるようだが、お前はここの奴らの指導者様じゃないんだよ。それにその「ありがたいご高説」は、教会の公式な教えに反してるんだが？要するに、カトリックについてお前の言うことなんか何一つ信用できん。,cognitive_manipulation
38,jp,svo,キリスト教,広がっ,広がっ,agent,キリスト教は開祖が亡くなっても世界中へ広がったが、 幸福の科学や創価学会は教祖が死んでから衰退してる。 偽の宗教、偽の救世主などその程度。,cognitive_manipulation
0,jp,svo,統一教会,起こし,起こし 訴訟,patient,>>820 統一教会に対して訴訟を起こしてないし 安倍晋三まんじゅうの販売者に対して訴訟を起こしてないんだろうなあ でもそれでお前は「統一教会の言葉は真実」って信じるようになるけど 俺は「訴訟をしないから」って理由で統一教会の言葉を信じる気になれないんだわ 統一教会の言葉を信じない俺のような人間は不,political_interference
0,jp,svo,統一教会,洗脳,洗脳,patient,>>452 その程度の脳みそだから簡単に統一教会に洗脳されるってこと気付いてないんだよ,cognitive_manipulation
0,jp,svo,統一教会,流し,流し,agent,https://i.imgur.com/W9fcjX0.png 統一教会が妹に関するデマ流してたよな マジで腐ってるわ,cognitive_manipulation
0,jp,svo,統一教会,与え,与え ダメージ,patient,>>819 教祖の発言を信じるか否かはともかく、 安倍ちゃんの存在とその協力姿勢が統一教会を利する事になっていたのは確かだ。 そして山神は当事者として、それを良く知っている。 安倍ちゃん個人に恨みはなかったなんて言っていたくらいだからな。 だが、安倍ちゃんを安倍する事で統一教会にダメージを与えられる,moral_accusation
0,jp,svo,韓国,送っ,送っ 金,patient,統一教会の祝福家庭が代表の兵庫のENWA株式会社は、韓国にお金を送っている実態がある。韓国の統一教会が金銭問題で逮捕されたように、このENWA株式会社の奴らも逮捕されるだろう。 罪深いENWA株式会社のゴミどもは早くﾀﾋぬべき。ﾀﾋぬようになっている。,economic_exploitation
0,jp,svo,統一教会,逮捕,逮捕,agent,統一教会の祝福家庭が代表の兵庫のENWA株式会社は、韓国にお金を送っている実態がある。韓国の統一教会が金銭問題で逮捕されたように、このENWA株式会社の奴らも逮捕されるだろう。 罪深いENWA株式会社のゴミどもは早くﾀﾋぬべき。ﾀﾋぬようになっている。,moral_accusation
0,jp,svo,統一教会,壊さ,壊さ,patient,統一教会に家庭壊されたっていう設定なのに、ご自身は医大いってますよね・・・？,dehumanization
0,jp,window,統一教会,献金,献金,unknown,>旧統一教会関連会社が北朝鮮に潜水艦を仲介 日本人信者の献金が北の兵器開発に使われていないか なんで右翼はこんな団体を擁護してんだよ,economic_exploitation
0,jp,window,日本人,献金,献金,unknown,>旧統一教会関連会社が北朝鮮に潜水艦を仲介 日本人信者の献金が北の兵器開発に使われていないか なんで右翼はこんな団体を擁護してんだよ,economic_exploitation
0,jp,svo,統一教会,展開,展開,agent,ちなみに統一教会は世界中で展開してるが、実に70%もの献金が日本からだったとの事 つまり他国ではごく普通の新興宗教で、日本で山上家が破産するほど追い詰められたような過酷な献金は無かったんだろう ただ日本に対する執着が異常なだけで こんな宗教を選挙協力のために国内に引き入れ保護してきた自民党の罪も重い,political_interference
0,jp,window,統一教会,献金,献金,unknown,ちなみに統一教会は世界中で展開してるが、実に70%もの献金が日本からだったとの事 つまり他国ではごく普通の新興宗教で、日本で山上家が破産するほど追い詰められたような過酷な献金は無かったんだろう ただ日本に対する執着が異常なだけで こんな宗教を選挙協力のために国内に引き入れ保護してきた自民党の罪も重い,economic_exploitation
0,jp,window,自民党,献金,献金,unknown,けで こんな宗教を選挙協力のために国内に引き入れ保護してきた自民党の罪も重いと思う,economic_exploitation
23,jp,svo,キリスト教,やっ,やっ 実験,agent,キリスト教は皆んなで一人を犠牲にするキリスト実験をやっていて、 クリスチャンが複数殺されたことがある。 何という愚かな宗教だ。,dehumanization
23,jp,svo,クリスチャン,殺さ,殺さ,agent,キリスト教は皆んなで一人を犠牲にするキリスト実験をやっていて、 クリスチャンが複数殺されたことがある。 何という愚かな宗教だ。,dehumanization
0,jp,svo,統一教会,作っ,作っ,patient,>>889 陸軍中野学校が統一教会を作ったから、ただの自作自演だよ,other
0,jp,svo,日本人,洗脳,洗脳,patient,統一教会と創価学会は境界知能のアホな日本人を洗脳して 三菱やモルガン等のユダヤ系銀行を通してイスラエルに送金してる,cognitive_manipulation
0,jp,window,統一教会,洗脳,洗脳,unknown,統一教会と創価学会は境界知能のアホな日本人を洗脳して 三菱やモルガン等のユダヤ系銀行を通してイスラエルに送金してる,cognitive_manipulation
0,jp,svo,安倍晋三,なっ,なっ,agent,「移民政策はとらない」と言って当選した安倍晋三は、首相になった途端、経団連のわいろを受け取り、経団連の意向に沿って外国人の受け入れ基準を緩和した。 https://pbs.twimg.co.../GwLlBL2XMAALn-S.jpg https://pbs.twimg.co.../GwLlDr-X,other
0,jp,svo,統一教会,主張,主張,agent,「移民政策はとらない」と言って当選した安倍晋三は、首相になった途端、経団連のわいろを受け取り、経団連の意向に沿って外国人の受け入れ基準を緩和した。 https://pbs.twimg.co.../GwLlBL2XMAALn-S.jpg https://pbs.twimg.co.../GwLlDr-X,other
0,jp,svo,日本人,貢が,貢が 財産,agent,統一教会の主な教義 ・日本人は半島に対し戦争犯罪を犯したので全財産を貢がなければいけない ・日本はエバ国家サタンの国なので神の国である半島に仕えよ ・天皇を真のお父母様に土下座させる ・日本人は動物にも劣る劣等民族なので犬と結婚させるのも勿体ない ・日本の税金を今の3倍に増やし生活水準は3分の1にし,economic_exploitation
0,jp,svo,日本人,結婚,結婚,agent,統一教会の主な教義 ・日本人は半島に対し戦争犯罪を犯したので全財産を貢がなければいけない ・日本はエバ国家サタンの国なので神の国である半島に仕えよ ・天皇を真のお父母様に土下座させる ・日本人は動物にも劣る劣等民族なので犬と結婚させるのも勿体ない ・日本の税金を今の3倍に増やし生活水準は3分の1にし,sexual_abuse_frame
0,jp,svo,日本人,減らす,減らす,patient,統一教会の主な教義 ・日本人は半島に対し戦争犯罪を犯したので全財産を貢がなければいけない ・日本はエバ国家サタンの国なので神の国である半島に仕えよ ・天皇を真のお父母様に土下座させる ・日本人は動物にも劣る劣等民族なので犬と結婚させるのも勿体ない ・日本の税金を今の3倍に増やし生活水準は3分の1にし,other
0,jp,svo,日本人,徴兵,徴兵,patient,統一教会の主な教義 ・日本人は半島に対し戦争犯罪を犯したので全財産を貢がなければいけない ・日本はエバ国家サタンの国なので神の国である半島に仕えよ ・天皇を真のお父母様に土下座させる ・日本人は動物にも劣る劣等民族なので犬と結婚させるのも勿体ない ・日本の税金を今の3倍に増やし生活水準は3分の1にし,political_interference
14,jp,svo,統一教会,気づき,気づき,agent,"宗教なんて何千年あっても、人類の進歩に貢献したことなんか一度もねーだろ。

日本人だって、自民党と統一教会が裏でズブズブで、国民を何十年も食い物にしてきたって事実にやっと気づき始めたところだろ。あのカルト右翼どもは、この国を戦前の暗黒時代に戻したいだけなんだよ。

だからこそ、「宗教ごとき」に民主主",other
11,jp,svo,キリスト教,虐殺,虐殺,patient,">>キリスト教の方がイスラム教より大量虐殺してるんだよなぁ
.

お前の脳内ではそういうストーリーなんだろうが、ソースは？まさかお前の妄想？

毎度毎度デマを垂れ流してご苦労さん。お前がただの反欧米拗らせたパヨクだってのはもう皆知ってるんだわ。今更アピールすんな、うざい。",dehumanization
1,jp,svo,トランプ,離脱,離脱,agent,"あの民主党の蓮舫あたりが、トランプがパリ協定から離脱したのは「神への冒涜だ！」とか喚いてたらしいなw

ローマ教皇とやらも同じこと言ってるんだとよ。

こいつ、一応カトリックで、女子校も大学もバリバリのカトリック系らしいじゃん。

なのに「私の“信仰”が同性婚を支持させるのです！」とか言い出したのは",cognitive_manipulation
0,jp,svo,統一教会,抜け,抜け,patient,母親が「献金したら家庭がよくなりと思ったけどそうじゃなかった」と言ってたけどまだ統一教会から抜けてないんだよね？ この事件で日本から厳しい対応取られるようになったし絶対針の筵だと思うんだけど… 償え！みたいな感じで詰められてて抜けられないとかあるのかな,cognitive_manipulation
0,jp,window,統一教会,献金,献金,unknown,庭がよくなりと思ったけどそうじゃなかった」と言ってたけどまだ統一教会から抜けてないんだよね？ この事件で日本から厳しい対応取られるようになったし絶対針の筵だと思うんだけど… 償え！みたいな感じで詰められてて抜けられないとかあるのかな,economic_exploitation
0,jp,svo,統一教会,容れ,容れ,agent,統一教会は一見“陰陽学”のようだがかなり無理がある。 葉隠には『武士道とは死ぬことと見つけたり』と見られるが 男女は陽と陰では固定できない。男は父となると陰である。 「母子」が陽となる。 こうなれば男女は陽と陰では固定できない。男は父となると陰である。 「母子」が陽となり、その陽が家を継がせ続けるが,cognitive_manipulation
17,jp,window,キリスト教,洗脳,洗脳,unknown,wwwwww なんで泡沫カルト団体の洗脳を受けた末端信者が、キリスト教スレでキリスト者を仕切ろうとすんの？,cognitive_manipulation
0,jp,svo,統一教会,入り,入り,agent,こんな巨悪を野放しにした政治家がいるらしいな 安倍の事じゃないぞ？ 統一教会が入り込んでから今までいた国会議員のほぼ全員の事だぞ？ 異常すぎるだろこの国,cognitive_manipulation
2,jp,window,教会,搾取,搾取,unknown,"役割を勘違いして偉そうにしてる男が多すぎるんだよ！そのせいで教会は腐り、どれだけの女性が搾取されてきたと思ってんだ。

男尊女卑がまかり通ってる国を見ろよ。女性への暴力が世界で最も酷い国ばっかじゃんか。

神が不平等を創るわけないだろ。神が持つ女性的な側面と男性的な側面は完全に対等なんだよ。神が世界",economic_exploitation
0,jp,svo,統一教会,支払っ,支払っ 料,agent,>>823 統一教会は安倍晋三の写真に いくらぐらい使用料を支払っていたと思う？ 使用料1.5億円でも安倍は受け取らないんじゃないかな？ 安倍の夢の憲法改正の国民投票ができなくなるから,economic_exploitation
0,jp,svo,安倍晋三,受け,受け,agent,>>823 統一教会は安倍晋三の写真に いくらぐらい使用料を支払っていたと思う？ 使用料1.5億円でも安倍は受け取らないんじゃないかな？ 安倍の夢の憲法改正の国民投票ができなくなるから,other
0,jp,svo,統一教会,投票,投票,agent,>>1 韓国統一教会の奈良教会が「自民党の高市早苗に投票しろ」,political_interference
2,jp,svo,教会,率いる,率いる,patient,"女を人間扱いせず、男と同等に聖職につかせないから、こういう当然の末路を辿るんだよ。

神に召されて教会を率いるはずだった女性たちを「女だから」という理由だけで不浄で価値がないと決めつけ、聖職から締め出す。その結果、信徒を増やし神の教えを広めるどころか、潰れる必要のない教会が次々と閉鎖に追い込まれるの",other
