annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at,split
1100,1,0.4319150845209757,1,2026-02-03T03:15:22.453049Z,1,21215,4.215,3/3,uncertain_or_low_confidence,統一教会から自民に？ほうほう,2026-02-03T03:15:22.453067Z,train
2628,1,0.4604588150978088,0,2026-02-14T10:05:27.737483Z,0,21216,9.974,1/5,uncertain_or_low_confidence,神は死んだ者の神ではなく、生きている者の神です。死人を葬るのは死人に任せなさい 私ではなくキリストⅤ,2026-02-14T10:05:27.737497Z,train
1726,1,0.318777101735274,1,2026-02-11T04:44:52.500473Z,1,21217,7.632,1/5,uncertain_or_low_confidence,">>843 むしろパヨクこそ反日の統一教会を叩く愛国者なのでは？ 統一教会問題まだある論点 教団の「反日思想」 原語資料にある""これだけの証拠"" 日本は「教育するしかない」 「はい！」と返事をさせる 現場の日本人を""ターゲット""にする手法 (明治維新以降の日本人は)「自分たちのためになるもの」として、（朝鮮半島で）盗みを働いていてきました。悪魔より悪いんです。その土地に足を踏み入れ（植民地統治）、その地の所有物を食い散らかして生きるというのは恥ずかしいことです。（然るべき）時が来たら、すべて燃えて消えなければなりません。わかりますか？ どういう意味ですか？ →つまり悪魔より悪い日本人は韓国を植民地支配して韓国人の所有物を食い散らかして生きてきた 日本人は財産を韓国に返して消えなければなりません、という事 それが統一教会の過酷な献金なんだろう そしてそんな統一を保護してきたのが自民党という事 https://news.yahoo.c....jp/expert/articles/ おk",2026-02-11T04:44:52.500495Z,train
3777,1,0.4655917584896087,0,2026-02-18T03:35:30.034374Z,0,21218,2.862,1/5,uncertain_or_low_confidence,"【楽天市場】ビアンキ　ROMA1の通販 「ビアンキ　ROMA1」の検索結果 【定価3万円以上のバッテリーライトプレゼント！】BIANCHI ビアンキ 2019年モデル ROMA 1 DISC ローマ1ディスク クロスバイク 132,840円 +送料2,980円 ビアンキ　ROMA1に関連する検索キーワード キーワード「ビアンキ　ROMA1」を登録 商品価格ナビで「ビアンキ　ROMA1」を検索",2026-02-18T03:35:30.034399Z,train
1955,1,0.4663869142532348,0,2026-02-12T05:43:59.518076Z,0,21219,3.319,1/5,uncertain_or_low_confidence,【ボホール】アジア・グリーンホテル賞に輝いた ベルビューリゾートが人気｜ニフティニュース 2017年08月14日 09時00分	グローバルニュースアジア フィリピンビジネスミッション2017を東京で開催ーフィリピン観光省 【ボホール】パクリ中国とは違う、神聖なオブジェが浮かぶイソラ・デ・フランシスコ島 12137-4487,2026-02-12T05:43:59.518096Z,train
5188,1,0.3940967818101247,0,2026-02-24T13:32:54.303102Z,0,21221,100.669,3/3,uncertain_or_low_confidence,>>134 フランスの先祖ってノルマン王朝から始まってるけどあれはあの辺りの海を荒らし回ってた海賊だからな。 その前のローマ帝国時代に征服される前はガリア人がフランスに住んでいてヒゲモジャで目がらんらんと狂気に輝いていて獣からはいだ毛皮を体にまとっているがほとんどの体の部分が隠れてなくて屈強なローマ戦士が戦意を失って戦う前に退却したぐらいの原人ぶりだからね そのフランスが今やコスメや香水 バッグから靴から宝飾品から服までブランド商売してるから笑う。 いやお前らガリア戦記で臭い体を川で洗う習性があったとか記録されてるやん当時のローマに そいつらが作ったプレートだけ貼った中華製品をありがたがってる拝金主義者ワロスだよ本当に,2026-02-24T13:32:54.303117Z,train
1651,1,0.4163860281308492,0,2026-02-10T14:54:11.355038Z,0,21222,3.493,1/5,uncertain_or_low_confidence,2017年10月29日聖書教育の学び（2013年2月28日祈祷会、ヨブ記42章、ヨブの再生） 投稿日時 2017-10-23 08:51:02 | カテゴリ： みんなの証 http://shinozaki-baptist.jp/modules/wakachiai/index.php?page=article&storyid=326,2026-02-10T14:54:11.355054Z,train
2922,1,0.4675291081269582,1,2026-02-15T01:48:33.881576Z,0,21223,22.481,2/4,uncertain_or_low_confidence,・ドイツ司教協議会の新会長－既婚司祭と女性司祭叙階に前向き（Crux) | カトリック・あい ← ・新型ウイルス感染下の児童保護の在り方はー国際ウエブ・セミナーに70か国、500人参加 ・20日は国連「世界難民の日」－UNHCRはシリア難民支援呼びかけ、日本でも各種の行事 →,2026-02-15T01:48:33.881593Z,val
3630,1,0.4642932812372843,0,2026-02-17T13:08:37.984053Z,0,21224,4.864,1/5,uncertain_or_low_confidence,「私は貴人たちと争った」―ネヘミヤの例から―キリストの御業の完全性と、キリストが御父にとって完全な満足である真理を回復する終末の運動｜キリストの至高性｜私ではなくキリストⅥ（東洋からの風の便りIII） Home > ブログ > キリストの至高性 > 「私は貴人たちと争った」―ネヘミヤの例から―キリストの御業の完全性と、キリストが御父にとって完全な満足である真理を回復する終末の運動,2026-02-17T13:08:37.984080Z,val
5172,1,0.4497684836387634,0,2026-02-24T13:29:35.328839Z,0,21225,13.271,2/4,uncertain_or_low_confidence,キリストはピタゴラスの弟子・アポロニウスだった！ TVが結論、ヨガ修行、超能力…類似点多数！ http://rio2016.5ch.n....cgi/psy/1749281622/ イエス・キリストは現在のパレスチナ・ベツレヘム、あるいはイスラエル北部の地域と ヨルダンの一部にまたがるガリラヤで処女マリアのもとに生まれたとされる。 だが、彼の出生・生涯については今も不明な点が多く、特に13歳〜29歳までは資料が ほとんど残ってのらず「空白の17年間」と呼ばれている。 そうした中、イエスは古代ギリシア人だったという説が急浮上している。 英紙「Express」（2月11日付）によると、ドキュメンタリー映画「Bible Conspiracies」が、 イエスは古代ギリシア・アナトリアに生まれたアポロニウスという人物だと主張しているというのだ。 アポロニウスは、キリストとほぼ同時代に生まれた古代ギリシアの宗教家である。 数学者ピタゴラスが創始したピタゴラス教団に信徒であり、肉食、飲酒、姦淫を絶ち、 靴は身につけず、髪の毛や髭も伸ばしっぱなしという質素な生活を送っていた。 ブッダは実在しない http://www.kadokawa....roduct/321507000088/ 日本人は仏教誕生を何も知らない。 ブッダは創作された一つの観念である！ 釈迦誕生からその後の仏教の変遷をたどると、ブッダは実在の人物ではなく創り出された一つの観念だった。 その観念から、人物としてのブッダが生み出されていった道筋を読み解いた日本初の画期的な「ブッダ伝」。,2026-02-24T13:29:35.328859Z,train
5080,1,0.446142832438151,0,2026-02-24T09:58:13.769790Z,0,21230,5.566,2/4,uncertain_or_low_confidence,ペンション　イング・トマム トマムリゾート【楽天トラベル】 ペンション　イング・トマム トマムリゾート ■　星野リゾート　トマム　■ 広大なトマムの森に大自然と融合したリゾート施設 どなたでも満足頂ける世界に誇るリゾートです(イング・トマム談) オーナーの雲海解説は大好評！！ ゲレンデはコースが豊富！海外ファンも大勢訪れます ミナミナプール 雲海【期間限定】 安藤忠雄氏設計　水の教会,2026-02-24T09:58:13.769833Z,train
1335,1,0.6283932824929556,0,2026-02-08T07:21:22.140345Z,0,21231,2.679,2/4,uncertain_or_low_confidence,鈴木 昭英 (著) 祖庭禅師信仰の展開と八海山行者 巫覡・盲僧の伝承世界 通号 2 2003-03-28 130-161 (R) 詳細 立川 武蔵 (著) 祖先崇拝と仏塔 ネパール密教――歴史・マンダラ・実践儀礼 通号 2015-12-24 186-189(R) 詳細,2026-02-08T07:21:22.140359Z,val
1949,1,0.6232524911562601,0,2026-02-12T05:43:37.356135Z,0,21232,2.593,2/4,uncertain_or_low_confidence,きょうのことば『最高の贈り物』: 中ぶんなの日記 « 気分転換 | トップページ | パイプオルガン » 2015年12月 6日 (日) 教会 | 固定リンク http://app.f.cocolog-nifty.com/t/trackback/461668/62814185 この記事へのトラックバック一覧です： きょうのことば『最高の贈り物』:,2026-02-12T05:43:37.356155Z,train
1644,1,0.4479824304580688,0,2026-02-10T14:53:39.272537Z,0,21233,2.769,2/4,uncertain_or_low_confidence,たより歴史「謄写版の証し」 石居　基夫 | 日本福音ルーテルむさしの教会 / 阿佐ヶ谷 – 鷺ノ宮 -杉並区 « たより歴史「むさしの教会だより」の思いで」 西村　友則 教会と歴史（14） 石居　正己 »,2026-02-10T14:53:39.272559Z,train
3729,1,0.5868746936321259,0,2026-02-17T14:40:23.199921Z,0,21234,74.091,1/5,uncertain_or_low_confidence,"クロアチア – せかいつながる Home旅の情報訪問国一覧クロアチア 2 移動経路（5日間：2013/9/27-10/1） 人口 約4.4百万人 面積 56,542km2（123位） 通貨 クーナ (kn)（HRK） 宗教 キリスト教(ｶﾄﾘｯｸ88%) 移動経路（5日間：2013/9/27-10/1） ザグレブ 個室 7×24 CENTRAL Hostel ドゥブロブニク 個室 Apartments&rooms Stella ●プリトヴィツェ湖群国立公園 ●青天のプリトヴィツェ湖群国立公園",2026-02-17T14:40:23.199939Z,train
3897,1,0.59212659796079,0,2026-02-18T03:57:22.974922Z,0,21235,2.365,1/5,uncertain_or_low_confidence,びびなび サンフランシスコ (アメリカ合衆国) あなたの街のクラシファイド / まちかど写真集 / 朝のSF 2018年(平成30年) 5月27日日曜日 PM 06時17分 (PDT) 朝のSF 朝、ふと写真をとったらとてもきれいだったので。 [登録者]momokoプリモナーラ 掲載日 : 2004/01/29 変更日 : 2004/01/29 総閲覧数 : 697 人,2026-02-18T03:57:22.974940Z,train
1453,1,0.4691656231880188,0,2026-02-10T14:20:12.276993Z,0,21236,3.413,1/5,uncertain_or_low_confidence,カトリック中央協議会｜教皇フランシスコ、2020年6月28日「お告げの祈り」でのことば https://ift.tt/3fNUWK5,2026-02-10T14:20:12.277013Z,train
2008,1,0.5733970204989115,0,2026-02-12T13:20:44.859795Z,0,21238,1.967,0/6,uncertain_or_low_confidence,溜池山王駅の寺・神社・教会(東京メトロ銀座線) - 寺・神社・教会の検索なら30min. 溜池山王駅の寺・神社・教会 トップ　 全国の寺・神社・教会　 路線選択　 東京メトロ銀座線　 東京メトロ銀座線の寺・神社・教会　 溜池山王駅　 溜池山王駅のレジャー　 溜池山王駅の寺・神社・教会 溜池山王駅の寺・神社・教会(東京メトロ銀座線)を1件掲載。溜池山王駅の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-12T13:20:44.859821Z,val
4569,1,0.5522524019082388,0,2026-02-19T03:10:07.087117Z,0,21242,2.082,0/6,uncertain_or_low_confidence,井口堂の寺・神社・教会(池田市) - 寺・神社・教会の検索なら30min. 井口堂の寺・神社・教会 トップ　 全国の寺・神社・教会　 大阪府　 大阪府の寺・神社・教会　 池田市　 池田市の寺・神社・教会　 井口堂　 井口堂のレジャー　 井口堂の寺・神社・教会 井口堂の寺・神社・教会(池田市)を0件掲載。井口堂の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-19T03:10:07.087140Z,train
1891,1,0.4647095203399658,0,2026-02-12T04:33:35.270456Z,0,21244,2.279,3/3,uncertain_or_low_confidence,古事記の宇宙「神道には善悪の区別がない！？」第73世竹内宿禰（竹内睦泰） : 時代を読み解く　by hymisoshiru 「人間哲学」カテゴリの最新記事 ＃イエスキリスト ＃コロポックル原始日本人（宇宙人） ＃モーセの十戒 ＃神代文字 ＃聖徳太子 ＃古神道 ＃古事記 ＃天皇 ＃富士文書,2026-02-12T04:33:35.270470Z,train
2810,1,0.4450017313162486,0,2026-02-15T01:26:10.110135Z,0,21245,4.153,2/4,uncertain_or_low_confidence,「神は生きている者の神です」　渡部 伸夫 | アガペーTV（アガペーインターネット放送局） 投稿日: 2012年6月18日 2016年8月3日 投稿者: admin 「神は生きている者の神です」　渡部 伸夫 新約聖書：マルコの福音書 12：18～27 過去の投稿前 「714本」　L.i.C 次の投稿次 「天の父を思う　その１」　L.i.C,2026-02-15T01:26:10.110153Z,train
2084,1,0.475905825694402,0,2026-02-12T14:03:15.908525Z,0,21246,1.62,1/5,uncertain_or_low_confidence,"蚤の市 – ブリュッセル。 Tag Archives: 蚤の市 隔週日曜日はSeanが教会で日曜学校（来年あるキリスト教の行事、première… Continue reading the ""marché Sablon"" »",2026-02-12T14:03:15.908543Z,train
1559,1,0.471070518096288,1,2026-02-10T14:41:06.511356Z,0,21247,30.808,1/5,uncertain_or_low_confidence,サンフランシスコの街は、ジャズの歴史の中に大きな影響を受けています。50年代後半と60年代のフィルモア地区は「西部のハーレム」として知られ、ジャズワークショップ、ブラックホーク、ベイシンストリートウエスト、...,2026-02-10T14:41:06.511377Z,train
3871,1,0.5542542636394501,0,2026-02-18T03:53:56.857229Z,0,21248,1.758,0/6,uncertain_or_low_confidence,仁江戸の寺・神社・教会(結城郡八千代町) - 寺・神社・教会の検索なら30min. 仁江戸の寺・神社・教会 トップ　 全国の寺・神社・教会　 茨城県　 茨城県の寺・神社・教会　 結城郡八千代町　 結城郡八千代町の寺・神社・教会　 仁江戸　 仁江戸のレジャー　 仁江戸の寺・神社・教会 仁江戸の寺・神社・教会(結城郡八千代町)を0件掲載。仁江戸の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-18T03:53:56.857252Z,train
2924,1,0.6164621909459432,1,2026-02-15T01:48:43.025078Z,0,21251,6.835,1/5,uncertain_or_low_confidence,2016年10月2日 マルコの福音書第３章７節～１２節「信じて触る者たち」（岩本遠億牧師） by キリストの平和教会 • A podcast on Anchor,2026-02-15T01:48:43.025097Z,train
3858,1,0.4176844954490661,0,2026-02-18T03:51:23.214241Z,0,21252,2.995,3/3,uncertain_or_low_confidence,【森友＆昭恵隠し】苦肉の策のはずの「９条加憲改憲」表明で安倍は自らを窮地に追い込んだ: 今この時＆あの日あの時 « 【安倍降ろし】政局一直線 ポスト安倍の岸田、石破が安倍改憲を真っ向否定＆民進、社民が小沢自由党と合流？ | トップページ | 【米国と北朝鮮急接近】ローマ法王仲裁で5月24日バチカンで米朝電撃和解も？小沢政権早期樹立が急務である » 2017年5月14日 (日) 日本の事件 | 固定リンク,2026-02-18T03:51:23.214260Z,train
2811,1,0.4354894359906514,0,2026-02-15T01:26:13.947133Z,0,21253,3.674,2/4,uncertain_or_low_confidence,投稿日 : 1999年10月14日 最終更新日時 : 2016年9月21日 作成者 : 石郷岡 一平 カテゴリー : 礼拝でのお話 ← 結果じゃないよ、過程だよ 暗闇の中の光　－イエス・キリスト－ →,2026-02-15T01:26:13.947159Z,train
4550,1,0.4645356337229411,0,2026-02-19T03:06:17.432459Z,0,21254,1.691,1/5,uncertain_or_low_confidence,礼拝メッセージ　「感謝をもって」 | | きょうもいい人 礼拝メッセージ　「感謝をもって」 中澤信幸牧師	礼拝聖書メッセージ	0:32:03 0 Comments http://media.blubrry.com/ws_oono/p/nobu.bokushi.jp/audio/171231.mp3 Podcast: Download (Duration: 32:03 — 29.3MB) 聖書箇所 詩篇147篇 導き 感謝 救い 賛美,2026-02-19T03:06:17.432482Z,train
3804,1,0.5755626360575358,0,2026-02-18T03:40:10.285511Z,0,21255,1.728,0/6,uncertain_or_low_confidence,三厩駅の寺・神社・教会(JR津軽線) - 寺・神社・教会の検索なら30min. 三厩駅の寺・神社・教会 トップ　 全国の寺・神社・教会　 路線選択　 JR津軽線　 JR津軽線の寺・神社・教会　 三厩駅　 三厩駅のレジャー　 三厩駅の寺・神社・教会 三厩駅の寺・神社・教会(JR津軽線)を0件掲載。三厩駅の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。 三厩の寺・神社・教会 津軽浜名の寺・神社・教会,2026-02-18T03:40:10.285528Z,train
1669,1,0.561897466580073,0,2026-02-10T14:56:04.684762Z,0,21256,1.516,1/5,uncertain_or_low_confidence,ファッション雑誌で激売れアイテム通販 ＞ レディースブラウス ＞ smartpink/スマートピンク ＞ レディースブラウス通販〜smartpink/スマートピンクのプリーツドルマンブラウス/ブラック(019) ◆商 品 名：プリーツドルマンブラウス/ブラック(019) ◆ひらがな読み：ぷりーつどるまんぶらうす/ぶらっく(019) ◆カタカナ読み：プリーツドルマンブラウス/ブラック(019) ◆ローマ字読み：puri-tsudorumamburausu/burakku(019),2026-02-10T14:56:04.684774Z,train
2065,1,0.4317159454027812,0,2026-02-12T13:38:16.559563Z,0,21257,2.253,1/5,uncertain_or_low_confidence,ふるさと納税サイト [ふるさとチョイス] | 千葉県夷隅郡御宿町 - A23　御宿産純粋はちみつ 0120-92-2310 ・３９０g×２ 御宿町は1609年、サン・フランシスコ号を救助したことをきっかけに、国際交流が始まりスペイン産商品を取り扱っています。スペイン産生ハムをご賞味ください。■問い合わせ■　郵便局カタログ販売センター　0120-92-2…,2026-02-12T13:38:16.559581Z,train
1729,1,0.5421324769655863,0,2026-02-11T04:44:58.648084Z,0,21258,1.683,0/6,uncertain_or_low_confidence,南六郷の寺・神社・教会(大田区) - 寺・神社・教会の検索なら30min. 南六郷の寺・神社・教会 トップ　 全国の寺・神社・教会　 東京都　 東京都の寺・神社・教会　 大田区　 大田区の寺・神社・教会　 南六郷　 南六郷のレジャー　 南六郷の寺・神社・教会 南六郷の寺・神社・教会(大田区)を0件掲載。南六郷の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-11T04:44:58.648102Z,train
2038,1,0.4434550603230794,1,2026-02-12T13:25:05.542496Z,1,21259,14.726,3/3,uncertain_or_low_confidence,キリスト教の精神とまるで違う生き様をしながら 自分はクリスチャンのつもりなのが凄いよな マジ頭が狂っている マジどういう理解度で生きてるんだろな 逃げた弟子に対してイエスは福音の布教のお題を出した 弟子たちは全員が殉教したと噂されてる それを無職引きこもりはまるでキリスト教の精神とは違うよ,2026-02-12T13:25:05.542512Z,train
3738,1,0.6359773576259613,0,2026-02-17T14:45:31.307198Z,0,21260,1.87,1/5,uncertain_or_low_confidence,【2020年春】『ROMA』マーメイドアッシュハニーヘアエフォートレス小顔ボブのヘアスタイル｜BIGLOBE Beauty ローマ ギンザ(ROMA Ginza)/『ROMA』マーメイドアッシュハニーヘアエフォートレス小顔ボブ ビューティトップ > ヘアサロン > ヘアスタイル > ミディアム > 『ROMA』マーメイドアッシュハニーヘアエフォートレス小顔ボブ,2026-02-17T14:45:31.307217Z,train
3643,1,0.4695837100346883,1,2026-02-17T13:10:34.401503Z,0,21261,8.867,1/5,uncertain_or_low_confidence,神の国と神の義を求めなさい。そうすれば、これらのものはみな加えて与えられる。｜神の国の霊的統治｜私ではなくキリストⅦ（東洋からの風の便りIV) Home > ブログ > 神の国の霊的統治 > 神の国と神の義を求めなさい。そうすれば、これらのものはみな加えて与えられる。 十字架の死と復活の原則ー地に安住せず、さらにすぐれた故郷、天の故郷だけを目指して歩むー｜ ｜汚職まみれの東京オリンピックは関係者を奈落のどん底に追いやるだけで幻に終わる,2026-02-17T13:10:34.401530Z,train
5232,1,0.3840079406897227,1,2026-02-24T13:45:37.601835Z,1,21264,7.463,2/4,uncertain_or_low_confidence,統一教会に家庭壊されたっていう設定なのに、ご自身は医大いってますよね・・・？,2026-02-24T13:45:37.601855Z,train
3594,1,0.4095874627431233,1,2026-02-16T10:31:39.088257Z,1,21268,25.823,3/3,uncertain_or_low_confidence,私には↓の考え方がとても恐ろしいものに思えるのです。 790：栖雲居士 ◆dqam8SqGUPdm ：2025/10/13(月) 11:49:29.43 ID:ktOJMmts >神が悪を用いてウクライナのクリスチャン１０万人以上（兵士と庶民含む）を殺したのには、どんな理由があるのですか？ 横から失礼します。 それは＂神のみ業が現れる為＂ではないのでしょうか？ 勿論、通社会的概念からすればそれはロシアによるウクライナへの侵略に他なりませんが、宗教者の視点から観れば、そういう見方も成立するって思います。 *** 人が戦争を始める ↓ 神が悪を用いている ↓ 理由は、神のみ業が現れる為 これだと悪の全責任は神となり人類には何の罪もないことに なってしまいます。 イエス様は、悔い改めよ、神の国は近づいた、と おっしゃっています。 神が悪を用いるとも、 悪は神のみ業が現れる為とも言っていません。 イエス様の教えを歪める栖雲居士は問題です。,2026-02-16T10:31:39.088275Z,train
2082,1,0.6382248202959696,0,2026-02-12T14:03:11.535394Z,0,21270,2.398,2/4,uncertain_or_low_confidence,教会だより32号　クリスマス号巻頭言 2008年12月21日発行 クリスマスの喜び　牧師　石田　透,2026-02-12T14:03:11.535416Z,val
1605,1,0.5842545330524445,0,2026-02-10T14:46:20.568398Z,0,21272,3.576,0/6,uncertain_or_low_confidence,"網干キリスト教会　: 2014.11.28(金)& 30(日)　アドベント第一日曜礼拝式次第 お問い合わせ：090-3922-2995　Friday, November 28, 2014",2026-02-10T14:46:20.568416Z,train
1358,1,0.4093174636363983,1,2026-02-08T07:24:39.135530Z,0,21273,14.377,1/5,uncertain_or_low_confidence,茅の輪より見る高階と飛行機と 須弥山を巡りてプール流れをり ときに異空間を現出させる景。宗教的なモチーフ、とさきほど述べたのだが、以下の句に見られるように、実はキリスト教の原罪の意識がどこかに隠れているようにも思う。作者自身が信仰を持っているかどうかは全く存じ上げないのだが。様々な背後の物語を感じさせつつ、衒学的にならない句群。　使徒像のガラスの眼鳥交る　息白き少年打つも打たるるも,2026-02-08T07:24:39.135546Z,train
2663,1,0.4781458775202433,0,2026-02-14T10:09:46.894636Z,0,21278,2.846,1/5,uncertain_or_low_confidence,"[グルメ] たかばしラーメン 亀岡店（@ 京都　亀岡　2017年8月1日）: ＪｏｓｈｏのＤａｙｌｉｇｈｔ　～時へのロマン～ « ワールド・トレイド 「ユニファイ～統合論理」（WORLD TRADE ""UNIFY""） | トップページ | イエス全史（Time And A Word） »",2026-02-14T10:09:46.894656Z,train
5192,1,0.5250250895818075,0,2026-02-24T13:36:23.370219Z,1,21279,36.593,3/3,uncertain_or_low_confidence,>>333 政権が出せるのは解散命令請求までであって 実際に解散命令を出すのは裁判所だぞ司法制度を知らないバカめ 裁判所の審議の結果「統一教会は悪質な霊感商法により数多くの日本人を破滅させた」と認定された この裁判所の判断を軽視するような土人のお前は法治国家に相応しくないから半島にでも移住しろ 壺ウヨのお前にとっては天国だろ,2026-02-24T13:36:23.370242Z,train
1806,1,0.4557339449723561,0,2026-02-11T13:35:07.382117Z,0,21280,2.073,1/5,uncertain_or_low_confidence,"Twinkle, Little Star 11/3発、イタリアツアー初日 11/3発、イタリアツアー初日 イギリスツアーの更新が終わらないうちに、イタリアに来てしまいました SNS 3つ、かけもちだし、プライベートも多忙なので更新遅れて申し訳ないです💧 いつかイギリスツアーも年内には終わらせたいです 成田ーローマーミラノ http://gechu.blog4.fc2.com/tb.php/2257-4370aa00",2026-02-11T13:35:07.382136Z,train
2943,1,0.6121991376082102,0,2026-02-15T01:52:51.497807Z,0,21281,2.804,1/5,uncertain_or_low_confidence,カトリック信徒でＮＰＯ法人マザーハウス理事長の五十嵐弘志氏が作田明賞受賞 : 社会 : クリスチャントゥデイ 2017年8月29日13時15分 記者 : 守田早生里 印刷 関連タグ：五十嵐弘志マザーハウス,2026-02-15T01:52:51.497826Z,train
5115,1,0.4505541125933329,0,2026-02-24T10:12:47.637134Z,0,21285,2.062,2/4,uncertain_or_low_confidence,従軍慰安婦問題？ ああ、統一教会の捏造ネタですね。日中、日韓摩擦を情勢するには便利な道具ですね。同じ朝鮮謀略組織が二手に分かれて対立を煽る構造です。A.Bチームに分かれてのマッチポンプ。 ( その他政界と政治活動 ) - 食品厳選局 - Yahoo!ブログ <イスラエルのガザ侵攻で1，550人が死亡、8，500人以上が負傷 やっぱりな〜自民党の議員はどこを切っても金太郎アメだ。政治的品性も人権感覚も金銭感覚もすべて一緒だ。> 2014/8/2(土) 午前 9:50,2026-02-24T10:12:47.637157Z,train
949,1,0.466057817141215,1,2026-02-03T00:52:30.182478Z,0,21286,6.749,1/5,uncertain_or_low_confidence,"イエス・キリスト, 十字架, 救い, 聖所に見る福音 http://srministry.chicappa.jp/srmain/wp-content/uploads/2018/05/18.05.26.mp3",2026-02-03T00:52:30.182493Z,train
4571,1,0.6031098167101542,0,2026-02-19T03:10:16.741265Z,0,21287,5.116,1/5,uncertain_or_low_confidence,キン肉マン第91話　血を吹く地獄のネジ廻しの巻　首領出現！ の巻 動画 - アニメ | 楽天TV 前へ キン肉マン 次へ キン肉マン　第91話　血を吹く地獄のネジ廻しの巻　首領出現！ の巻 突如として乱入してきたスクリューキッドとケンダマンは、自分たちは完璧超人であると高らかに告げる。新たな勢力の出現に困惑しながらも、2000万パワーズは乱入コンビに挑戦。しかし完璧超人を名乗るだけあって、乱入コンビには全く隙がない。追い詰められたバッファローマンは、なぜかロングホーンを叩き折り…。,2026-02-19T03:10:16.741285Z,train
4932,1,0.4017026523749034,0,2026-02-23T14:05:45.541859Z,0,21288,3.663,3/3,uncertain_or_low_confidence,「日々新たにされる人生」　大柴　譲治 | 日本福音ルーテルむさしの教会 / 阿佐ヶ谷 – 鷺ノ宮 -杉並区 « 五木寛之著『親鸞　激動編　上・下』　廣幸　朝子 説教　武蔵野教会礼拝「今ここが」　伊藤早奈 »,2026-02-23T14:05:45.541880Z,train
5000,1,0.5854356388250986,1,2026-02-23T14:21:18.072031Z,0,21291,3.812,1/5,uncertain_or_low_confidence,第三十章 | 全能神教会 神を信じているなら神に従うべきだ 神の国の時代は言葉の時代 神の宿る肉の本質 神とその働きを知る者だけが神の心にかなう,2026-02-23T14:21:18.072053Z,val
3952,1,0.4100874563058217,1,2026-02-18T04:15:52.144828Z,0,21293,4.897,2/4,uncertain_or_low_confidence,グローバル社会の必須教養 ビジネスマンよ、宗教を学べ | 特集 Part2 | 週刊ダイヤモンド 【Part2】「知らない」で済ませない　ざっくり分かる世界の宗教：グローバル社会の必須教養 ビジネスマンよ、宗教を学べ 【Part2】「知らない」で済ませない　ざっくり分かる世界の宗教 国際社会において宗教は必須の教養だ。世界の宗教について比較研究を行い、ベストセラー『ふしぎなキリスト教』の共著者でもある社会学者の橋爪大三郎氏が宗教を学ぶ意義を説いた。,2026-02-18T04:15:52.144847Z,train
1275,1,0.4634337524573008,0,2026-02-05T14:27:42.967331Z,0,21295,156.468,1/5,uncertain_or_low_confidence,遅くなっても待っておれ、それは必ずやって来る（１）｜御言葉を実体化する｜私ではなくキリストⅥ（東洋からの風の便りIII） Home > ブログ > 御言葉を実体化する > 遅くなっても待っておれ、それは必ずやって来る（１） 遅くなっても待っておれ、それは必ずやって来る（２）｜ ｜神の家の建造のために――枯れた骨を立ち上がらせるキリストの復活の命――,2026-02-05T14:27:42.967343Z,train
3079,1,0.6213261981805166,0,2026-02-15T04:21:07.343489Z,0,21297,140.206,1/5,uncertain_or_low_confidence,エチオピア総主教・カトリコス【Patriarch and Catholicos of Ethiopia】 – キリスト教 高位聖職者のニュース タグ: エチオピア総主教・カトリコス【Patriarch and Catholicos of Ethiopia】,2026-02-15T04:21:07.343502Z,train
5059,1,0.6260186930497488,1,2026-02-24T09:42:47.959034Z,0,21298,2.513,1/5,uncertain_or_low_confidence,肉のものと霊とのものを区別する必要性～キリスト教界に入り込むグノーシス主義的・東洋的神秘主義の危険③～ 私ではなくキリストⅤ,2026-02-24T09:42:47.959055Z,train
2990,1,0.5618522465229034,0,2026-02-15T02:08:02.192545Z,0,21299,1.422,0/6,uncertain_or_low_confidence,久所の寺・神社・教会(足柄上郡中井町) - 寺・神社・教会の検索なら30min. 久所の寺・神社・教会 トップ　 全国の寺・神社・教会　 神奈川県　 神奈川県の寺・神社・教会　 足柄上郡中井町　 足柄上郡中井町の寺・神社・教会　 久所　 久所のレジャー　 久所の寺・神社・教会 久所の寺・神社・教会(足柄上郡中井町)を0件掲載。久所の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,2026-02-15T02:08:02.192582Z,train
1397,1,0.4120943943659464,1,2026-02-08T07:38:03.328639Z,0,21300,20.259,1/5,uncertain_or_low_confidence,贖いの時代のおける働きの内幕 | 神の国降臨の福音 次へ：あなたは人類全体が現在までどのように発展してきたかを知るべきである 神の国の時代は言葉の時代 終わりの日のキリストだけが人に永遠のいのちの道を与えられる あなたは信仰について何を知っているか 神とその働きを知る者だけが神の心にかなう,2026-02-08T07:38:03.328659Z,train
