cluster_id,original_en
33,"Dear Patti:

There can be no level playing field when the lone Christian is so vehemently opposed and personally lambasted by a team of bitter secularists. They can deem ""not civil"" any comment by the Christian with which they disagree, no matter how civil its manner is, and thereby disqualify it from getting posted to the thread.

I have done my best to steer clear of argumentum ad hominem, and to write from principle, but in a forum like this, where the journalist, the editor, and most of the readers appear to be secular statists who oppose Christianity on the whole, and some are caustically sarcastic about it, the deck is stacked against me and my efforts seem to be futile.

Shisaisama"
33,"And I would appreciate you stopping your hateful  comments toward non Christians, or to those like myself who don't fit your Christian mold just right."
34,"""Cobbled together as the Mass is, in my heart I know that the risen Christ is there among all of us imperfect Catholics and random sinners. I just can’t get over that the God Jesus called Abba, Father, freely and gladly gives himself in his holy word proclaimed. It blows my mind that the Lord Jesus gives his whole risen person — and whatever that means it’s a cosmic concept — to us in a little bread and a sip of wine.""

Mitch, thank you for this column.  Yes, bad homilies, poorly translated prayers, and third-rate music can be painful.   Nonetheless, Christ promised us that when we gathered in his name he would be among us.  I believe that no matter how disappointing the human side of the Mass is.  Also, I agree with St. Augustine, no matter how unworthy the priest may be, the Sacrament is just as valid."
34,"I tried typing once with a straight face but decided it was much easier to go back to using my hands. 😊

I don't begrudge anybody the form of liturgy they find most fulfilling. If the Traditional Mass (as you call it) leads you to deeper union with Christ and the Church, that's great. 

But I find liturgical snobbery antithetical to Christian charity. The Novus Ordo (I can fairly feel the contempt when some people say it) is no less reverent, authentic or licit than the Mass you prefer. Christ is still made manifest in the assembly, the Word, the Eucharist and the person of the priest, just like any other Mass. And the bloodless sacrifice is just as efficacious."
34,"I know we are going to disagree on this but I going for it anyway.  The Mass, itself, doesn't need to be welcoming.  It is our duty to attend to give to God the praise and offering He is due.  A homily is not a necessary part of the Mass and, in some cases, should probably be left out altogether if the priest cannot be bothered to spend time on one (kudos to the priest in this story).  Music is also nice, but unnecessary - done poorly or poorly chosen, it is even a distraction.  
I agree that the ""big three"" are responses intended to make the church attractive.  I am especially heartened, however, that the church site itself hearkens to a ""big four"" when it says ""centered on the Eucharist"" (thanks lifeisbeautiful).  I wish that had been included in the article - I wouldn't even have bothered to post on this other than commendation."
34,"What insufferable nonsense. It was Jesus -- not Cranmer -- who instituted the Eucharist in the form of a meal. If you have a beef with that imagery, take it up with him.

I've about had it with those who get their panties in a twist over the Novus Ordo. There are much more important things to be concerned about than variations in forms of liturgy, especially when the evidence suggests that the practices of the early Church reflected much greater variety than what we see today.

Triumphalist liturgy is a vanity exercise to be indulged in only by those who like pageants and frippery. Nobody on the front lines of Christian witness cares in the least about this stuff."
34,"To begin with I just read your comment and had nothing to do with your former response getting deleted. I certainly don't get offended over matters of taste in regard to the liturgy wars (which I couldn't care less about).

1. I assume you mean by not ""catholic"" the abandonment of a universal language. Shrug. It seems most Catholics appreciate an active role in the liturgy and being able to understand what's being said.

2. <<We know that the new mass was created to get prots into the church.>> We do? Please fill me in on this background.

Since I have self-exiled from the Catholic Church and now attend Episcopal services I concede that the NO and the Episcopal service are virtually indistinguishable, except for the woman priest (HOORAY) and dipping the Eucharist into the wine. Further, the Episcopalians recite the pre-Latinate version of the Nicene Creed, thanks be to God.

By the way, are you a priest?"
35,"Actually Art - the West has been in and out of the ME for centuries - starting with the Crusades. 
Christianity and Islam and their respective variations and permutations have fought wars, slaughtered each other, subjugated each other or lived in uneasy peace with each other over the centuries. 
I knocked Guilty White Liberals (and their fellow travellers) because they can't stop their ""It's all our fault"" pity party long enough so we can have adult conversations.
Such as. 
Most of us know Islam is NOT the terrorist problem but the terrorist problem is PART of Islam. 
We have to eradicate it. 
But to GWLs? 
Oh no - Islamophobia is the real danger. 
Worse than useless.
And the sad irony, because the West lacks the political spine to face the truth and come out swinging, the true moderate Muslims that live happily in the West and are often the victims of Islamic extremism themselves are left twisting in the wind wondering if any place is safe from the nutters."
35,"You can't name a single Christianity inspired terrorist attack. If mass shootings are tied to religion, that religion is Islam."
35,"""Attack, pause, mourn, carry on: The cycle of terror has become routine"".

No, that is not how it goes.

In the Globe and Mail it goes like this:

Attack, 
pause,
put ""comments closed"" labels on all the first news reports,
get a set of Muslim writers to write the first opinion columns, 
eventually open up the boards to comments,
hope that the prominent posts are along the lines of ""all religions are evil and dangerous, but let me list out and emphasize the awful things Christians have done"",
censor away posts that go beyond that pan-religion all-religions-are-evil line,
draw attention to the need for better mental health care in society,
find and publicize some reports of anti-Muslim hate attacks in Canada, the West, anywhere,
print a couple more article about ""The Handmaid's Tale"" with imagery of Trump leading a fundamentalist Christian war on women,
mourn, 
carry on."
35,"""Is everyone here really that ignorant about the kind of fanatical extremist religious sect the Nation of islam is?"" No, they just choose to ignore it and rail on Christians for things that happened a thousand years ago because it's the hip thing to do.  (Btw I'm not a Christian.)"
35,"If you check the numbers, dad, there are more acts of terrorism done in the name of Christianity than there is in the name of Islam.’ And factually, that’s the truth.”
_________________________

That's not true. They behead and maim people everyday in Countries that use Islam as law and the slavery of women in burkas is fascism at its highest level. Add further, the word Islam in Arabic means ""submission"""
36,Ever read the Old Testament?
36,"Hahahaahahahahaaa.............................

I could pull up 20 or 30 quotes from the King James version of the Christian Bible and equate the same BS. Interpreting the Bible is the scourge of mankind."
36,"The fault is that too many are taught to believe the Bible as literally true, as science and history and bibliography when it was never meant to be any of those things. Unless we know the context of a writing and the intent of the author, we will misundertand the meaning."
36,"Well, yes ... you have just proved my point with the very first two words.

I think that the New Testament might just have been before the 14th century ..."
36,Have you read the Bible lately?  Start with the Old Testament.
37,Good point.  It's obvious that the Catholic Church wants to make contraception illegal again.
37,"Might the crux of this debate be the reluctance on the part of our unmarried bishops and priests to recognize the right of Catholics to think and make conscientious decisions for themselves? The bishops know very well that most of the faithful have not accepted the teaching of Humane Vitae that all uses of ""artificial"" birth control are intrinsically evil. If we were to exclude from communion all couples who may make use of the pill or condoms, there would be far fewer communicants. In truth, everyone who wishes to receive communion examines his or her own conscience prior to partaking of the Body And Blood of Christ. Some may take this obligation more seriously than others but they do it nonetheless. What AI does is bring into public discussion the practice of internal forum (confessional) solutions which have been going on for a very long time. I wonder if some bishops would prefer that this practice be rare and always kept absolutely secret?"
37,"This writer misses, as many Catholics and their bishops continually do - the point of the mandate.  

The mandate is for the purpose of protecting the right that women have to free, safe, and easily accessible birth control no matter where they work.  It is not to make the church either strong or weak.  Neither would it have accomplished either if the Church and its ministries were made to fill out the form telling the Govt and their female employees that they are against birth control so the Govt will have to give them access instead of the Insurance Co.  This form already gave distance and so our Church is wrong to even fight further.  

Our stand on birth control, esp. since abortions have been down in the U.S. in the last 5-10 years and it is believed because of this better access to B.C. (a rate lower possibly than when it was illegal to abort in the U.S.), is misogynistic & fatal to the unborn.

We should not pay for private schools because then the public schools start to fail."
37,"Yes, sadly our misogyny does go this far.  Jesus, never taught there was anything wrong with birth control and there were some types that existed in his time.   The more I look at our sexist rules about birth control, and even abortion, it becomes more and more clear, our leaders don't care what Jesus would do, they just want to control women thru their reproductive organs. 

It has been well proven now that most countries that restrict abortions greatly or illegalize the practice, have the highest abortion rates. This is especially true where birth control is also illegal or hard for women to gain access.  So where's the pro life in that global set of facts?  The church is well aware of these facts too. 

The old clerical adage:  Keep the laywomen barefoot and pregnant and they and their husbands will be too poor and exhausted to ever fight against the church leadership to seek change.  How right they were and for so long a time.  It is Time to say - No More!"
37,"I agree that too many bishops and others of the same thinking conflate contraceptives and abortion.  It is a problem because it doesn't let us really talk about the value of contraceptives to couples (and particularly to women) in planning their lives and directing their lives in ways they want to go.  For too many, having more babies just deepens their poverty and results in less of a chance for the children to climb out of that poverty.  For young and/or unmarried women, an unplanned pregnancy can interrupt education and career plans, leaving them with medical and childcare they cannot afford .

The Church still thinks that the only purpose of sex is procreation and insists on that ""open to life"" idea.  There was a time when sex did mean pregnancy, at least for most couples.  But now that pregnancy can be better controlled, the two do not equate.  

At this point, I DON'T think abortion is ""the enemy at hand.""  The enemy is unplanned/ unwanted  pregnancy."
38,"The headine also misled me...I thought of my new parish priest who was a business major prior to heading to seminary.  He is ""rebranding"" the parish with updated letterhead and Facebook page, ""marketing"" the priesthood to young men...the whole thing makes me cringe, isn't that what Jesus cleansed the temple over, turning the people's house of worship into a marketplace?
This article presents another problem, that the celibate male priesthood is becoming unsustainable, the people suffer for lack of creativity and vision.  The hierarchy is part of the problem, but I observe many lay people who feel comforted with the idea of an authority figure making all the rules and decisions for them.  A lot of Catholics, lay and ordained, do not want the challenge of expanding their vision, challenging themselves with self transformation and organizational transformation.  Parish closures, loss of community, is the price we pay."
38,"I don't think any priest is an idiot.

I think some have a bit more courage and finesse in telling people they direct how the human often reaches decisions and makes choices; how it was intended to work, and how it often gets turned upside down. 

And - clearly based on some of the comments here - more Catholics need to understand what's involved in growing in holiness, and in tempering their complaints and feelings.

At bottom it's about our intellect always seeking ever greater truth, and our will choosing to do the good.   Sooner, more, better, up the inclined plane toward God. 

If our feelings accompany us - or even help us do this - then they are serving God.

If not, then some remediation and practice is needed, or disorder and disruption in relationships happens, first and most importantly wtih God."
38,"The Church is all the baptized---men AND women---not just the male hierarchy.  

What you are citing as the ""church's teaching AND canon law"" is a call to blind obedience [and stupidity].  There is no 'church teaching' about celibacy for priests.  Priestly celibacy is called a ""discipline"" and can be changed.  Canon law----can also be updated.  After all the Code of 1917 [the first collected and  organized list of church teachings], was itself up-dated and changed in 1984.

The Association of U.S. Priests is a group that calls a spade a SPADE.  They have LIVED this life and have experienced the good and the bad about it.  They also know the pitfalls, and the LIES that are used to cover up the real issues facing the life of a priest in the United States [and elsewhere as well]."
38,"None of our sons for the priesthood until women and married men can be ordained.  Lay folks should use the one thing they have that priests by design can't do: procreate themselves.

[No cash donations in the especially the collection basket on Sunday, either!] 

It would be better for this present all-male feudal priesthood to die-off FIRST.  Then the PEOPLE could call who they need to minister to the community.  The change would be gradual - I don't know if it would happen fast enough to keep the Catholic community together and functioning in the future."
38,"Here is hoping the bishops take heed and do some creative thinking, realistic planning, and listening to the Spirit.  

I don't know if there is a shortage of those who want to be a priest as much as there is a shortage of acceptance in the hearts of bishops/hierarchy to the clear message from the Holy Spirit that married men and married/unmarried women are also called to the priesthood.  

I also think that the ""package"" that is presented as the practice of the faith is also a big problem.  That includes the roles of priests, hierarchy and lay,  the rituals of the Mass,  what is and is not a sacrament and all the rules about them.  And, it includes major elements of the faith that are derived from ancient writings, parables taken as literal truth, and ancient tribal customs enshrined as eternal absolutes.  

But, one step at the time.  A good first step is to end the all male, celibate priesthood and recognize the priesthood of the Baptized.  Time for bishops to take a step forward."
39,"Thank you for your comments. Two things I will say in response: a) I think it fair to say that Catholics throughout the world have grown tired of apologies, expressions of regret etc which in too many cases sounds self-referential. 

What people are looking for is transparency, and accountability in gestures of repentance from the Pope to the local bishops for the crimes of clerical child sexual abuse, for the shocking damage done to entire families and acknowledgement of Institutional cover ups; b) the excision from Canon Law of  'Secreta Continere' which enjoins the Pontifical secret on bishops and Leaders of religious institutes  and forbids them from handing over a pedophile cleric to civil authorities except in jurisdictions which require mandatory reporting.

The leadership of the Catholic Church has, since the secrecy legislation of Pius XI in 1922, been complicit by commission or omission, in the cover up of child sexual abuse by clergy.

Mass resignations would be prophetic."
39,"Shar,
Your first thought is my final conclusion.  The simple truth is that if bishops still need to be told that the sexual abuse of minors is heinously wrong, or told how to ""handle"" such cases, or need ""education"" in these matters, the problems in the church go much deeper than ""just"" this scandal. 

How could a man possibly rise to the level of bishop, archbishop or even Cardinal WITHOUT knowing, in the deepest fiber of his being, that abuse is wrong?  How could such a think happen even once in the church, much less so often that the church spends years developing training for them?  There is something so backwards here, so intrinsically terrifying, as to call to question the very nature of the church itself, as currently defined by the bishops.  They STILL seem to want it both ways: a recognition of the problem (along with plenty of ""wink-wink, nudge-nudge"" responses), coupled with absolute moral, ecclesiastical powers over the laity.  Accountability - ""nah."""
39,"Well lets be clear. The sexual abuse that the Royal Commission documented is a trail of cases going all the way back to 1980. Francis wasn't Pope back then. John Paul II was. Moreover we shouldn't go directly to the Vatican for a case like this. We should be looking at the Australian Conference of Catholic Bishops specifically and asking why on earth they failed to deal with an epidemic of 7% of priests being pedophiles. 

So it don't think it's fair to blame Francis specifically for that. I agree with you though in terms of the Gospel's dire injunctions against those who mislead or mistreat children and it is a direct rebuke at the institutional failure of priests to take clear actions in this regard."
39,"If their deeds do not match their words, their deeds show us who these hierarchs really are. They are not serious about dealing with the evil pedophile scandal. This is another reason why a future iteration of  Catholic Christianity will be one without  clergy."
39,"This editorial is laudable in citing incidents where the Church has failed to protect the people from abusive priests and the hierarchy which protects them. There is a flaw, however, in their logic.

Yes, ""Laws and policies have been updated, but hearts and minds not so much.""

The editorial postulates, ""What continues to thwart the work of the church in finally putting this scandal behind us..."" is not merely  the ""role the all-male clerical culture of the church has played in this scandal.""

This scandal will never be behind us if the psychological dysfunction prevalent in priests, religious, bishops, etc. is not addressed through professional treatment. Too many suffer from mental illness which is neither acknowledged or properly addressed, leading to all forms of abuse. (See Victims of Emotional Abuse by Priests on Facebook.)"
40,"I was wondering when NCR would report on this. There have been brief mentions, in stories about the WikiLeaks emails, of the supposedly anti-Catholic exchanges in both the NY Times and Washington Post; the Wall Street Journal today had an editorial about them, trying to broaden the problem to dismissal of faith concerns generally.

I think this is just another instance of many Trump supporters' delusional hatred of Hillary Clinton. I don't much like the woman but will vote for her with confidence that she has at least the potential to be a competent President and the certainty that she will uphold all of my constitutional rights, including those under the First Amendment, to religious freedom."
40,"Oh Wah!  We ended up with a president who is against christian values.. I doubt it would be worse to vote for a rich guy who isn't ""politically correct"" and is in need of ""sensitivity"" counseling. He's pretty consistent with the Trump we've seen on TV shows.. not being fickle and white washing his speech to appease everyone.    I'll take that option over a person who is clearly a bold faced liar, refusing to admit any fault nor any responsibility for her decisions that put American lives and security in jeopardy.   And whom has gone to great lengths to even cover her mistakes up.  

Trump may make some people a bit mad at his choice of words.. but Hillary simply disgusts many for her lack of respect for the American people in general and the country she claims to serve."
40,"Shes nuts... but no more so than Christians who think ""god"" speaks to them. Sounds like a perfect Republican candidate to me."
40,"Thank your father for his service to us.

Had Ms. Nussbaum stated that she critically looked at both leading candidates and had found Mr. Trump to be LESS odious than Mrs. Clinton, would you have said she is wasting her vote? With her recollection ""If Satan ran as a Democrat, would you vote for him?"" and her rejoinder ""Not in the primaries"" gave me the indication that they are BOTH unworthy of her vote. This comment mirrors what has been said of Republicans that if Jesus ran against one, Republicans wouldn't vote for Him.

This is not an apathetic stance by the author. It shouldn't be pooh-poohed as such. 

I hardly agree with her on most issues, but I'm not voting for either of them."
40,"You also mentioned that Clinton supported abortion rights.  Her stance does not jibe with an informed Catholic conscience. Her putting the country at risk with her personal server, as well as her scandalous association with the Clinton foundation should alarm anyone. The worst of all, however, is the abandonment of four brave Americans in Benghazi, leading to their unnecessary deaths."
41,"Oh, so now it is oh-so-Christian to vote for a guy like Trump who has defrauded his investors, refused to release his tax returns, grabbed women by the pussy and bragged about it, and has been married 3 times?  Ha-ha, you guys were used big time.....  and don’t you think that most Christians would want to see health care for the people and aid to poor folks?  That’s what Jesus would do, but not Trump — he’s the exact opposite, distributing income to the rich."
41,"I'm glad to see the usual suspects lining up behind Trump.  Evangelical religion was already declining fast as a political force--this Trump business ought to discredit it entirely for another generation.  (This will true if Trump loses, but even more true if he wins.)  The multicultural-millenial-secularist tide can't be stopped. Christianity is largely finished because it cannot renew itself.  (Yes, it will linger on for centuries, as religions tend to; but its dynamism is gone, its worldview no longer convinces, events increasingly show it up as irrelevant).

So, Cal--glad to see you signing off your career as a public Christian by kissing the feet of the biggest, flakiest idol of them all.  Your column acknowledges that he doesn't really stand for anything but disruption.  Is that now a biblical value?"
41,The evangelicals' support for Trump glaringly displays their complete moral bankruptcy. They are not Christians.
41,"I disagree. Pence is the biggest theocrat to ever get so close to the White House. Even in the face of Trump's terrible actions evangelical Christianists are continuing to support him and they'd LOVE for Pence to stick around.

http://www.rawstory.com/2016/10/evangelical-leaders-stick-with-trump-in-spite-of-disgusting-remarks-about-women/

The exposure of blatant hypocrisy from these so-called 'values voters' is going to be one of the biggest side benefits of the Trump implosion. Americans need to see that these people have never been about Jesus but rather the power to control other peoples' lives."
41,"The fact that Evangelicals can even consider briefly that Trump is a moral man, much less a Christian is a direct example of how hypocritical and selfish they are, because if they were staunch in their faith and beliefs they would recoil in horror from this terrible person."
42,"Every action of every Christian should be intended to give glory to God and to bring people closer to God, to truth, to goodness, and yes to beauty. 

We must strive to be ""alter Christus, ipse Christus.""  Warming everything, not soiling and decaying the things we touch or talk about. 

Nothing in this article - by a priest in fact, former or current I am not sure given NCR's staff of writers - images Christ or remotely shows charity, fairness, even temperance.

It's ""full on"" intended to impugn, diminish, and soil a single human soul.

""How they loved one another"""
42,"Tom, a follow up. IMHO, all this means that Jesus calls us to be with the people around us who need us. If the institutional church can help, fine. If not, also fine. Just do what we have to do to be with them. This presupposes some sort of prayer life on our part. We are not in a position to tell them how to make their choices, which rarely are easy, or what they have to do to meet our understanding of being ""saved"". We don't have all the answers. Again IMHO we have a lot of questions, which I believe are part of the Spirit's work among us. As I was reminded in the last hour, at times life is difficult, and folks need to know they are not alone. They do not need to be told how they have to choose in their times of loneliness and pain. As you said, we are not children, and at times we have to make difficult choices. It is good to know we are not alone, that somebody cares no matter what choices we feel (painfully) we have to make. Thanks for writing your thoughts."
42,"2 of 3
If we struggle with love/forgiveness of others, it could be said that this rigidity stems from our own dishonest ungrateful hearts as this attitude emanates from self-righteousness, as possibly we underestimated the generosity of Jesus Christ in our own personal salvation; as to attempt to embrace our Father in the Truth of His Inviolate Word (Will) can only be done in humility (St Bernard-Humility a virtue by which a man knowing himself as he truly is, abases himself). 
A faith that does not embody this consistent realization (Need of His mercy) will be sterile, comparable a stylus stuck in the grove of a record as the heart will not hear/absorb the full transforming message of Spiritual enlightenment that is the on going transformation of the human heart. 
I know this from personal experience because my own heart was stuck in a grove over many years"
42,"...toward a missionary impulse. We cannot let this hour of grace slip by. We need a new Pentecost! We need to go out to meet individuals, families, communities, and peoples to communicate to them, and share the gift of encounter with Christ, who has filled our lives with “meaning,” truth and love, joy and hope! We cannot passively and calmly wait in our church buildings, but we must move out in all directions to proclaim that evil and death do not have the last word, that love is stronger, that we have been liberated and saved by the Lord’s paschal victory in history, that He calls us into the Church, and wants to multiply the number of his disciples and missionaries in building his Kingdom in our continent. We are witnesses and missionaries: in large cities and the countryside, in the mountains and jungles of our Americas, in all the areas of shared social life, ... “Areopagus” settings of the public life of nations, in the extreme situations of existence... 

amen"
42,"Thanks Sister Christine...hope your knee gets better asap.  I struggle to understand why not only the world, but also Christianity, Catholicism is all so torn, battered and bruised ...it's as if my heart has fallen into a rushing tear-filled gutter.  I understand why Jesus wept over Jerusalem....it's a powerful image for me.  The Gospel reading last Sunday is somewhat pertinent as to why we must trust in the Lord in times of difficulty.....Although I think I would have sank as did Peter but on the other hand I would have still trusted that Jesus would rescue me as I sank Lol) Renewed thanks."
43,"This analysis is excellent, but it lays out an important point yet does not make the connection. Ss. Augustine and Gregory ""amalgamated her with the repentant woman"" BECAUSE ""the need for penance was felt deeply."" Describing her as a penitent was a way to honor her, in the same vein as the earlier honors cited.

There are lots of oddities in the history of The Magdalene. I'm not convinced that it was later authors who amalgamated the different characters as much as it was St Luke who tore one character into two to make a point about repentance. But those are large questions on which we can disagree.

Today is Holy Saturday, a day of quiet listening between the death of Jesus and his Resurrction. Mary Magdalen is the image of this day, always listening to the Lord in the silence, remembering how she saw him die yesterday and preparing herself to visit his body tomorrow."
43,The Vatican found out how courageous women were when they did not want Sr. Joan Chittister to speak at a conference on Women's Ordination. She never once blinked and neither did her Prioress Sr. Christine Vladimirof. These two women left some hierarchs at the Vatican clutching more than a cigar and scotch in their hands. And Sr. Joan spoke at the conference and the world didn't come to an end.
43,"That doesn't mean the Holy Spirit left the building when the last apostle died.  She is indeed here, working in Her Church, and She will eventually confirm women in their reception of all the Seven Sacraments."
43,Mary Magdalene was a prostitute. Jesus and the Christians said you are forgiven.  Some other faiths would have stoned her for her sins. Pope Francis told Donald Trump last week  do what you must do . You have my Blessing now.
43,"she became a nun and was the early day Mother Angelica of Palestine.   she spent the rest of her life correcting the Apostles and was the one who told them they could never, ever lay hands on women."
44,"Trump seems attracted to feeding the grossest biases, bigotry, all the ""isms"" in the folks he cultivates...he plays on his base in a way that is ugly....and brings out all the hatred within them, and seems to bring forth their worship, of him..HE will save them ..only Him....(has a malign religious flavor, does it not? Sort of a ""false God"" deal.)

He does not appeal to folks who are concerned  for the poor, the common good, the most vulnerable amongst us....

He is the antithesis of the ""suffering servant model that Jesus taught...

If it walks like a duck and quacks like a duck.....well.....well ......"
44,"Trump will go away someday- the problem is that tens of millions of Americans support a man who was clearly unqualified by experience, knowledge and temperament, a man who is both amoral and immoral, and a man who got (and still gets) loud applause for insulting millions of innocent Latinos, millions of innocent Muslims, encouraging white supremacists  with his nods and winks and statements about ""fine"" individuals in their midst, and who even mocked a disabled person, while also reducing women to sex objects.  Yet millions voted for him, including women, including a majority of white Catholics, including a majority of so-called ""christians"".  Trump will pass, but will the ""movement"" he unleashed - of hatred, of fear, of scapegoating, pass with him?  Jeff Sessions is pursuing a racist agenda at DOJ, the Republicans in Alabama nominated a man so bigoted he was removed from the courts. You see many here who defend Trump and his agenda. What does that say about the state of our nation?"
44,"A wonderful article.  We have so many addle brained voters who don't care what truth or facts are because they have made up their mind.  They won't educate themselves  on all the issues.  They have sat before Fox News? night after night and listened to the talking heads spew out  lies, hatred and fear and play on their ignorance.  And cheer them on.  They oppose legislation that helps their plight!
There are many catholics in Congress who admire Christ and worship the party line.  And the party is so ideological   and evil and vile that if one bucks it they are destroyed.
I never expected a mad man to be president.  I told my friends that after the election, the kindest thing his family could do for him was to commit him to an institution.  I have not changed my mind."
44,"Over six months into his presidency, Trump retains an over 50% approval rating amongst Alaskans, one of the few states where the electorate has failed to recognize this prodigious disaster. This thuggish creature is clearly both a pathological liar and seriously mentally ill. He threatened to punish all those in Akaska because Murkowski displayed some independence and concern for her constituents, even as Sullivan and 48 other Republican senators rolled over and played dead. Evangelicals are particularly apt to continue their support for him, even though his entire adult personal life has been singularly devoid of morality. He claims the Bible is his favorite book, even though he is unable to quote a single line from it, and has probably not read any book at all in the last 50 years. This sort of slavish allegiance to the party of the obscenely rich has caused Alaska's economy to crumble, yet his constituency's fantasies about him persist.  
Can anyone here help explain this conundrum?"
44,"""In a perverse way, piling on Trump is just making him more sympathetic.""

I don't know if I'd go that far, but it's definitely painting some people as monomaniacal and more than a little histrionic. When BBC reporters were begging via Tweets for his assassination, and CNN was discussing, as calm as if they were discussing the weather, what would happen if he were assassinated, and Hollywood startlets were calling for outright armed insurrection ... we had moved well past principled opposition and into a social panic.

How many of those early ""Trump attacks"" have turned out to be people so upset by Trump's election win they fabricated racist and sexist attacks to justify their own emotional response? Multiple Muslim people faked attacks on themselves. A church organist painted swastikas and anti-Jewish slogans on his OWN CHURCH. One woman cut her own face.

Obama brought out the Tea Party and the militias. Trump has done the same thing to the progressive camp - exposed the unhinged."
45,"Let's avoid another 100 posts about abortion.  Can we, at least, acknowledge that both medical science and most religions in the world do not view the start of life in the same way as what is articulated here.  Add to this that even catholic politicians must govern in a pluralistic society and aim for the common good - not the position of the catholic church.  Would recommend that folks go back a few months and re-read what Cathy Kaveny wrote at dotCommonweal - essentially, too many catholics have an almost *cultic* viewpoint when it comes to contraception or even abortion and that cultic viewpoint violates Dignitatis Humanae from VII."
45,"MSW - your Planned Parenthood/Democratic Party lacks nuance.  Your simple statement comes across as single minded and as crass as your prior link to Evangelicals.  You might want to spend some time on this issue - availability of contraceptives; coverage of their costs for low income; etc. is a Women's Issue and a Healthcare issue - duh, it also reduces abortions.  It, imo, is the common good (your stance bends too far to the Fortnight for Freedom wing nuts, Hobby Lobby ridiculousness, etc.
Geez, even the Catholic Church understands that almost no catholic follows HV any more - it makes little sense from many human rights angles."
45,"The Catholic church has highlighted the issue of abortion, focusing on the fetus and dissociating it from the woman whose physical, emotional, psychological and spiritual life becomes forever changed when knowingly, willingly and joyfully, or not, new life is conceived in her womb.
There may be support from the father, family, ministers, doctors and friends, or not, but it is only the woman who experiences and endures the miracle and mystery of conception, gestation and delivery.
Legislation concerning women’s reproductive rights is not about the promotion or prevention of abortion. It is about guaranteeing women’s access to correct information and proper attention before, during and after pregnancy.
It is the Catholic church’s mission to guide women, and men, in the use and enforcement of federal legislation and regulations so that the life of the mother and the new life she bears are truly respected and nurtured.
""Let us begin, for until now we have done little."" Francis of Assisi."
45,"Do you have disagreements with, or trouble understanding, the Word of our Lord in the Bible and the teaching authority of the Church that He instituted as well?  Either way I'll pray for you on this, because I have no Heavenly idea how you can square support for Hilary Clinton and Tim Kaine based on their anti-life positions and the following information!

""Before I formed you in the womb I knew you, and before you were born I consecrated you"" - The Lord

""The inalienable right to life of every innocent human individual is a constitutive element of a civil society and its legislation"" - CCC 2273

""Life must be protected with the utmost care from the moment of conception ... Formal cooperation in an abortion constitutes a grave offense"" CCC 2271 and 2272

Woe to those who call evil good and good evil and to those who fail to stand up for the Lord and His most vulnerable, for He will do the same for us, or more accurately to us, come the day of our own individual or particular judgements"
45,"The issue of abortion will always be a tricky one for Democrats. While I personally do not favor abortions in general, I am in favor of keeping it legal in order to save the life of the mother. According to the bishops who have an absolute zero tolerance stance on abortion, that makes me ""anti-life,"" which I don't feel is the case, and neither do most Democrats. So expecting Democrats to change their party platform to outlaw all abortions in every instance simply isn't going to happen. In the meantime Catholics should acknowledge that throughout Catholic history there has been debate about when life officially begins. The notion that life begins at conception is rather recent - happening officially at some point during the late 19th century, if I'm not mistaken.

As for Russell Moore, I must say I'm rather impressed. He's shown that sticking to his principles as a Christian is more important than keeping his job."
46,"2/2
The special problem for homosexual candidates is that it asks them to lie about who they are; worse, if they accept, or even pretend to accept, the 'intrinsic disorder' nonsense, they will be drawn inexorably into a profoundly unhealthy and dangerous form of self-loathing.
I think it’s time to cut through the hypocrisy that drives this nonsense. Our bishops ought to tell us, plainly, whether they accept this directive; and if so how they are implementing it, both for seminarians and for clergy. What are they doing to purge the seminaries and the clergy of homosexuals? Alternatively, they should say plainly that the document is cynical, hypocritical and dishonest and they are ignoring it, or perhaps admit that they have paid lip service to it. If homosexuals are excluded from priesthood, two-thirds of the bishops (probably all of the culture warriors) would be gone; and probably nearly the same proportion of priests -- most of them good, holy, effective priests."
46,"Why not put your attention on the huge number (likely 25% or more) of Catholic priests who are gay, but remain in the closet?

They're the one's who are empowering the restriction and denial you perceive.

The writers for progressive Catholic pubs who remain in the closet are also complicit.

It's largely because of their silence that the change you long for hasn't come to pass.  You can't just put all blame on we heterosexuals."
46,"""I just believe that the church’s fixation on defining us by a sexual act—a nonprocreating sexual act—to be [an] absurdly myopic, viewed the wrong way down the telescope.  And I think it’s sustained, unfortunately, by a lot of emotionally crippled gay men who run the church. And they’ve done a great job in the last ten years of making sure that no one with an independent mind or spirit can really enter the seminaries.""

"" . . I’m not a Catholic because of issues like gayness. I’m a Catholic because of what I believe to be its revelation of the truth about everything.  And either it’s true or it isn’t.  And it’s possible for it to be true on some core levels, and yet mistaken, and misplaced, and misguided in other areas. And if you look at the history of the Church, it’s full of it. So I try and hang in there, and let God do the rest.""

Andrew Sullivan"
46,One of the problems is that the Church thinks it has a theology of sexuality.
