doc_id,topic,lang,text_preview,bias_harm,bias_fairness,bias_loyalty,bias_authority,bias_sanctity,bias_realistic_threat,bias_symbolic_threat
1935,13,en,The Principal of the school should award Claudia 100% in an equivalency credit f,-0.069834,-0.049648,-0.019907,-0.042114,-0.068784,0.034852,0.024874
1936,11,en,Funny how you guys need to withhold further comment till all the facts are in wh,-0.084029,-0.056292,-0.057743,-0.085563,-0.061758,0.03104,-0.013508
1937,18,en,"RD, who claims to have a PhD, is against higher education. And his promoting a w",-0.101975,-0.112828,-0.077662,-0.113697,-0.10308,0.011518,-0.035623
1938,18,en,"Imagine the comparable (and fair) headline: ""NCR's editorial influence skews our",-0.091269,-0.074543,-0.063551,-0.093572,-0.075291,-0.024114,-0.00598
1939,24,en,"Considering all the ""lame"" popes there have been over the centuries, perhaps it ",-0.046395,-0.033446,-0.04075,-0.052237,-0.041784,0.024392,-0.015282
1940,1,en,"Trump supporters believe Jesus will fix the planet, that's how stupid they are.",-0.055758,-0.062246,-0.056447,-0.067933,-0.080444,0.015226,-0.06585
1941,12,en,Since when does deprivation cause a person to be holy.  The idea that even pries,-0.056439,-0.06572,-0.050812,-0.065984,-0.058501,0.049187,-0.011828
1942,5,en,"""... lamenting the loss of the Tridentine Rite's stress on the power of the prie",-0.047312,-0.027603,-0.014804,-0.053792,-0.025762,0.013132,0.003295
1943,2,en,"Nora, I'm going to have to disagree with you.  It's not 'hateful misogyny' to be",-0.064294,-0.052201,-0.042952,-0.069383,-0.063609,-0.00138,-0.007233
1944,32,en,"Not at all.

He's following Church teaching.  Take it to Francis.

He's simp",-0.078766,-0.05238,-0.032225,-0.092772,-0.059482,0.054168,-0.014758
1945,28,en,"Pope Francis is no dumbbell.  He knows the intent of these cardinals, like Burke",-0.057755,-0.052953,-0.033693,-0.048028,-0.045168,0.003063,-0.025643
1946,12,en,You're digging in.  I'm not sure why.  Your attempt to make a point about apples,-0.104588,-0.084313,-0.093129,-0.120491,-0.109765,0.020519,-0.035544
1947,35,en,Even JP II recognized the Option for the Poor found in both the Old Testament an,-0.03596,-0.035526,-0.030311,-0.048743,-0.011766,0.020184,0.00737
1948,8,en,"The Catholic Church doesn't dictate what you or anyone else does, unless you wan",-0.072472,-0.067021,-0.054531,-0.090507,-0.087102,0.04404,-0.042286
1949,39,en,Jesus Christ of latter day Saints I feel bad for all their children. 😟,-0.103128,-0.084591,-0.049929,-0.091374,-0.093582,0.002124,-0.051334
1950,5,en,"Trent did not bend God to Man's will.
The council fathers at Trent were bound b",-0.072711,-0.047298,-0.038888,-0.073377,-0.041269,0.029419,-0.056198
1951,34,en,"You go a very, very long way - including mixing and twisting bits and pieces and",-0.086027,-0.064501,-0.065019,-0.092666,-0.090718,0.024475,-0.030695
1952,1,en,it going to get oh so much worse for you faux patriots fake christians pushing j,-0.108459,-0.096669,-0.071055,-0.098833,-0.125771,-0.054345,-0.040161
1953,27,en,How big a cake business does this guy have?  How can he afford the massive legal,-0.083947,-0.070459,-0.05776,-0.090198,-0.060895,0.017476,-0.025578
1954,2,en,If the church waits on the USCCB it will wait forever. Until the laity stop wors,-0.049426,-0.031258,-0.023977,-0.056619,-0.042226,-0.023137,-0.008144
1955,2,en,"""Womenpriests.""  What a joke!  Neither Roman Catholicism nor Eastern Orthodoxy c",-0.088413,-0.092799,-0.078682,-0.099456,-0.070372,-0.016702,-0.069554
1956,18,en,"I am not a supporter of Rev. Prevo or ""Richard Rhyner,"" but I do agree that Char",-0.110907,-0.113784,-0.0844,-0.129559,-0.102511,0.003952,-0.049727
1957,7,en,"""Mystery. Lack of information,"" Where have I heard or thought that before? Oh th",-0.066823,-0.072702,-0.081902,-0.078494,-0.041258,0.033083,-0.017044
1958,1,en,"""...this finding should be of concern especially to church leaders and Catholics",-0.085259,-0.090512,-0.051971,-0.088271,-0.090692,0.003817,-0.002231
1959,25,en,Plenty of white anglo saxon born again narrow-minded judgemental bigoted Christi,-0.081275,-0.088427,-0.052097,-0.081959,-0.097617,0.024408,0.03468
1960,2,en,"I find that in the Nicene Creed,  when we repeat it in English, we lose sensitiv",-0.072745,-0.051251,-0.029429,-0.070393,-0.051269,0.040211,0.038715
1961,36,en,What Catholic social teaching do the kids need to know?   It's good to encourage,-0.05538,-0.049899,-0.029152,-0.057174,-0.071606,-0.013164,-0.001202
1962,2,en,The Church has been patriarchal since you became a Catholic (and long before the,-0.084804,-0.055437,-0.037807,-0.088254,-0.062481,0.015283,0.024717
1963,5,en,"Original sin is an explanation of why salvation is necessary, not a historic eve",-0.076682,-0.065193,-0.081084,-0.099083,-0.066406,0.033767,-0.014235
1964,13,en,Why are you validating that religious hate group? There is no law stopping ANYON,-0.086569,-0.073988,-0.060207,-0.095063,-0.072073,-0.002509,-0.035726
1965,18,en,Every visit I've ever paid to that site suggests to me that Mr. Winters' portray,-0.114493,-0.086544,-0.048967,-0.105868,-0.076227,0.007566,-0.027452
1966,1,en,"In future elections, Catholics need to distance themselves as quickly as possibl",-0.057739,-0.050848,-0.057458,-0.081674,-0.053089,0.01023,-0.031054
1967,1,en,Unfortunately a lot of white catholic males feel that their traditions are being,-0.072832,-0.062169,-0.038833,-0.074032,-0.063462,0.019032,0.044416
1968,28,en,"Au contraire.  Burke and Pell are the ones who are being unfair, still, and urge",-0.053061,-0.042019,-0.056351,-0.079482,-0.041957,0.018047,-0.012207
1969,7,en,The bible says we reap what we sow. It would be karmic justice for those opposed,-0.074919,-0.046193,-0.040184,-0.103813,-0.067856,0.043009,-0.009635
1970,3,en,"Kumbya is greek, use a Kappa. Cumbya is a term used at those Vatican gay orgies.",-0.078628,-0.071511,-0.053004,-0.07889,-0.080938,-0.012305,0.00226
1971,3,en,"I agree that the notion the church cannot change is untenable, but I disagree th",-0.053093,-0.038459,-0.031272,-0.091572,-0.045893,0.009798,0.003665
1972,28,en,One would think that the Pope might find it easier to call Cardinal Brandmueller,-0.068804,-0.0486,-0.039749,-0.052539,-0.050489,0.019869,-0.005186
1973,6,en,"Why don't you interview some Milwaukee Archdiocese priests, nuns and parishioner",-0.071051,-0.053998,-0.057246,-0.082162,-0.059946,0.025611,-0.026487
1974,6,en,The resignation of the two key lay people on the Vatican commission on sex abuse,-0.080415,-0.067039,-0.076166,-0.095522,-0.07916,0.014975,-0.032255
1975,18,en,"""Why do we scoff at Catholics who love the Latin Mass and tradition?""

Because",-0.05437,-0.052036,-0.031631,-0.084927,-0.058846,0.011051,0.023259
1976,5,en,"Thank your this link. It tells us that:
""Dominican Cardinal Christoph Schönborn",-0.031793,-0.014282,-0.01566,-0.023849,-0.005885,0.020056,-0.007435
1977,1,en,"""Does he { the author} really believe more traditionally minded Catholics ""fear ",-0.109947,-0.106067,-0.091806,-0.117087,-0.10374,0.020094,-0.008432
1978,5,en,Big words.  Is that like your statement that the only constant thing is change? ,-0.050188,-0.03046,-0.007565,-0.071484,-0.038208,0.033461,0.031155
1979,7,en,"Indeed and many of us, almost certainly Payette, know scientists who are also re",-0.066359,-0.074962,-0.025701,-0.06283,-0.059932,0.054861,-0.006496
1980,30,en,"Well, there are the ""big 3"". OCP, GIA, and WLP. And now plenty of upstarts publi",-0.045061,-0.058771,-0.029531,-0.041849,-0.039105,0.002182,0.006437
1981,1,en,"The bishop has taken Trump's hate now, hate later agenda to drive people out of ",-0.133031,-0.108152,-0.135366,-0.147524,-0.114164,-0.054942,-0.096432
1982,16,en,That is how it is being spun by the author and presumably the Conservative party,-0.097647,-0.103587,-0.101403,-0.125081,-0.097527,-0.000958,-0.060083
1983,16,en,"The optics are not good for the Liberals.
I wonder where JT is planning to spen",-0.07211,-0.071017,-0.066115,-0.080896,-0.085391,0.00033,-0.007535
1984,18,en,I remain bewildered as to what MSW's conception of authentic Catholicism could b,-0.087077,-0.086359,-0.065576,-0.089612,-0.071328,0.037499,-0.011329
1985,15,en,"Because alot of them view Catholicism as some sort of paganism, that Catholics w",-0.078104,-0.081837,-0.074148,-0.099623,-0.06413,0.025211,-0.05458
1986,1,en,I don't know who could possibly take solace in either party.  They are all just ,-0.024207,-0.031188,-0.009841,-0.035619,-0.031793,0.031505,0.019656
1987,1,en,Erica Martinson is acting as public relations flack for our Alaska representativ,-0.088099,-0.080312,-0.087713,-0.098576,-0.095076,-0.010516,-0.020344
1988,1,en,"This is the exact point I keep making over and over again.  Unfortunately, when ",-0.028133,-0.016896,-0.022887,-0.033742,-0.014086,-0.013817,-0.011197
1989,1,en,"For sure!  When a group of +Dolan's priests boo someone, you know that person ha",-0.082618,-0.064937,-0.059403,-0.105093,-0.061848,0.014016,-0.002474
1990,2,en,"Except, of course, St Paul does not teach that women are subject to their husban",-0.074733,-0.055673,-0.019402,-0.041849,-0.044059,0.054206,-0.016882
1991,24,en,"Yes, Yes, Yes Dennis, ""we think - and have reason to"" scoff at those working to ",-0.037149,-0.032542,-0.036056,-0.052677,-0.039555,-0.002576,-0.034379
1992,1,en,"Suspicious of anyone who clearly is trying to promote a political agenda, but in",-0.102851,-0.129023,-0.091754,-0.112058,-0.100023,0.007379,-0.053429
1993,2,en,"Oh, come on, Pandora!  If people were invited to speak at prayer breakfasts---th",-0.064225,-0.073457,-0.022068,-0.057468,-0.052472,-0.023726,-0.002806
1994,35,en,"In the US, there is great disparity but little hunger and thirst.  Yet in many, ",-0.043229,-0.052451,-0.031265,-0.064378,-0.055432,-0.001024,0.039477
1995,8,en,You have lied - The Washington Post completely refuted your entire platform. The,-0.064421,-0.073986,-0.049099,-0.075652,-0.090855,0.016297,-0.028455
1996,8,en,"Cardinal Cupich had a public conversation (Chicago, violence and the Catholic Ch",-0.094613,-0.067825,-0.04429,-0.069975,-0.093913,0.029611,-0.00642
1997,27,en,The State of North Carolina had the common sense law in place only to reconsider,-0.070561,-0.063812,-0.045118,-0.090504,-0.094465,-0.00939,-0.014757
1998,16,en,"The problem, of course, is that the British parliamentary system, which is the b",-0.070981,-0.053792,-0.049636,-0.082476,-0.081307,0.028758,0.025657
1999,17,en,Honestly I think your just doing your best to troll :) Anyway.. What are you tal,-0.084587,-0.077299,-0.061286,-0.096801,-0.063054,0.004722,-0.041637
2000,1,en,Catholics voted for Trump in large numbers and now they deserve whatever they ge,-0.092738,-0.072706,-0.075307,-0.099138,-0.088551,-0.008493,-0.022697
2001,1,en,"The problem is Most people consider themselves""moral"". I'm sure that the people ",-0.055991,-0.039363,-0.037429,-0.070519,-0.052709,0.014254,0.002136
2002,2,en,Oh!? Are women priest being accepted?  Now THAT'S a change we can believe in.,-0.025781,-0.024064,-0.002417,-0.03641,-0.009577,0.034461,0.021217
2003,3,en,What an apostle ! A true follower of Christ! I hope he receives more support fro,-0.052991,-0.038159,-0.009398,-0.0591,-0.017814,0.076162,0.054599
2004,10,en,"""The whole of scripture needs to be read within its historical and literary cont",-0.052587,-0.028785,-0.032036,-0.049651,-0.020062,0.030073,0.001324
2005,8,en,"<Do you understand the concept of ""opening a door""?>
Sure I do. I'm asking you ",-0.064377,-0.03753,-0.049567,-0.078532,-0.057874,-0.003676,-0.046122
2006,2,en,Another exercise in window dressing.  As along as women cannot be ordained to th,-0.092019,-0.078577,-0.046777,-0.070594,-0.081952,-0.02244,-0.01
2007,2,en,Sure they do..their ongoing division...multiply by dividing.   They higher/fire ,-0.094301,-0.08457,-0.047176,-0.08262,-0.06829,-0.004598,-0.02729
2008,1,en,Why Catholic bishops continue to believe that Republicans in Congress care one w,-0.062985,-0.065535,-0.062047,-0.081569,-0.062416,-0.013447,-0.050627
2009,3,en,Calling a Catholic prelate who teaches Catholic teaching a homophobe is name cal,-0.114116,-0.098892,-0.090661,-0.114852,-0.094511,0.003366,-0.029869
2010,8,en,"KR, I don't want to restrict your right to anything, but I don't want to pay for",-0.066357,-0.052583,-0.038134,-0.055796,-0.08172,0.014435,-0.016448
2011,13,en,If you opt to attend a Jewish school you should expect to learn about Judaism. T,-0.090938,-0.085359,-0.076307,-0.10491,-0.088813,0.000941,0.004849
2012,6,en,"""Maybe the old practice of moving people around, of not facing the problem, kept",-0.032279,-0.021361,-0.030712,-0.050846,-0.041285,0.004124,-0.060919
2013,21,en,"the church is losing the young, mostly because they see the anti gay and anti wo",-0.09807,-0.094716,-0.079674,-0.121963,-0.087007,0.011259,-0.023655
2014,5,en,"After I receive Communion, I spend time in silent prayer and contemplation.  I d",-0.056146,-0.05626,-0.025986,-0.078206,-0.050936,0.038146,0.018396
2015,7,en,Bandwidth/frequency ranges and the Big Bang Theory are not pseudo science. The i,-0.032962,-0.064875,-0.039741,-0.075002,-0.041679,0.041525,-0.042137
2016,18,en,Hey Dave. That was uncalled for. It's great that you show compassion for falsely,-0.112628,-0.110112,-0.100418,-0.120443,-0.096032,-0.002587,-0.057083
2017,7,en,"God does use flawed human beings to achieve His purposes, that is one of the mos",-0.103504,-0.104376,-0.082338,-0.103487,-0.092906,-0.002939,-0.0625
2018,25,en,""" If the Bishops, priests and the orders of nuns and other religious would get b",-0.039331,-0.054164,-0.026569,-0.057984,-0.039176,0.033492,0.002994
2019,2,en,You do not read well. Clerical continene aned what flows from it is misogynistic,-0.059447,-0.058161,-0.036034,-0.076342,-0.062075,0.016489,-0.020769
2020,24,en,Submitting to Constantinople is all the ecumenicism we need to do.  Once our Pro,-0.050623,-0.016757,0.002393,-0.045025,-0.023436,0.026499,0.030935
2021,1,en,The problem Evangelicals have is that they've painted themselves into a politica,-0.073655,-0.07531,-0.086507,-0.093255,-0.064452,-0.002461,-0.066282
2022,11,en,"You wrote:

<<So I guess since only five police were murdered, that makes it o",-0.100698,-0.089446,-0.08194,-0.090126,-0.080503,0.03305,-0.026513
2023,19,en,"They are God's commandments, not man made ""rules"".",-0.084517,-0.057741,-0.039325,-0.075485,-0.057868,0.052104,0.004437
2024,0,en,So why did Jesus give North Korea nukes?,-0.058945,-0.039627,-0.058158,-0.062337,-0.030974,-0.003206,-0.032469
2025,19,en,"The gratuitous, unmerited - in fact the ""unreasonable"" - love we give to our nei",-0.082933,-0.080538,-0.056997,-0.124586,-0.074297,0.04151,-0.007794
2026,1,en,You won't read my links from National Review and other journals you consider con,-0.084326,-0.073837,-0.071412,-0.102092,-0.086432,0.014586,0.008886
2027,16,en,"With all those 'unanticipated' costs, the increase in PERS funding requirements,",-0.059709,-0.057765,-0.044871,-0.054246,-0.08503,0.026697,-0.010525
2028,5,en,I love Latin because I took choir in high school. The question is whether or not,-0.06317,-0.048915,-0.059218,-0.080455,-0.049812,0.004877,0.014546
2029,14,en,"Once again the ""religious"" powers that be have brought this foolishness upon us.",-0.086161,-0.090711,-0.07294,-0.109783,-0.091454,-0.008425,-0.031507
2030,15,en,"An informative article, and a timely one. In dealing with the Reformation though",-0.097382,-0.065005,-0.074651,-0.098013,-0.071349,-0.002658,0.006037
2031,1,en,"Greetings.....a nice Spring vacation in Rome for the Cardinals....... wining, di",-0.01312,-0.010612,-0.008793,-0.014611,-0.014637,0.010074,0.011777
2032,19,en,"Because when most people say ""Jesus' rules"" or similar phrases, what they actual",-0.096433,-0.076081,-0.063282,-0.106445,-0.07419,0.026237,-0.028275
2033,8,en,I thought that Saint John Paul II's Theology of the Body explained why the churc,-0.068381,-0.06569,-0.049585,-0.069952,-0.0684,0.029418,-0.035197
2034,24,en,Your second paragraph is very similar to what was written in the recent article ,-0.046954,-0.034342,-0.008211,-0.042858,-0.022487,0.016921,0.00193
2035,11,en,I believe one can infer from Mark MacKinnon's information that this is not a war,-0.070943,-0.059036,-0.059403,-0.086845,-0.062068,0.029028,-0.038705
2036,3,en,"Well - a difference in style...not in belief, despite what you think.  

Cardi",-0.040771,-0.044207,-0.028242,-0.067812,-0.037165,0.038542,0.022098
2037,7,en,"Thank you for your mentoring work.
""Over 300 Scriptures predicted His first com",-0.068357,-0.0611,-0.036065,-0.045422,-0.036319,0.034414,-0.008606
2038,11,en,"No, I'm stating that Anders Breivik, a Christian, was guilty of a terrorist atta",-0.101851,-0.062563,-0.08238,-0.110163,-0.068615,0.005222,-0.037055
2039,32,en,"The new pope, like the old pope, naturally, expects us to act as adults, but jus",-0.051978,-0.041723,-0.00437,-0.02955,-0.036876,0.046331,0.018625
2040,24,en,Mike:  You need a history lesson if you think the Church's conversion of Rome wa,-0.059323,-0.03804,-0.038387,-0.051353,-0.027428,-0.014519,-0.009217
2041,15,en,So what is a Catholic if it is not someone who follows the teaching of the Catho,-0.125897,-0.111757,-0.094313,-0.129303,-0.093508,0.052765,0.016474
2042,18,en,I don't know what happened to your response to my question below - From the litt,-0.081335,-0.052687,-0.042561,-0.078334,-0.053136,0.023623,-0.030095
2043,5,en,"No, He probably did not have a table.

Jesus, btw, was God and He was instruct",-0.081011,-0.065111,-0.041657,-0.043144,-0.0565,-6e-05,-0.006842
2044,29,en,Only in the Born Again and Evangelical World.,-0.043168,-0.020664,-0.008052,-0.042919,-0.019139,0.019937,-0.018531
2045,13,en,Right now PP personnel volunteer to teach sex ed health classes. The bill would ,-0.058505,-0.064494,-0.03158,-0.05541,-0.078412,-0.005497,-0.013376
2046,19,en,"Hi Kevin,
Sorry it took time to get back to you. Jesus rebuked the Pharisee who",-0.047741,-0.043741,-0.046287,-0.073002,-0.027554,0.043272,0.006169
2047,4,en,Some Japanese join forces to commit acts of sexual and medical crimes.  Most of ,-0.118984,-0.100539,-0.080854,-0.114535,-0.119197,-0.065205,-0.037483
2048,20,en,"Faustus, you have introduced a not-very-clever straw man. As far as I know nuns ",-0.096641,-0.108911,-0.089647,-0.122528,-0.089239,0.029004,-0.049217
2049,2,en,"""The Catholic Church is for saints and sinners alone – for respectable people, t",-0.078128,-0.056109,-0.038617,-0.080778,-0.053503,0.073354,0.0285
2050,7,en,Jesus_did't_write_anything._Scripture_was_written_years_after_he_rose.,-0.054498,-0.04468,-0.046268,-0.065436,-0.03182,0.048737,-0.003482
2051,11,en,"WOW!
I hope for the sake of others.
You never try to become a LEO. As your inv",-0.055149,-0.060471,-0.04123,-0.061073,-0.065799,0.02291,-0.003261
2052,5,en,You are likely aware there is no shortage of people who think the RCC is a cult.,-0.036139,-0.041702,-0.040973,-0.049091,-0.031883,-0.005234,-0.039166
2053,25,en,I would so love to see these people get all the oppression they insist they rece,-0.079651,-0.068377,-0.037607,-0.083602,-0.078933,-0.013236,-0.016451
2054,19,en,"I think we are in agreement, Bob. It is not easy to follow Christ. Far easier to",-0.060363,-0.043481,-0.025195,-0.064332,-0.054119,0.02384,-0.004353
2055,2,en,So again you are claiming when a women is beaten up it is her fault? Amazing. An,-0.11864,-0.085943,-0.053375,-0.115389,-0.111595,0.018966,0.00099
2056,13,en,"""Obviously Canadian Catholic schools have no choice but to comply with Canadian ",-0.087888,-0.058085,-0.048325,-0.07887,-0.081758,0.014908,0.013368
2057,10,en,"I'm sorry, I forgot you know it all and have no need to learn anything further.",-0.082651,-0.070991,-0.062014,-0.072986,-0.069127,0.050818,-0.013878
2058,25,en,Dumboski is part of that group in our country that has an elected leader that pr,-0.117145,-0.107396,-0.070982,-0.112319,-0.115835,-0.013933,-0.030386
2059,7,en,Natural Law? It comes from ancient Greek Philosophy. I would prefer modern scien,-0.088738,-0.075477,-0.059146,-0.098373,-0.087539,0.03579,0.016528
2060,8,en,How is forcing a Catholic university to fund something against its beliefs not a,-0.099133,-0.090378,-0.074959,-0.108122,-0.09512,0.008987,-0.040922
2061,14,en,If small but traditional Christian denominations who blah blah blah were to prov,-0.071576,-0.059065,-0.031192,-0.080723,-0.048747,0.049915,0.036662
2062,13,en,But the question of whether there should be prayers in school doesn't explain th,-0.088748,-0.040742,-0.046733,-0.086692,-0.056911,0.007574,-0.031075
2063,33,en,The Catholic church says free healthcare for all is a fundamental human right?  ,-0.046032,-0.036463,-0.018928,-0.05339,-0.052609,0.061235,0.01486
2064,8,en,"You mean pro death. It is a dogma of the faith that one who procures, assists in",-0.075781,-0.04952,-0.066207,-0.0993,-0.073497,0.035442,-0.065071
2065,1,en,it figures that instead of investigating saudi arabia influence on clinton they ,-0.104386,-0.097976,-0.104893,-0.105832,-0.1051,-0.044689,-0.075237
2066,5,en,You prove my point. I challenged you to read Hebrews and you either can't or won,-0.105996,-0.065978,-0.080327,-0.088204,-0.073617,-0.009182,-0.041175
2067,33,en,The notion of rights as inherent in human nature is a philosophical concept. Rig,-0.028491,0.007467,0.016203,-0.037082,-0.042164,0.046938,0.031549
2068,16,en,"I don't believe for one moment that 77% of Canadians are Christian, at least not",-0.072616,-0.079778,-0.049024,-0.08453,-0.067101,0.022414,-0.001412
2069,8,en,@Bix66904049 @IzziDABELL @ZFed116 No one is killing children buckey. If that vis,-0.121358,-0.07409,-0.054128,-0.086513,-0.131266,0.025018,-0.024786
2070,3,en,Fr Martin is a grand fellow and I like him very much. But the Church would show ,-0.053505,-0.042784,-0.038001,-0.068507,-0.042599,0.002238,-0.020683
2071,2,en,While I agree that there is overwhelming theological rationale for ordaining wom,-0.039366,-0.047042,-0.015423,-0.041577,-0.032218,0.00675,-0.005483
2072,2,en,Validity of what sacraments?  We already know [have historical documents]  that ,-0.096157,-0.080349,-0.065755,-0.07639,-0.078788,0.055734,-0.016097
2073,2,en,"NO Trump Hater, snowflake, anti God. God Almighty made Male Adam and Female Eve ",-0.080016,-0.067492,-0.058267,-0.081859,-0.064369,0.035806,-0.033241
2074,2,en,Amen!!! Of course that presumes real commitment and the willingness to fight for,-0.047576,-0.017591,-0.001803,-0.044504,-0.022722,0.010206,0.011287
2075,1,en,What about the Catholic Church coming out in several instances saying to vote fo,-0.071095,-0.049129,-0.066244,-0.096306,-0.058218,-0.002605,-0.046321
2076,21,en,My experience in seminary teaching in the '80s was that some of these guys simpl,-0.103329,-0.099507,-0.108942,-0.116876,-0.090821,0.004207,-0.067611
2077,0,en,"Yes they should use it, but they won't.  The Catholic Church has representatives",-0.068998,-0.059603,-0.055828,-0.048748,-0.047784,-0.026496,-0.022934
2078,32,en,Should Tony Flannery have been expelled from the Redemptorists for defying the C,-0.103196,-0.075821,-0.092633,-0.139907,-0.075983,0.007651,-0.051342
2079,3,en,"Accepting them as they are, and accepting that gays can make loving relationship",-0.103326,-0.084041,-0.071592,-0.121692,-0.113309,0.044959,-0.032308
2080,25,en,That's a very long winded way to say 'them uppity blacks mess everything up'. Wh,-0.081678,-0.086223,-0.067255,-0.119929,-0.108361,-0.011854,-0.01709
2081,25,en,"Yeah, a white man can't catch a break in this country anymore. Bet you wish you ",-0.079573,-0.087094,-0.072738,-0.101115,-0.104448,-0.004518,0.007399
2082,1,en,Cheeto Jesus rises in the middle of the night and sends out more attacks via his,-0.139591,-0.114907,-0.110939,-0.132413,-0.132686,-0.039039,-0.062048
2083,14,en,First - any prayer is inappropriate at a government function. Second - while chr,-0.094937,-0.089288,-0.09818,-0.129536,-0.08304,0.037055,-0.053864
2084,2,en,It seems best to me to call priests by their given name. Although the New Testam,-0.073393,-0.060073,-0.032937,-0.044115,-0.041121,0.037173,0.012942
2085,6,en,"In a certain sense, it doesn't matter whether it is 7% or 2%.  The offenders wer",-0.101712,-0.083322,-0.089288,-0.09733,-0.103428,-0.008549,-0.043666
2086,3,en,"Jon, there might be yet another reason why so many young people leave the church",-0.107011,-0.098659,-0.090739,-0.128591,-0.10652,0.035711,-0.030595
2087,16,en,"Confronted with a figure of towering dignity, courage and wisdom in Malala Yousa",-0.057364,-0.051673,-0.030118,-0.071378,-0.045932,0.045302,-0.006663
2088,1,en,"The article says ""Any bishop can visit virtually any Catholic school and talk to",-0.083964,-0.060706,-0.05452,-0.075623,-0.064404,-0.001481,-0.023111
2089,9,en,Jesus: Broke bread with tax collectors and prostitutes and taught multiple parab,-0.109779,-0.096525,-0.091098,-0.12275,-0.081264,0.025099,-0.028396
2090,1,en,Perhaps because Kelly Anne promotes 'alternate facts'.  Last I checked the eight,-0.079901,-0.073843,-0.073501,-0.101685,-0.076684,0.009445,-0.045833
2091,11,en,Oh it makes plenty of sense.  No where does Jesus command to kill in His name.  ,-0.08129,-0.042008,-0.056888,-0.083893,-0.040187,0.01239,-0.071979
2092,3,en,When married gay people have sex it is not sinful. They were born that way. Why ,-0.069086,-0.052026,-0.057067,-0.113831,-0.074456,0.061717,-0.013009
2093,32,en,"In keeping with a Catholic conservative view on the objectifying of morality, ca",-0.056469,-0.048131,-0.04935,-0.099461,-0.064437,0.033978,0.006057
2094,45,en,"send out cops  with body cameras two by two, one white, one black?  ...mother of",-0.086336,-0.078899,-0.04888,-0.073156,-0.088911,0.017983,0.011601
2095,1,en,"From Comey's opening testimony, ""The President went on to say that if there were",-0.067365,-0.07026,-0.08127,-0.063964,-0.094451,0.02284,-0.028008
2096,2,en,Someone asked if there is one Catholic leader willing to stand up and either met,-0.062995,-0.040724,-0.024669,-0.053634,-0.043107,0.014593,-0.002817
2097,11,en,The difference is Jesus never said to kill homosexuals. Mohamed did.,-0.101121,-0.068579,-0.064405,-0.096663,-0.064441,0.021804,-0.008693
2098,1,en,"By too late for Bonhoeffer, I meant, of course, too late to save his life from t",-0.074864,-0.099054,-0.093388,-0.097987,-0.087223,-0.004641,-0.03962
2099,4,en,"not god obviously, probably the devil",-0.121117,-0.104682,-0.114471,-0.121171,-0.101951,0.020693,-0.08199
2100,1,en,"Do you know anything about politics, pal ?  Rand Paul was one of Sessions best f",-0.069449,-0.058494,-0.05441,-0.096448,-0.06558,0.006917,-0.001998
2101,1,en,"(III.) Trump's Catholic Advisory Council

30. ""The Honorable"" Faith Whittlesey",-0.033776,-0.032006,-0.043435,-0.045069,-0.032082,0.024723,-0.018224
2102,5,en,I don't think I have antipathy for the Tridentine Rite. I learned to love and se,-0.052436,-0.030463,-0.040912,-0.095913,-0.040991,0.007517,-0.022853
2103,5,en,"Meaning, of course, that they rise to the level of, at least, doctrine (somethin",-0.100822,-0.070957,-0.031746,-0.051343,-0.078264,0.040394,0.015413
2104,8,en,What absolute tripe. Please do describe your experience as a zygote since you be,-0.038409,-0.031729,-0.002578,-0.06401,-0.066096,0.014798,-0.001781
2105,8,en,"And may I state that I DO have empathy for a pregnant woman.  My empathy, howeve",-0.045764,-0.026381,-0.030546,-0.069865,-0.043495,0.048569,-0.004594
2106,1,en,"""I'm impressed by her strong Christian faith and her dedication to regular atten",-0.058678,-0.055441,-0.0415,-0.071654,-0.063354,-0.006628,-0.005617
2107,18,en,"""Old liberals such as those on NCR editorial staff, need to start encountering a",-0.064014,-0.055869,-0.032682,-0.07664,-0.054788,-0.014028,0.017811
2108,12,en,Douthat - you fail to highlight how he uses a logical fallacy to try to divert a,-0.072304,-0.059272,-0.067462,-0.093329,-0.068446,0.032709,-0.034451
2109,27,en,It is now obvious that Supreme Court judges have a very limited view of freedom ,-0.087319,-0.075985,-0.056555,-0.091343,-0.063457,0.058251,-0.033574
2110,7,en,"I recall, as a child, when I first understood the premise of Jesus Christ. I did",-0.089717,-0.085331,-0.056007,-0.090397,-0.060575,0.001821,-0.045089
2111,43,en,"BUT, but, technology is Science isn't it?  It couldn't possibly work, right?  Wh",-0.089284,-0.095048,-0.061736,-0.089691,-0.097905,0.019297,-0.03727
2112,14,en,"Nobody is saying to 'pray in private, only', however it is better to pray in pri",-0.035344,-0.017287,-0.021394,-0.05155,-0.003538,0.029264,-0.01612
2113,9,en,"Do you think Jesus used the lash on innocent doves & sheep, or the money changer",-0.130244,-0.108566,-0.107473,-0.120597,-0.093603,-0.01632,-0.0727
2114,5,en,"Most Christian denominations do not practice open communion, which is irrelevant",-0.048455,-0.045953,-0.050044,-0.06771,-0.056302,0.02785,-0.010548
2115,11,en,"Since the so called Arab Spring , there has been a Christian Genocide going on a",-0.085835,-0.076288,-0.077657,-0.100837,-0.078509,0.009316,-0.011276
2116,13,en,"CATHOLIC universities with law schools also follow the Bible

so tell me why a",-0.097662,-0.065577,-0.073043,-0.115255,-0.067648,0.00302,-0.018017
